# From /Users/Daniela/Documents/CCG/datasets/GOs/scripts/get_uniq_lowest_levels_v2.pl on Tue Oct  2 15:34:09 2018
# Input = /Users/Daniela/Documents/CCG/datasets/GOs/extended_GOs/v2/all_go_levels_extended.txt
GO ID	GO level	Total Genes	Genes in GO	GO name
GO:0046907	4	11	ffh,ftsY,secA,secB,secE,secG,secY,tatA,tatB,tatC,tatE,	intracellular transport
GO:0015669	5	1	amtB,	gas transport
GO:0015670	6	1	amtB,	carbon dioxide transport
GO:1901998	5	2	gltK,sbmA,	toxin transport
GO:0042044	5	1	aqpZ,	fluid transport
GO:0006833	6	1	aqpZ,	water transport
GO:0051180	5	16	bioP,btuB,btuC,btuD,btuE,btuF,caiT,exbB,panF,tbpA,thiP,thiQ,tonB,ulaA,ulaB,ulaC,	vitamin transport
GO:1900749	6	1	caiT,	(R)-carnitine transport
GO:1902270	7	1	caiT,	(R)-carnitine transmembrane transport
GO:0015878	6	1	bioP,	biotin transport
GO:0015889	6	7	btuB,btuC,btuD,btuE,btuF,exbB,tonB,	cobalamin transport
GO:0035461	6	10	btuC,btuD,caiT,panF,tbpA,thiP,thiQ,ulaA,ulaB,ulaC,	vitamin transmembrane transport
GO:0015887	7	1	panF,	pantothenate transmembrane transport
GO:0071934	6	3	tbpA,thiP,thiQ,	thiamine transmembrane transport
GO:0015882	7	3	ulaA,ulaB,ulaC,	L-ascorbic acid transmembrane transport
GO:0015888	6	1	tbpA,	thiamine transport
GO:0042908	5	16	aaeA,macB,mdlA,mdlB,mdtN,mdtO,mdtP,mhpT,ssuA,ssuB,ssuC,tauA,tauB,tauC,ydcO,ydhJ,	xenobiotic transport
GO:0042920	6	1	mhpT,	3-hydroxyphenylpropionic acid transport
GO:0042918	6	5	ssuA,ssuB,ssuC,tauA,tauC,	alkanesulfonate transport
GO:0042919	6	1	ydcO,	benzoate transport
GO:0015906	6	5	aaeA,mdtN,mdtO,mdtP,ydhJ,	sulfathiazole transport
GO:1902599	7	5	aaeA,mdtN,mdtO,mdtP,ydhJ,	sulfathiazole transmembrane transport
GO:0015734	6	3	tauA,tauB,tauC,	taurine transport
GO:0046903	5	7	gspE,gspF,gspI,gspJ,hofC,tamA,tamB,	secretion
GO:0002790	6	7	gspE,gspF,gspI,gspJ,hofC,tamA,tamB,	peptide secretion
GO:0072348	5	40	aaeA,bioP,cydC,cydD,cysA,cysP,cysU,cysW,cysZ,dauA,eamA,eamB,gsiA,gsiB,gsiC,gsiD,mdtN,mdtO,mdtP,metI,metN,metQ,mmuP,nlpA,sbp,tauA,tauB,tauC,tbpA,tcyJ,tcyL,tcyN,tcyP,thiP,thiQ,ydhJ,yecS,yihO,yijE,yjeH,	sulfur compound transport
GO:0015709	6	1	cysP,	thiosulfate transport
GO:0015806	6	1	mmuP,	S-methylmethionine transport
GO:0000101	6	15	cydC,cydD,eamA,eamB,metI,metN,metQ,nlpA,tcyJ,tcyL,tcyN,tcyP,yecS,yijE,yjeH,	sulfur amino acid transport
GO:0015821	7	5	metI,metN,metQ,nlpA,yjeH,	methionine transport
GO:0048473	8	3	metI,metN,metQ,	D-methionine transport
GO:0042883	7	8	cydC,cydD,eamA,eamB,tcyJ,tcyL,tcyN,tcyP,	cysteine transport
GO:1903712	8	8	cydC,cydD,eamA,eamB,tcyJ,tcyL,tcyN,tcyP,	cysteine transmembrane transport
GO:0033228	8	4	cydC,cydD,eamA,eamB,	cysteine export across plasma membrane
GO:0015811	7	5	tcyJ,tcyL,tcyN,tcyP,yecS,	L-cystine transport
GO:0034635	6	6	cydC,cydD,gsiA,gsiB,gsiC,gsiD,	glutathione transport
GO:0034775	7	5	cydC,cydD,gsiA,gsiC,gsiD,	glutathione transmembrane transport
GO:0008272	6	7	cysA,cysP,cysU,cysW,cysZ,dauA,sbp,	sulfate transport
GO:1902358	7	7	cysA,cysP,cysU,cysW,cysZ,dauA,sbp,	sulfate transmembrane transport
GO:0051181	5	41	bioP,btuB,btuC,btuD,btuE,btuF,ccmA,ccmC,ccmD,ccmE,cirA,cydC,cydD,dppA,dppB,dppC,dppD,dppF,entS,exbB,fepA,fepB,fepC,fepD,fepE,fepG,fhuB,fhuC,fhuD,fiu,gsiA,gsiB,gsiC,gsiD,panF,tolC,tonB,ulaA,ulaB,ulaC,yeeO,	cofactor transport
GO:0051182	6	5	bioP,panF,ulaA,ulaB,ulaC,	coenzyme transport
GO:0015886	6	9	ccmA,ccmC,ccmD,ccmE,dppA,dppB,dppC,dppD,dppF,	heme transport
GO:0015891	6	15	cirA,entS,exbB,fepA,fepB,fepC,fepD,fepE,fepG,fhuB,fhuC,fhuD,fiu,tolC,tonB,	siderophore transport
GO:0044718	6	2	cirA,tonB,	siderophore transmembrane transport
GO:0015687	7	4	exbB,fhuB,fhuC,fhuD,	ferric-hydroxamate transport
GO:0042928	7	1	exbB,	ferrichrome transport
GO:0042930	7	8	entS,fepA,fepB,fepC,fepD,fepE,fepG,tolC,	enterobactin transport
GO:0015685	8	6	fepA,fepB,fepC,fepD,fepE,fepG,	ferric-enterobactin transport
GO:0035350	6	1	yeeO,	FAD transmembrane transport
GO:0071702	5	390	aaeA,aaeB,abgT,acrA,actP,adeP,adeQ,adiC,agaB,agaC,agaD,agaS,agaV,agaW,alaE,alsA,alsB,alsC,ampG,amtB,araE,araF,araG,araH,argO,argT,aroP,artJ,artM,artP,artQ,ascF,bcr,betT,bglF,bglH,bioP,brnQ,btuB,btuC,btuD,btuE,btuF,cadB,caiT,ccmA,ccmC,ccmD,ccmE,chbA,chbB,chbC,chiP,cirA,cmtA,cmtB,codB,crr,csgE,csgG,cycA,cydC,cydD,dauA,dctA,dcuA,dcuB,dcuC,dcuD,ddpA,dppA,dppB,dppC,dppD,dppF,dsdX,dtpA,dtpB,dtpC,dtpD,eamA,eamB,emrE,entS,exbB,exuT,fadL,fepA,fepB,fepC,fepD,fepE,fepG,ffh,fhuB,fhuC,fhuD,fiu,focA,focB,frlA,fruA,fruB,frvA,frvB,frwB,frwC,frwD,fryA,fryB,fryC,ftsW,ftsY,fucP,gadC,galP,gatA,gatB,gatC,gatZ,ghxP,ghxQ,glcA,glnH,glnP,glnQ,glpF,glpT,gltI,gltK,gltP,gltS,glvB,glvC,gntP,gntT,gntU,gsiA,gsiB,gsiC,gsiD,gspE,gspF,gspI,gspJ,hisM,hisP,hisQ,hofC,hrsA,idnT,kbaZ,kdgT,lacY,lamB,leuE,lgoT,livF,livG,livH,livJ,livK,livM,lldP,lolA,lolC,lolE,lplT,lptA,lptB,lptC,lptD,lptE,lptF,lptG,lsrB,lsrC,lsrD,lysO,lysP,malE,malF,malG,malK,malX,manX,manY,manZ,mdlB,mdtE,mdtI,mdtJ,mdtK,mdtN,mdtO,mdtP,melB,metI,metN,metQ,mglA,mglB,mglC,mhpT,mlaB,mlaC,mlaD,mlaE,mlaF,mmuP,mngA,motA,mppA,mrdB,msbA,mtlA,mtr,murJ,murP,nagE,nanC,nanT,nepI,nikA,nlpA,nupC,nupG,nupX,ompC,ompF,ompG,ompL,ompN,oppA,oppB,oppC,oppD,oppF,osmF,panF,pheP,phnC,plaP,pnuC,potA,potB,potC,potD,potE,potF,potG,potH,potI,ppiD,proP,proV,proW,proX,psuT,ptsG,ptsH,ptsI,ptsN,putP,puuP,rbsA,rbsB,rbsC,rhaT,rhtA,rhtB,rhtC,rutG,sapA,sapB,sapC,sapD,sapF,satP,sbmA,secA,secB,secD,secE,secF,secG,secY,setA,setB,setC,sgcA,sgcB,sgcC,sgrR,shiA,srlA,srlB,srlE,sstT,surA,sxy,tamA,tamB,tatA,tatB,tatC,tatE,tauA,tauB,tauC,tbpA,tcyJ,tcyL,tcyN,tcyP,tdcC,thiP,thiQ,tnaB,tolA,tolB,tolC,tolQ,tolR,tonB,treB,tsx,uacT,ugpA,ugpB,ugpC,ugpE,uhpT,ulaA,ulaB,ulaC,uraA,xanP,xanQ,xapB,xylE,xylF,xylG,xylH,yadI,yahN,ybaE,ybbW,ybbY,ydcO,ydcS,yddG,ydeE,ydhJ,yecS,yeeO,yegT,yehW,yehX,yehY,yehZ,yejA,yejB,yejE,yejF,yfdC,ygaH,ygaZ,ygiS,yhaO,yhdW,yhdX,yhdZ,yhjD,yhjV,yiaM,yiaN,yiaO,yidD,yijE,yjeH,yjfF,yjhB,ynjD,yojI,yphD,yphF,yqeG,ytfQ,ytfT,	organic substance transport
GO:0072337	6	26	abgT,cydC,cydD,emrE,gsiA,gsiB,gsiC,gsiD,mdtI,mdtJ,mmuP,osmF,panF,proP,proV,proW,proX,tcyJ,tcyL,tcyN,tcyP,yecS,yehW,yehX,yehY,yehZ,	modified amino acid transport
GO:0031460	7	12	emrE,mdtI,mdtJ,osmF,proP,proV,proW,proX,yehW,yehX,yehY,yehZ,	glycine betaine transport
GO:0015814	7	1	abgT,	p-aminobenzoyl-glutamate transport
GO:0015850	6	23	acrA,actP,cmtA,entS,fepA,fepB,fepC,fepD,fepE,fepG,gatA,gatB,gatC,glcA,glpF,glpT,lldP,mdtE,mhpT,mtlA,sgcC,shiA,tolC,	organic hydroxy compound transport
GO:0015721	7	2	acrA,mdtE,	bile acid and bile salt transport
GO:0015733	7	1	shiA,	shikimate transmembrane transport
GO:0015791	7	8	cmtA,gatA,gatB,gatC,glpF,glpT,mtlA,sgcC,	polyol transport
GO:0015796	7	4	gatA,gatB,gatC,sgcC,	galactitol transport
GO:0015795	7	1	mtlA,	sorbitol transport
GO:0015797	7	2	cmtA,mtlA,	mannitol transport
GO:0015793	7	2	glpF,glpT,	glycerol transport
GO:0015727	7	2	glcA,lldP,	lactate transport
GO:0035873	8	2	glcA,lldP,	lactate transmembrane transport
GO:1900866	6	1	actP,	glycolate transport
GO:0097339	7	1	actP,	glycolate transmembrane transport
GO:0045117	6	10	aaeA,hisP,hisQ,mdtN,mdtO,mdtP,tbpA,thiP,thiQ,ydhJ,	azole transport
GO:0089709	7	2	hisP,hisQ,	L-histidine transmembrane transport
GO:1903810	8	2	hisP,hisQ,	L-histidine import across plasma membrane
GO:0015817	7	1	hisP,	histidine transport
GO:0015695	6	30	betT,cadB,caiT,emrE,mdtI,mdtJ,osmF,plaP,potA,potB,potC,potD,potE,potF,potG,potH,potI,proP,proV,proW,proX,puuP,sapB,sapC,sapD,sapF,yehW,yehX,yehY,yehZ,	organic cation transport
GO:0015847	7	15	plaP,potA,potB,potC,potD,potE,potF,potG,potH,potI,puuP,sapB,sapC,sapD,sapF,	putrescine transport
GO:0015839	7	1	cadB,	cadaverine transport
GO:0015871	6	5	betT,emrE,mdtI,mdtJ,proW,	choline transport
GO:0015848	7	6	mdtI,mdtJ,potA,potB,potC,potD,	spermidine transport
GO:1903711	7	5	mdtI,mdtJ,potA,potB,potC,	spermidine transmembrane transport
GO:0015697	7	13	caiT,emrE,mdtI,mdtJ,osmF,proP,proV,proW,proX,yehW,yehX,yehY,yehZ,	quaternary ammonium group transport
GO:0015838	8	13	caiT,emrE,mdtI,mdtJ,osmF,proP,proV,proW,proX,yehW,yehX,yehY,yehZ,	amino-acid betaine transport
GO:1900751	9	1	caiT,	4-(trimethylammonio)butanoate transport
GO:0015879	9	1	caiT,	carnitine transport
GO:1902603	8	1	caiT,	carnitine transmembrane transport
GO:0072531	6	6	nupG,rutG,tbpA,thiP,thiQ,uraA,	pyrimidine-containing compound transmembrane transport
GO:1904082	7	2	rutG,uraA,	pyrimidine nucleobase transmembrane transport
GO:1903791	7	2	rutG,uraA,	uracil transmembrane transport
GO:0015931	6	12	nepI,nupC,nupG,nupX,pnuC,psuT,sxy,tsx,xapB,ydcS,yeeO,yegT,	nucleobase-containing compound transport
GO:0006862	7	1	yeeO,	nucleotide transport
GO:1901679	6	1	yeeO,	nucleotide transmembrane transport
GO:0050657	7	2	sxy,ydcS,	nucleic acid transport
GO:0051027	8	2	sxy,ydcS,	DNA transport
GO:0009290	6	2	sxy,ydcS,	DNA import into cell involved in transformation
GO:0015858	7	9	nepI,nupC,nupG,nupX,pnuC,psuT,tsx,xapB,yegT,	nucleoside transport
GO:0032238	6	1	nupG,	adenosine transport
GO:0015863	8	1	xapB,	xanthosine transport
GO:1901642	6	8	nepI,nupC,nupG,nupX,psuT,tsx,xapB,yegT,	nucleoside transmembrane transport
GO:0015860	7	2	nepI,nupG,	purine nucleoside transmembrane transport
GO:0015864	8	2	nupC,nupG,	pyrimidine nucleoside transport
GO:0015861	9	2	nupC,nupG,	cytidine transport
GO:0015862	9	2	nupC,nupG,	uridine transport
GO:0034258	8	1	pnuC,	nicotinamide riboside transport
GO:1901264	6	44	ampG,chbA,chbB,chbC,ftsW,glpT,lplT,lptA,lptB,lptC,lptD,lptE,lptF,lptG,manX,manY,manZ,melB,mglA,mglB,mglC,mngA,mrdB,msbA,murJ,nagE,nanC,nanT,nepI,nupC,nupG,nupX,pnuC,psuT,tsx,ugpA,ugpB,ugpC,ugpE,uhpT,xapB,yeeO,yegT,yhjD,	carbohydrate derivative transport
GO:1901656	7	5	melB,mglA,mglB,mglC,mngA,	glycoside transport
GO:0051476	7	1	mngA,	mannosylglycerate transport
GO:0015765	8	4	melB,mglA,mglB,mglC,	methylgalactoside transport
GO:0046836	7	3	lptA,lptC,murJ,	glycolipid transport
GO:1902815	7	3	chbA,chbB,chbC,	N,N'-diacetylchitobiose import
GO:0015794	7	5	glpT,ugpA,ugpB,ugpC,ugpE,	glycerol-3-phosphate transmembrane transport
GO:0051977	7	1	lplT,	lysophospholipid transport
GO:0015764	7	4	manX,manY,manZ,nagE,	N-acetylglucosamine transport
GO:0015739	7	1	nanT,	sialic acid transport
GO:0015835	6	4	ampG,ftsW,mrdB,murJ,	peptidoglycan transport
GO:0015836	7	3	ftsW,mrdB,murJ,	lipid-linked peptidoglycan transport
GO:0015920	7	9	lptA,lptB,lptC,lptD,lptE,lptF,lptG,msbA,yhjD,	lipopolysaccharide transport
GO:0015712	7	1	uhpT,	hexose phosphate transport
GO:0015760	8	1	uhpT,	glucose-6-phosphate transport
GO:0008643	6	114	agaB,agaC,agaD,agaS,agaV,agaW,alsA,alsB,alsC,araE,araF,araG,araH,ascF,bglF,bglH,chbA,chbB,chbC,chiP,cmtA,cmtB,crr,dsdX,exuT,fruA,fruB,frvA,frvB,frwB,frwC,frwD,fryA,fryB,fryC,fucP,galP,gatA,gatB,gatC,gatZ,glpF,glpT,glvB,glvC,gntP,gntT,gntU,hrsA,idnT,kbaZ,kdgT,lacY,lamB,lgoT,lsrB,lsrC,lsrD,malE,malF,malG,malK,malX,manX,manY,manZ,melB,mglA,mglB,mglC,mngA,mtlA,murP,nagE,nanC,ompG,ompL,ompN,ptsG,ptsH,ptsI,ptsN,rbsA,rbsB,rbsC,rhaT,setA,setB,setC,sgcA,sgcB,sgcC,srlA,srlB,srlE,treB,ugpC,ulaA,ulaB,ulaC,xylE,xylF,xylG,xylH,yadI,yiaM,yiaN,yiaO,yjfF,ynjD,yphD,yphF,ytfQ,ytfT,	carbohydrate transport
GO:0015778	7	1	exuT,	hexuronide transport
GO:0015774	7	6	bglH,lamB,malE,malF,malG,malK,	polysaccharide transport
GO:0042956	8	5	lamB,malE,malF,malG,malK,	maltodextrin transport
GO:0009401	7	52	agaC,agaD,agaS,agaW,ascF,bglF,chbA,chbB,chbC,cmtA,cmtB,crr,fruA,fruB,frvA,frvB,frwB,frwC,frwD,fryA,fryB,fryC,gatA,gatB,gatC,gatZ,glvB,glvC,hrsA,kbaZ,manX,manY,manZ,mngA,mtlA,murP,nagE,ptsG,ptsH,ptsI,ptsN,sgcA,sgcB,sgcC,srlA,srlB,srlE,treB,ulaA,ulaB,ulaC,yadI,	phosphoenolpyruvate-dependent sugar phosphotransferase system
GO:0034219	6	94	agaB,agaC,agaD,agaS,agaV,agaW,alsA,alsB,alsC,araE,araF,araG,araH,ascF,bglF,bglH,chbA,chbB,chbC,cmtA,dsdX,exuT,fruA,fruB,frvA,frvB,frwB,frwC,frwD,fryA,fryB,fryC,fucP,galP,gatA,gatB,gatC,gatZ,glvB,glvC,gntP,gntT,gntU,idnT,kbaZ,kdgT,lgoT,lsrB,lsrC,lsrD,malX,manX,manY,manZ,melB,mglA,mglB,mglC,mngA,mtlA,murP,nagE,ompG,ompL,ompN,ptsG,ptsN,rbsA,rbsB,rbsC,rhaT,setA,setB,setC,sgcB,sgcC,srlB,srlE,treB,ulaA,ulaB,ulaC,xylE,xylF,xylG,xylH,yiaM,yiaN,yiaO,yjfF,yphD,yphF,ytfQ,ytfT,	carbohydrate transmembrane transport
GO:0015749	7	45	alsA,alsB,alsC,araE,araF,araG,araH,exuT,fruA,fruB,frvB,frwB,frwD,fryB,fucP,galP,lsrB,lsrC,lsrD,malX,manX,manY,manZ,mglA,mglB,mglC,mngA,ompL,ptsG,rbsA,rbsB,rbsC,rhaT,ulaA,ulaB,ulaC,xylE,xylF,xylG,xylH,yjfF,yphD,yphF,ytfQ,ytfT,	monosaccharide transmembrane transport
GO:0015750	8	13	araE,araF,araG,araH,fucP,ompL,rbsA,rbsB,rbsC,xylE,xylF,xylG,xylH,	pentose transmembrane transport
GO:0015753	9	3	xylE,xylF,xylG,	D-xylose transmembrane transport
GO:0015751	9	6	araE,araF,araG,araH,fucP,ompL,	arabinose transmembrane transport
GO:0042882	10	3	araE,araF,araG,	L-arabinose transmembrane transport
GO:0015752	9	6	rbsA,rbsB,rbsC,xylF,xylG,xylH,	D-ribose transmembrane transport
GO:0015735	8	1	exuT,	uronic acid transmembrane transport
GO:0015736	9	1	exuT,	hexuronate transmembrane transport
GO:0008645	8	24	alsA,alsB,alsC,araE,fruA,fruB,frvB,frwB,frwD,fryB,fucP,galP,malX,manX,manY,manZ,mglA,mglB,mglC,mngA,ompL,ptsG,rhaT,ytfQ,	hexose transmembrane transport
GO:0015762	9	1	rhaT,	rhamnose transmembrane transport
GO:0015754	9	3	alsA,alsB,alsC,	allose transmembrane transport
GO:0015755	9	11	fruA,fruB,frvB,frwB,frwD,fryB,fucP,manX,manY,manZ,mngA,	fructose transmembrane transport
GO:0032445	10	5	fruA,fruB,manX,manY,manZ,	fructose import
GO:0015756	9	2	araE,fucP,	fucose transmembrane transport
GO:0015757	9	7	fucP,galP,mglA,mglB,mglC,ompL,ytfQ,	galactose transmembrane transport
GO:0015761	9	3	manX,manY,manZ,	mannose transmembrane transport
GO:1904659	9	6	malX,manX,manY,manZ,ompL,ptsG,	glucose transmembrane transport
GO:0046323	10	6	malX,manX,manY,manZ,ompL,ptsG,	glucose import
GO:0098708	8	4	manX,manY,manZ,ptsG,	glucose import across plasma membrane
GO:0042873	7	7	dsdX,gntP,gntT,gntU,idnT,kdgT,lgoT,	aldonate transmembrane transport
GO:0035429	8	6	dsdX,gntP,gntT,gntU,idnT,kdgT,	gluconate transmembrane transport
GO:0015726	8	1	idnT,	L-idonate transmembrane transport
GO:0098704	7	4	manX,manY,manZ,ptsG,	carbohydrate import across plasma membrane
GO:0015772	7	17	ascF,chiP,lacY,malE,malF,malG,malK,malX,melB,nanC,ompG,ompL,setA,setB,setC,treB,ynjD,	oligosaccharide transport
GO:0015766	8	14	ascF,lacY,malE,malF,malG,malK,malX,melB,ompG,setA,setB,setC,treB,ynjD,	disaccharide transport
GO:0015771	9	4	ascF,malK,treB,ynjD,	trehalose transport
GO:0015768	9	6	malE,malF,malG,malK,malX,ompG,	maltose transport
GO:0015767	9	4	lacY,setA,setB,setC,	lactose transport
GO:0015769	9	1	melB,	melibiose transport
GO:0015846	6	17	mdtI,mdtJ,plaP,potA,potB,potC,potD,potE,potF,potG,potH,potI,puuP,sapB,sapC,sapD,sapF,	polyamine transport
GO:1902047	6	7	mdtI,mdtJ,potA,potB,potC,potD,potG,	polyamine transmembrane transport
GO:0006869	6	23	acrA,cydD,fadL,lplT,lptA,lptB,lptC,lptD,lptE,lptF,lptG,mdlB,mdtE,mlaB,mlaC,mlaD,mlaE,mlaF,msbA,murJ,ompC,putP,yhjD,	lipid transport
GO:0015914	7	7	lplT,mlaB,mlaC,mlaD,mlaE,mlaF,ompC,	phospholipid transport
GO:0015908	7	2	fadL,putP,	fatty acid transport
GO:0015909	8	1	fadL,	long-chain fatty acid transport
GO:0015912	8	1	putP,	short-chain fatty acid transport
GO:0015851	6	12	adeP,adeQ,codB,ghxP,ghxQ,rutG,uacT,uraA,xanP,xanQ,ybbW,ybbY,	nucleobase transport
GO:0006863	7	8	adeP,adeQ,ghxP,ghxQ,uacT,xanP,xanQ,ybbY,	purine nucleobase transport
GO:1904823	7	2	ghxP,ghxQ,	purine nucleobase transmembrane transport
GO:1903716	8	2	ghxP,ghxQ,	guanine transmembrane transport
GO:0098710	7	2	ghxP,ghxQ,	guanine import across plasma membrane
GO:0015854	8	2	ghxP,ghxQ,	guanine transport
GO:0042906	8	4	uacT,xanP,xanQ,ybbY,	xanthine transport
GO:0035344	8	2	ghxP,ghxQ,	hypoxanthine transport
GO:0015853	8	2	adeP,adeQ,	adenine transport
GO:0015855	7	3	codB,rutG,uraA,	pyrimidine nucleobase transport
GO:0015857	6	2	rutG,uraA,	uracil transport
GO:0015856	8	1	codB,	cytosine transport
GO:0015849	6	115	aaeA,aaeB,abgT,acrA,actP,adiC,alaE,argO,argT,aroP,artJ,artM,artP,artQ,bioP,brnQ,cadB,cycA,cydC,cydD,dauA,dctA,dcuA,dcuB,dcuC,dcuD,dsdX,eamA,eamB,exuT,fadL,focA,focB,frlA,gadC,glcA,glnH,glnP,glnQ,gltI,gltK,gltP,gltS,gntP,gntT,gntU,hisM,hisP,hisQ,idnT,kdgT,leuE,lgoT,livF,livG,livH,livJ,livK,livM,lldP,lysO,lysP,mdtE,mdtN,metI,metN,metQ,mhpT,mngA,mtr,nanC,nanT,nlpA,panF,pheP,potE,proP,proV,putP,rhtA,rhtB,rhtC,satP,shiA,sstT,tauA,tauB,tauC,tcyJ,tcyL,tcyN,tcyP,tdcC,tnaB,uacT,ulaA,ulaB,ulaC,yahN,ydcO,yddG,ydhJ,yecS,yfdC,ygaH,ygaZ,yhaO,yhdW,yhdX,yhdZ,yhjV,yijE,yjeH,yjhB,yqeG,	organic acid transport
GO:0046942	7	111	aaeA,aaeB,abgT,acrA,actP,adiC,alaE,argO,argT,aroP,artJ,artM,artP,artQ,bioP,brnQ,cadB,cycA,cydC,cydD,dauA,dctA,dcuA,dcuB,dcuC,dcuD,dsdX,eamA,eamB,exuT,fadL,focA,focB,frlA,gadC,glcA,glnH,glnP,glnQ,gltI,gltK,gltP,gltS,gntP,gntT,gntU,hisM,hisP,hisQ,idnT,kdgT,leuE,lgoT,livF,livG,livH,livJ,livK,livM,lldP,lysO,lysP,mdtE,mdtN,metI,metN,metQ,mhpT,mngA,mtr,nanC,nanT,nlpA,panF,pheP,potE,proP,proV,putP,rhtA,rhtB,rhtC,satP,shiA,sstT,tcyJ,tcyL,tcyN,tcyP,tdcC,tnaB,ulaA,ulaB,ulaC,yahN,ydcO,yddG,ydhJ,yecS,yfdC,ygaH,ygaZ,yhaO,yhdW,yhdX,yhdZ,yhjV,yijE,yjeH,yjhB,yqeG,	carboxylic acid transport
GO:0015718	8	24	acrA,actP,bioP,dsdX,exuT,fadL,focA,focB,glcA,gntP,gntT,gntU,idnT,kdgT,lgoT,lldP,mdtE,mhpT,panF,putP,satP,shiA,ydcO,yfdC,	monocarboxylic acid transport
GO:0015724	7	3	focA,focB,yfdC,	formate transport
GO:0006846	7	2	actP,satP,	acetate transport
GO:0035433	7	2	actP,satP,	acetate transmembrane transport
GO:0006847	8	1	actP,	plasma membrane acetate transport
GO:0006835	8	14	abgT,dauA,dctA,dcuA,dcuB,dcuC,dcuD,gltI,gltP,gltS,satP,tcyJ,tcyL,tcyN,	dicarboxylic acid transport
GO:0015830	7	3	tcyJ,tcyL,tcyN,	diaminopimelate transport
GO:0015813	6	3	gltI,gltP,gltS,	L-glutamate transmembrane transport
GO:0015740	9	9	dauA,dctA,dcuA,dcuB,dcuC,dcuD,gltI,gltP,satP,	C4-dicarboxylate transport
GO:0015743	10	1	dctA,	malate transport
GO:0071423	8	1	dctA,	malate transmembrane transport
GO:0015741	10	2	dauA,dctA,	fumarate transport
GO:0015810	8	2	dauA,gltP,	aspartate transmembrane transport
GO:0070778	6	2	dctA,gltI,	L-aspartate transmembrane transport
GO:0015744	6	3	dauA,dctA,satP,	succinate transport
GO:0071422	7	3	dauA,dctA,satP,	succinate transmembrane transport
GO:0006865	6	73	adiC,alaE,argO,argT,aroP,artJ,artM,artP,artQ,brnQ,cadB,cycA,cydC,cydD,dauA,dctA,dsdX,eamA,eamB,frlA,gadC,glnH,glnP,glnQ,gltI,gltK,gltP,gltS,hisM,hisP,hisQ,leuE,livF,livG,livH,livJ,livK,livM,lysO,lysP,metI,metN,metQ,mtr,nlpA,pheP,potE,proP,proV,putP,rhtA,rhtB,rhtC,sstT,tcyJ,tcyL,tcyN,tcyP,tdcC,tnaB,yahN,yddG,yecS,ygaH,ygaZ,yhaO,yhdW,yhdX,yhdZ,yhjV,yijE,yjeH,yqeG,	amino acid transport
GO:0015802	7	7	adiC,argO,artJ,artM,artP,artQ,hisP,	basic amino acid transport
GO:1990822	8	6	adiC,argO,artJ,artM,artP,artQ,	basic amino acid transmembrane transport
GO:1903826	8	6	adiC,argO,artJ,artM,artP,artQ,	arginine transmembrane transport
GO:1903400	7	4	artJ,artM,artP,artQ,	L-arginine transmembrane transport
GO:0097638	8	4	artJ,artM,artP,artQ,	L-arginine import across plasma membrane
GO:0015809	7	6	adiC,argO,artJ,artM,artP,artQ,	arginine transport
GO:1902023	6	5	argO,artJ,artM,artP,artQ,	L-arginine transport
GO:0015801	7	8	aroP,livF,livG,livH,livM,mtr,pheP,yddG,	aromatic amino acid transport
GO:0015828	7	2	aroP,yddG,	tyrosine transport
GO:0015823	7	7	aroP,livF,livG,livH,livM,pheP,yddG,	phenylalanine transport
GO:0015827	7	3	aroP,mtr,yddG,	tryptophan transport
GO:0015822	7	2	argT,potE,	ornithine transport
GO:1903352	7	1	potE,	L-ornithine transmembrane transport
GO:0043090	7	10	artJ,artM,artP,artQ,hisP,hisQ,livF,livG,livH,livM,	amino acid import
GO:0089718	7	10	artJ,artM,artP,artQ,hisP,hisQ,livF,livG,livH,livM,	amino acid import across plasma membrane
GO:0098713	8	4	livF,livG,livH,livM,	leucine import across plasma membrane
GO:0015807	7	38	alaE,argO,argT,artJ,artM,artP,artQ,brnQ,cadB,cycA,dctA,frlA,gadC,gltI,gltP,gltS,hisP,hisQ,leuE,livF,livG,livH,livK,livM,lysO,lysP,potE,rhtB,rhtC,tcyJ,tcyL,tcyN,tcyP,tdcC,yecS,ygaH,ygaZ,yjeH,	L-amino acid transport
GO:1902475	8	26	alaE,artJ,artM,artP,artQ,brnQ,cadB,dctA,frlA,gadC,gltI,gltP,gltS,hisP,hisQ,leuE,livF,livG,livH,livK,livM,lysO,potE,ygaH,ygaZ,yjeH,	L-alpha-amino acid transmembrane transport
GO:1903401	7	2	cadB,lysO,	L-lysine transmembrane transport
GO:1903785	7	8	brnQ,livF,livG,livH,livM,ygaH,ygaZ,yjeH,	L-valine transmembrane transport
GO:0015808	8	2	alaE,cycA,	L-alanine transport
GO:1902022	6	4	argT,cadB,lysO,lysP,	L-lysine transport
GO:0042968	8	3	leuE,rhtB,rhtC,	homoserine transport
GO:0015825	8	1	tdcC,	L-serine transport
GO:0015816	6	1	cycA,	glycine transport
