# conformaciones_activas.txt
# generated: 2018-08-14 11:48:25
# RegulonDB: 10.0, release: 18/06/18
# Manual processing: Edited MalT effectors column to include ATP and maltotriose as one effector. Changed all lines without a regulated TU tu TF_inactive.txt. All lines in TF_inactive.txt that had a regulated TU were moved here.
# Transcription Factor name	 Final State	Effector Name	Effect	Transcription Unit name	Evidences	Evidence type
Fur	Fur-Fe<SUP>2+</SUP>	Fe<SUP>2+</SUP>	-	soxR	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction]	Strong
Fur	Fur-Fe<SUP>2+</SUP>	Fe<SUP>2+</SUP>	-	soxS	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction]	Strong
Fur	Fur-Fe<SUP>2+</SUP>	Fe<SUP>2+</SUP>	-	sufABCDSE	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction]	Strong
Fur	Fur-Fe<SUP>2+</SUP>	Fe<SUP>2+</SUP>	-	tonB	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction]	Strong
Fur	Fur-Fe<SUP>2+</SUP>	Fe<SUP>2+</SUP>	-	ygaC	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction]	Strong
Fur	Fur-Fe<SUP>2+</SUP>	Fe<SUP>2+</SUP>	-	yhhY	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction]	Strong
Fur	Fur-Fe<SUP>2+</SUP>	Fe<SUP>2+</SUP>	-	yjjZ	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction]	Strong
Fur	Fur-Fe<SUP>2+</SUP>	Fe<SUP>2+</SUP>	-	yqjH	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction]	Strong
Fur	Fur-Fe<SUP>2+</SUP>	Fe<SUP>2+</SUP>	-	zwf	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction]	Strong
GadE	GadE		+	cyoABCDE	[IE|W|Inferred from experiment]	Weak
GadE	GadE		+	fliC	[IE|W|Inferred from experiment]	Weak
GadE	GadE		+	gadBC	[IE|W|Inferred from experiment]	Weak
GadE	GadE		+	gadEF	[IE|W|Inferred from experiment]	Weak
GadE	GadE		+	gadEF-mdtEF	[IE|W|Inferred from experiment]	Weak
GadE	GadE		+	gadX	[IE|W|Inferred from experiment]	Weak
GadE	GadE		+	gadXW	[IE|W|Inferred from experiment]	Weak
GadE	GadE		+	gltBDF	[IE|W|Inferred from experiment]	Weak
GadE	GadE		+	gnd	[IE|W|Inferred from experiment]	Weak
GadE	GadE		+	hdeAB-yhiD	[IE|W|Inferred from experiment]	Weak
GadE	GadE		+	hdeD	[IE|W|Inferred from experiment]	Weak
GadE	GadE		+	lrp	[IE|W|Inferred from experiment]	Weak
GadE	GadE		+	purA	[IE|W|Inferred from experiment]	Weak
GadE	GadE		+	rcsA	[IE|W|Inferred from experiment]	Weak
GadE	GadE		+	skp-lpxD-fabZ-lpxA	[IE|W|Inferred from experiment]	Weak
GadE-RcsB	GadE-RcsB		+	adiC	[APPHINH|S|Assay of protein purified to homogeneity from its native host]	Strong
GadE-RcsB	GadE-RcsB		+	aslB	[APPHINH|S|Assay of protein purified to homogeneity from its native host]	Strong
GadE-RcsB	GadE-RcsB		+	cadBA	[APPHINH|S|Assay of protein purified to homogeneity from its native host]	Strong
GadE-RcsB	GadE-RcsB		+	gadAX	[APPHINH|S|Assay of protein purified to homogeneity from its native host]	Strong
GadE-RcsB	GadE-RcsB		+	slp-dctR	[APPHINH|S|Assay of protein purified to homogeneity from its native host]	Strong
GadE-RcsB	GadE-RcsB		+	yhiM	[APPHINH|S|Assay of protein purified to homogeneity from its native host]	Strong
GadW	GadW		+	gadEF-mdtEF	[IE|W|Inferred from experiment],[APPH|S|Assay of protein purified  to homogeneity]	Strong
GadW	GadW		+-	gadAX	[IE|W|Inferred from experiment],[APPH|S|Assay of protein purified  to homogeneity]	Strong
GadW	GadW		+-	gadBC	[IE|W|Inferred from experiment],[APPH|S|Assay of protein purified  to homogeneity]	Strong
GadW	GadW		+-	hdeAB-yhiD	[IE|W|Inferred from experiment],[APPH|S|Assay of protein purified  to homogeneity]	Strong
GadW	GadW		-	gadW	[IE|W|Inferred from experiment],[APPH|S|Assay of protein purified  to homogeneity]	Strong
GadW	GadW		-	gadX	[IE|W|Inferred from experiment],[APPH|S|Assay of protein purified  to homogeneity]	Strong
GadW	GadW		-	gadXW	[IE|W|Inferred from experiment],[APPH|S|Assay of protein purified  to homogeneity]	Strong
GadW	GadW		-	gadY	[IE|W|Inferred from experiment],[APPH|S|Assay of protein purified  to homogeneity]	Strong
GadW	GadW		-	slp-dctR	[IE|W|Inferred from experiment],[APPH|S|Assay of protein purified  to homogeneity]	Strong
GadX	GadX		+	asnB	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity]	Strong
GadX	GadX		+	cadBA	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity]	Strong
GadX	GadX		+	gadAX	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity]	Strong
GadX	GadX		+	gadBC	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity]	Strong
GadX	GadX		+	gadEF	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity]	Strong
GadX	GadX		+	gadEF-mdtEF	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity]	Strong
GadX	GadX		+	gadX	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity]	Strong
GadX	GadX		+	gadXW	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity]	Strong
GadX	GadX		+	gadY	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity]	Strong
GadX	GadX		+	glnK-amtB	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity]	Strong
GadX	GadX		+	glsA-ybaT	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity]	Strong
GadX	GadX		+	hdeD	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity]	Strong
GadX	GadX		+	hns	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity]	Strong
GadX	GadX		+	lon	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity]	Strong
GadX	GadX		+	rpoS	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity]	Strong
GadX	GadX		+	slp-dctR	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity]	Strong
GadX	GadX		+	uspE	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity]	Strong
GadX	GadX		+-	hdeAB-yhiD	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity]	Strong
GadX	GadX		-	btuB-murI	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity]	Strong
GadX	GadX		-	gadW	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity]	Strong
GadX	GadX		-	ydeNM	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity]	Strong
GadX	GadX		-	ynfB-speG	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity]	Strong
GalR	GalR		+-	galE	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[IEP|W|Inferred from expression pattern]	Strong
GalR	GalR		+-	galET	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[IEP|W|Inferred from expression pattern]	Strong
GalR	GalR		+-	galETK	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[IEP|W|Inferred from expression pattern]	Strong
GalR	GalR		+-	galETKM	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[IEP|W|Inferred from expression pattern]	Strong
GalR	GalR		-	galE	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[IEP|W|Inferred from expression pattern]	Strong
GalR	GalR		-	galET	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[IEP|W|Inferred from expression pattern]	Strong
GalR	GalR		-	galETK	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[IEP|W|Inferred from expression pattern]	Strong
GalR	GalR		-	galETKM	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[IEP|W|Inferred from expression pattern]	Strong
GalR	GalR		-	galP	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[IEP|W|Inferred from expression pattern]	Strong
GalR	GalR		-	galS	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[IEP|W|Inferred from expression pattern]	Strong
GalR	GalR		-	mglBAC	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[IEP|W|Inferred from expression pattern]	Strong
GalR	GalR-&beta;-D-galactose	&beta;-D-galactose	+-	galE	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[IEP|W|Inferred from expression pattern]	Strong
GalR	GalR-&beta;-D-galactose	&beta;-D-galactose	+-	galET	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[IEP|W|Inferred from expression pattern]	Strong
GalR	GalR-&beta;-D-galactose	&beta;-D-galactose	+-	galETK	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[IEP|W|Inferred from expression pattern]	Strong
GalR	GalR-&beta;-D-galactose	&beta;-D-galactose	+-	galETKM	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[IEP|W|Inferred from expression pattern]	Strong
GalR	GalR-&beta;-D-galactose	&beta;-D-galactose	-	galP	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[IEP|W|Inferred from expression pattern]	Strong
GalR	GalR-&beta;-D-galactose	&beta;-D-galactose	-	galR	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[IEP|W|Inferred from expression pattern]	Strong
GalS	GalS		+-	galE	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
GalS	GalS		+-	galET	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
GalS	GalS		+-	galETK	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
GalS	GalS		+-	galETKM	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
GalS	GalS		-	galE	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
GalS	GalS		-	galET	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
GalS	GalS		-	galETK	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
GalS	GalS		-	galETKM	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
GalS	GalS		-	galP	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
GalS	GalS		-	galS	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
GalS	GalS		-	mglBAC	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
GalS	GalS-&beta;-D-galactose	&beta;-D-galactose	+-	galE	[IDA|S|Inferred from direct assay],[IGI|W|Inferred from genetic interaction],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
GalS	GalS-&beta;-D-galactose	&beta;-D-galactose	+-	galET	[IDA|S|Inferred from direct assay],[IGI|W|Inferred from genetic interaction],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
GalS	GalS-&beta;-D-galactose	&beta;-D-galactose	+-	galETK	[IDA|S|Inferred from direct assay],[IGI|W|Inferred from genetic interaction],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
GalS	GalS-&beta;-D-galactose	&beta;-D-galactose	+-	galETKM	[IDA|S|Inferred from direct assay],[IGI|W|Inferred from genetic interaction],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
GalS	GalS-&beta;-D-galactose	&beta;-D-galactose	-	galP	[IDA|S|Inferred from direct assay],[IGI|W|Inferred from genetic interaction],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
GalS	GalS-&beta;-D-galactose	&beta;-D-galactose	-	galR	[IDA|S|Inferred from direct assay],[IGI|W|Inferred from genetic interaction],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
GatR	GatR		-	gatYZABCD	[HIFS|W|Human inference of function from sequence]	Weak
GcvA	GcvA		+	gcvB	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
GcvA	GcvA		+-	gcvTHP	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
GcvA	GcvA		-	gcvA	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
GcvA	GcvA		-	gcvTHP	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
GlcC	GlcC-glycolate	glycolate	+	glcDEFGBA	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern],[APPPINH|W|Assay of protein partially-purified from its native host]	Strong
GlcC	GlcC-glycolate	glycolate	-	glcC	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern],[APPPINH|W|Assay of protein partially-purified from its native host]	Strong
GlpR	GlpR		-	glpABC	[IE|W|Inferred from experiment],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
GlpR	GlpR		-	glpD	[IE|W|Inferred from experiment],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
GlpR	GlpR		-	glpFKX	[IE|W|Inferred from experiment],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
GlpR	GlpR		-	glpTQ	[IE|W|Inferred from experiment],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
GlrR	GlrR-P<sup>asp56</sup>	Phosphate	+	glmY	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins],[IEP|W|Inferred from expression pattern]	Strong
GlrR	GlrR-P<sup>asp56</sup>	Phosphate	+	rseD-rpoE-rseABC	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins],[IEP|W|Inferred from expression pattern]	Strong
GntR	GntR		-	edd-eda	[GEA|W|Gene expression analysis],[IE|W|Inferred from experiment],[IEP|W|Inferred from expression pattern]	Weak
GntR	GntR		-	gntK	[GEA|W|Gene expression analysis],[IE|W|Inferred from experiment],[IEP|W|Inferred from expression pattern]	Weak
GntR	GntR		-	gntKU	[GEA|W|Gene expression analysis],[IE|W|Inferred from experiment],[IEP|W|Inferred from expression pattern]	Weak
GntR	GntR		-	gntT	[GEA|W|Gene expression analysis],[IE|W|Inferred from experiment],[IEP|W|Inferred from expression pattern]	Weak
GntR	GntR		-	idnDOTR	[GEA|W|Gene expression analysis],[IE|W|Inferred from experiment],[IEP|W|Inferred from expression pattern]	Weak
GntR	GntR		-	idnK	[GEA|W|Gene expression analysis],[IE|W|Inferred from experiment],[IEP|W|Inferred from expression pattern]	Weak
GntR	GntR		-	yhgH-nfuA	[GEA|W|Gene expression analysis],[IE|W|Inferred from experiment],[IEP|W|Inferred from expression pattern]	Weak
GutM	GutM		+	srlAEBD-gutM-srlR-gutQ	[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Weak
H-NS	H-NS		+	cmoM-mukFEB	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		+	csiD-lhgO-gabDTP	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		+	csiE	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		+	cspD	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		+	fes-ybdZ-entF-fepE	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		+	fimAICDFGH	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		+	flhDC	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		+	fliAZ-tcyJ	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		+	fliC	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		+	hisJQMP	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		+	relA-mazEF	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		+	srlAEBD-gutM-srlR-gutQ	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		+-	hlyE	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	acrEF	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	adeD	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	adiA	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	adiY	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	appY	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	asr	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	bglG	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	bglGFB	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
H-NS	H-NS		-	bolA	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
