# From /Users/Daniela/Documents/CCG/GU_art_2/GO_levels/scripts/golevels_of_random_sets_v2.pl on Wed Oct  3 03:59:08 2018
# Using: /Users/Daniela/Documents/CCG/GU_art_2/GO_levels/random_sets_smgns/random_simple/
# GO levels of same set are in: /Users/Daniela/Documents/CCG/GU_art_2/GO_levels_extended/results/random_gos/levels/simple_random_levels.txt 
# Columns= Group name
# Rows= Random set
	AcrR	Ada	AgaR	AlaS	AllR	AllS	AlsR	ArcA	ArgP	ArgR	ArsR	AscG	AsnC	BasR	BirA	BluR	BolA	CRP	CdaR	CecR	CpxR	Cra	CreB	CsgD	CueR	CynR	CysB	Dan	DhaR	DicA	DnaA	EvgA	FNR	FadR	FeaR	Fis	FlhDC	FliZ	Fur	GadX	GcvA	H-NS	HU	HcaR	IHF	IlvY	IscR	KdpE	LeuO	LexA	LrhA	Lrp	LysR	MalT	MarA	MatA	McbR	MetJ	MlrA	MngR	MntR	MprA	MqsA	MurR	Nac	NadR	NagC	NanR	NimR	NsrR	NtrC	OmpR	OxyR	PaaX	PepA	PgrR	PhoB	PhoP	PspF	PurR	RbsR	RcdA	RclR	RcnR	RcsAB	RcsB	RcsB-BglJ	Rob	RutR	SdiA	SgrR	SoxS	SutR	TorR	TrpR	TyrR	UidR	UvrY	XapR	YdeO	YjjQ	YpdB	YqhC	ZntR	ZraR	Zur
ran_67.txt	NA	0.67	0.50	NA	0.33	1.00	0.50	NA	0.67	0.60	1.00	NA	NA	NA	0.75	1.00	0.50	0.43	0.50	0.40	0.39	0.50	NA	0.60	NA	1.00	0.43	0.67	0.67	0.60	1.00	0.43	0.63	1.00	NA	0.45	0.59	NA	0.56	0.67	0.50	0.50	NA	0.25	0.75	0.50	0.43	0.67	0.60	0.62	NA	0.56	NA	NA	0.50	0.50	NA	0.67	0.60	0.50	NA	NA	NA	NA	1.00	0.50	0.75	0.50	NA	0.67	0.88	1.00	0.40	0.50	NA	0.67	0.52	0.62	NA	0.50	NA	0.50	0.50	NA	0.67	0.50	0.40	NA	NA	NA	0.33	0.40	0.50	NA	0.33	1.00	NA	0.50	NA	NA	0.60	NA	0.50	NA	NA	0.25
ran_68.txt	NA	0.50	0.50	NA	1.00	0.50	0.80	NA	0.67	0.75	0.67	NA	NA	NA	0.60	1.00	1.00	0.42	0.33	0.67	0.54	0.67	NA	0.57	0.50	1.00	0.60	0.33	0.25	0.25	NA	0.60	0.57	0.67	NA	0.56	0.41	NA	0.47	0.67	NA	0.60	0.50	0.50	0.67	1.00	0.50	0.50	0.83	0.40	NA	0.62	NA	NA	0.50	1.00	NA	0.50	1.00	0.67	NA	1.00	0.50	NA	0.67	1.00	0.50	1.00	0.50	0.50	0.43	NA	0.86	NA	NA	0.67	0.35	0.55	NA	0.64	NA	NA	0.50	NA	0.75	1.00	0.33	NA	NA	NA	0.67	0.40	NA	NA	0.50	0.33	NA	0.50	1.00	NA	0.67	NA	NA	NA	NA	0.40
ran_69.txt	NA	0.67	0.67	NA	0.50	NA	0.75	0.50	1.00	0.36	0.67	NA	NA	NA	0.75	NA	0.50	0.64	0.67	1.00	0.46	0.38	NA	0.40	NA	0.50	0.71	0.50	NA	0.75	0.50	0.60	0.62	0.57	NA	0.36	0.34	NA	0.50	0.67	0.50	0.56	NA	0.67	0.50	NA	0.57	0.50	0.50	0.66	NA	0.70	NA	NA	0.50	NA	NA	1.00	0.50	1.00	0.50	0.50	NA	NA	0.33	0.50	0.50	NA	0.50	0.46	0.36	0.50	0.57	0.50	NA	0.60	0.43	0.50	NA	0.57	NA	0.50	0.67	NA	0.75	0.67	0.38	NA	NA	NA	0.50	0.80	1.00	NA	0.80	1.00	NA	NA	NA	0.50	0.67	NA	NA	NA	NA	0.50
ran_7.txt	NA	0.50	0.67	NA	0.43	NA	0.67	NA	NA	0.91	1.00	NA	NA	NA	1.00	1.00	1.00	0.50	0.25	0.50	0.58	0.73	NA	0.56	NA	0.50	1.00	0.50	0.67	0.71	NA	0.80	0.58	0.83	NA	0.60	0.52	NA	0.56	0.75	NA	0.60	1.00	0.80	0.67	NA	1.00	1.00	0.75	0.50	NA	0.57	NA	NA	NA	NA	NA	0.75	0.25	0.33	NA	0.50	NA	NA	0.50	0.50	0.75	NA	1.00	0.60	0.38	0.50	0.75	0.50	NA	1.00	0.48	0.50	NA	0.36	NA	0.67	0.50	NA	0.75	0.67	0.70	NA	NA	NA	0.75	0.50	0.50	NA	0.50	NA	NA	NA	1.00	NA	0.75	NA	0.50	NA	NA	0.33
ran_70.txt	NA	1.00	0.60	NA	0.50	0.33	0.67	NA	0.67	0.60	0.67	NA	NA	NA	0.40	1.00	0.50	0.56	0.75	1.00	0.61	0.36	NA	0.67	NA	0.75	0.86	0.67	0.50	0.60	NA	0.67	0.40	0.43	NA	0.51	0.39	NA	0.38	0.33	1.00	0.50	NA	0.50	0.40	NA	1.00	1.00	0.80	0.45	NA	0.44	NA	NA	0.50	NA	NA	0.67	0.50	0.50	0.50	1.00	0.50	NA	0.50	1.00	0.40	NA	NA	0.55	0.38	1.00	0.56	NA	NA	0.57	0.67	0.75	NA	0.33	NA	0.50	0.67	NA	0.75	0.67	0.50	NA	NA	NA	0.67	0.50	0.50	NA	0.50	NA	NA	0.50	NA	0.50	0.40	NA	NA	NA	NA	0.33
ran_71.txt	NA	0.50	0.33	NA	0.50	1.00	0.50	0.50	1.00	0.75	NA	NA	NA	NA	0.33	0.50	NA	0.58	0.80	1.00	0.57	0.70	NA	0.71	NA	0.50	0.33	0.50	0.75	0.67	NA	0.40	0.58	0.57	NA	0.32	0.47	NA	0.38	0.60	1.00	0.55	NA	0.60	0.60	0.50	0.83	1.00	0.50	0.27	NA	0.56	NA	NA	0.50	1.00	NA	0.33	1.00	NA	NA	0.67	NA	NA	0.50	NA	0.50	NA	NA	0.62	0.43	0.25	0.67	0.50	NA	0.25	0.35	0.55	NA	0.90	NA	NA	NA	NA	0.25	1.00	0.50	NA	NA	NA	0.33	1.00	NA	NA	0.62	0.67	NA	1.00	0.50	NA	0.80	NA	1.00	NA	NA	0.50
ran_72.txt	NA	0.50	1.00	NA	0.50	NA	0.50	1.00	1.00	0.36	1.00	NA	NA	NA	NA	NA	0.50	0.47	0.50	0.33	0.50	0.62	NA	0.67	NA	1.00	0.67	0.33	0.25	0.67	NA	1.00	0.47	0.50	NA	0.56	0.52	NA	0.59	0.50	NA	0.50	1.00	0.40	0.50	NA	0.43	0.67	0.40	0.69	NA	0.75	NA	NA	NA	0.50	NA	1.00	0.50	0.67	NA	0.50	1.00	NA	0.60	0.67	0.67	NA	0.50	0.37	0.67	0.67	0.50	1.00	NA	0.43	0.55	0.53	NA	0.38	NA	0.50	0.67	NA	0.60	0.75	0.38	NA	NA	NA	0.67	1.00	NA	NA	0.57	0.67	NA	NA	NA	NA	0.67	NA	NA	NA	NA	0.60
ran_73.txt	NA	0.67	0.50	NA	0.29	0.50	0.75	0.50	0.33	0.50	1.00	NA	NA	NA	0.60	0.50	1.00	0.55	1.00	0.40	0.33	0.67	NA	0.71	1.00	1.00	0.50	1.00	0.50	0.43	NA	0.80	0.79	0.57	NA	0.71	0.46	NA	0.46	0.80	NA	0.62	1.00	0.50	0.67	NA	0.50	0.67	1.00	0.62	NA	0.70	NA	NA	NA	NA	NA	0.75	0.33	0.50	NA	NA	0.50	NA	0.40	0.50	0.75	NA	1.00	0.58	0.50	0.67	0.83	NA	NA	1.00	0.76	0.38	NA	0.43	NA	0.33	0.50	NA	0.67	0.25	0.40	NA	NA	NA	0.75	0.67	NA	NA	0.67	NA	NA	NA	NA	1.00	0.50	NA	NA	NA	NA	0.40
ran_74.txt	NA	0.67	0.80	NA	0.50	0.33	0.60	0.50	0.67	0.56	NA	NA	NA	NA	0.60	0.67	1.00	0.58	0.60	0.80	0.54	0.55	NA	0.60	NA	0.75	0.67	1.00	1.00	1.00	NA	0.83	0.35	0.50	NA	0.50	0.67	NA	0.72	0.50	0.50	0.40	NA	0.60	0.33	0.50	0.80	0.67	1.00	0.48	NA	0.64	NA	NA	0.50	0.50	NA	0.50	0.33	0.50	NA	0.50	NA	NA	0.75	NA	0.80	0.50	NA	0.48	0.54	0.75	0.83	0.50	NA	1.00	0.45	0.45	NA	0.38	NA	0.67	0.50	NA	0.50	NA	0.75	NA	NA	NA	0.50	0.67	NA	NA	0.67	0.33	NA	NA	NA	0.50	0.60	NA	NA	NA	NA	0.67
ran_75.txt	NA	1.00	0.75	NA	0.86	NA	1.00	NA	1.00	0.42	0.67	NA	NA	NA	0.75	0.50	0.50	0.51	0.33	0.75	0.67	0.42	NA	0.83	NA	0.67	0.50	1.00	0.50	0.50	NA	0.86	0.59	0.62	NA	0.55	0.55	NA	0.61	0.50	0.50	0.73	0.50	1.00	0.57	NA	0.50	0.67	1.00	0.48	NA	0.44	NA	NA	NA	NA	NA	0.50	0.67	0.50	0.50	0.67	0.50	NA	0.50	1.00	0.75	NA	NA	0.78	0.57	0.50	0.62	0.50	NA	0.50	0.43	0.62	NA	0.90	NA	0.33	0.50	NA	0.60	1.00	0.75	NA	NA	NA	0.50	0.67	NA	NA	0.50	0.67	NA	NA	NA	NA	0.50	NA	0.50	NA	NA	0.60
ran_76.txt	NA	0.67	0.75	NA	0.57	1.00	0.40	1.00	0.67	0.73	0.67	NA	NA	NA	0.50	0.50	0.50	0.63	0.75	0.60	0.42	0.60	NA	0.67	0.50	0.75	1.00	0.67	0.50	0.80	NA	0.43	0.65	0.60	NA	0.50	0.50	NA	0.50	0.40	NA	0.55	NA	0.60	0.50	0.50	0.57	0.75	0.60	0.65	NA	0.67	NA	NA	NA	1.00	NA	1.00	0.50	1.00	NA	0.33	1.00	NA	0.50	NA	0.67	1.00	NA	0.47	0.54	0.50	0.50	1.00	NA	0.67	0.50	0.58	NA	0.45	NA	1.00	NA	NA	0.50	0.50	0.67	NA	NA	NA	0.40	0.75	NA	NA	0.75	0.50	NA	NA	1.00	0.50	0.50	NA	NA	NA	NA	0.50
ran_77.txt	NA	NA	1.00	NA	0.57	0.50	0.80	NA	0.50	0.45	1.00	NA	NA	NA	0.75	0.75	NA	0.44	1.00	1.00	0.52	0.50	NA	1.00	1.00	0.33	0.67	1.00	0.50	0.83	0.50	0.60	0.71	0.57	NA	0.57	0.54	NA	0.56	0.60	NA	0.75	NA	0.75	0.50	NA	0.33	1.00	0.80	0.55	NA	0.56	NA	NA	NA	NA	NA	0.50	0.50	0.67	NA	NA	0.50	NA	0.60	1.00	0.60	NA	0.50	0.56	0.46	0.50	0.56	0.50	NA	0.60	0.55	0.67	NA	0.50	NA	1.00	NA	NA	0.50	0.75	0.50	NA	NA	NA	0.80	0.60	0.50	NA	0.60	0.50	NA	NA	0.50	NA	0.50	NA	0.50	NA	NA	0.50
ran_78.txt	NA	0.67	0.33	NA	0.60	0.50	0.60	0.50	0.67	0.55	NA	NA	NA	NA	0.67	0.67	0.50	0.61	1.00	0.33	0.69	0.45	NA	0.40	NA	0.67	0.50	1.00	1.00	0.71	NA	0.80	0.64	1.00	NA	0.61	0.52	NA	0.53	0.75	0.50	0.40	NA	0.75	0.67	0.50	0.83	0.67	0.60	0.43	NA	0.67	NA	NA	0.50	NA	NA	0.50	0.50	0.67	1.00	1.00	NA	NA	0.60	NA	1.00	NA	NA	0.71	0.67	0.67	0.86	1.00	NA	0.67	0.57	0.92	NA	0.50	NA	NA	0.50	NA	0.75	0.50	0.67	NA	NA	NA	0.25	0.75	0.50	NA	0.60	1.00	NA	1.00	0.50	1.00	0.80	NA	1.00	NA	NA	0.60
ran_79.txt	NA	0.67	0.67	NA	0.44	NA	0.60	0.50	0.33	0.42	NA	NA	NA	NA	0.40	1.00	NA	0.43	0.50	0.75	0.73	0.44	NA	0.71	NA	1.00	0.80	0.33	1.00	0.83	NA	0.50	0.67	0.60	NA	0.66	0.48	NA	0.69	0.57	0.50	0.62	NA	0.80	0.40	NA	0.80	NA	0.75	0.46	NA	0.58	NA	NA	NA	NA	NA	0.75	0.50	NA	NA	1.00	1.00	NA	0.67	0.67	0.75	NA	0.50	0.67	0.38	NA	0.80	0.50	NA	0.75	0.50	0.40	NA	0.50	NA	0.33	1.00	NA	1.00	0.67	0.40	NA	NA	NA	0.33	0.60	NA	NA	0.60	0.50	NA	NA	NA	0.50	0.67	NA	1.00	NA	NA	0.67
ran_8.txt	NA	1.00	0.80	NA	0.71	1.00	0.50	NA	NA	0.45	0.50	NA	NA	NA	0.50	0.33	1.00	0.62	0.40	0.60	0.70	0.33	NA	0.57	1.00	0.67	0.29	1.00	1.00	0.50	0.50	0.50	0.68	0.60	NA	0.47	0.46	NA	0.62	0.50	0.50	0.56	0.50	0.80	0.60	0.50	0.50	0.33	0.40	0.60	NA	0.64	NA	NA	NA	0.50	NA	1.00	0.67	0.50	0.50	0.67	1.00	NA	0.50	0.67	1.00	0.50	NA	0.46	0.67	0.67	0.56	0.50	NA	0.40	0.68	0.55	NA	0.50	NA	0.50	0.67	NA	0.75	0.33	0.71	NA	NA	NA	0.60	0.25	0.50	NA	0.67	1.00	NA	0.50	NA	1.00	0.40	NA	1.00	NA	NA	0.67
ran_80.txt	NA	0.33	0.33	NA	0.56	0.33	0.80	NA	NA	0.80	NA	NA	NA	NA	0.67	0.33	0.50	0.57	0.67	0.40	0.38	0.38	NA	0.56	NA	NA	0.43	0.50	1.00	0.43	NA	0.43	0.60	0.50	NA	0.72	0.64	NA	0.41	0.60	1.00	0.60	NA	0.40	0.80	NA	1.00	1.00	1.00	0.60	NA	0.64	NA	NA	0.50	NA	NA	0.67	0.75	1.00	1.00	0.67	0.50	NA	1.00	NA	0.75	0.50	1.00	0.39	0.58	NA	0.50	NA	NA	0.40	0.68	0.42	NA	0.44	NA	0.67	0.67	NA	0.50	0.33	0.78	NA	NA	NA	0.50	0.40	0.50	NA	0.67	0.67	NA	NA	NA	NA	0.80	NA	1.00	NA	NA	0.50
ran_81.txt	NA	0.50	0.86	NA	0.60	0.50	0.75	0.50	NA	0.50	0.67	NA	NA	NA	0.67	0.33	0.50	0.70	0.50	1.00	0.52	0.67	NA	0.62	1.00	0.33	0.62	0.75	1.00	0.43	NA	0.60	0.47	0.80	NA	0.62	0.53	NA	0.50	0.75	NA	0.50	NA	0.67	0.40	NA	0.67	NA	0.75	0.37	NA	0.82	NA	NA	NA	NA	NA	0.67	0.50	NA	0.50	NA	NA	NA	0.50	NA	0.50	NA	0.50	0.68	0.58	1.00	0.60	0.50	NA	0.57	0.48	0.64	NA	0.50	NA	1.00	1.00	NA	0.75	0.50	0.67	NA	NA	NA	0.75	0.67	0.50	NA	0.50	0.50	NA	NA	NA	NA	0.57	NA	1.00	NA	NA	0.50
ran_82.txt	NA	0.50	0.75	NA	1.00	NA	1.00	1.00	1.00	0.73	NA	NA	NA	NA	0.25	0.50	NA	0.45	0.50	0.40	0.67	0.64	NA	0.50	1.00	NA	0.50	0.75	0.50	0.67	NA	0.43	0.45	0.43	NA	0.51	0.60	NA	0.55	0.57	0.50	0.56	NA	0.75	0.60	0.50	0.60	0.50	0.60	0.58	NA	0.42	NA	NA	0.50	NA	NA	0.33	0.67	NA	0.50	NA	NA	NA	0.50	1.00	1.00	0.50	NA	0.67	0.60	0.75	0.29	NA	NA	0.57	0.42	0.33	NA	0.70	NA	NA	1.00	NA	0.50	0.50	0.62	NA	NA	NA	0.60	0.50	NA	NA	0.33	0.50	NA	NA	NA	NA	0.71	NA	NA	NA	NA	0.67
ran_83.txt	NA	NA	0.29	NA	0.62	1.00	0.60	1.00	1.00	0.62	0.50	NA	NA	NA	0.60	1.00	NA	0.58	0.75	0.75	0.42	0.64	NA	0.50	NA	0.67	0.56	1.00	0.67	0.50	NA	0.83	0.57	0.62	NA	0.38	0.61	NA	0.50	0.50	1.00	0.64	NA	0.67	0.40	0.50	0.86	0.67	0.50	0.50	NA	0.50	NA	NA	NA	0.50	NA	0.40	0.67	1.00	1.00	NA	0.50	NA	0.80	NA	0.50	1.00	NA	0.42	0.50	0.67	0.33	0.50	NA	0.80	0.50	0.38	NA	0.67	NA	0.67	0.50	NA	0.67	0.67	0.71	NA	NA	NA	0.50	0.40	NA	NA	0.43	0.67	NA	NA	1.00	1.00	0.57	NA	NA	NA	NA	0.33
ran_84.txt	NA	0.50	0.50	NA	0.67	1.00	0.40	1.00	0.50	0.38	NA	NA	NA	NA	1.00	0.50	1.00	0.54	0.50	0.67	0.55	0.73	NA	0.78	0.50	0.50	0.75	0.67	0.33	0.75	0.50	0.50	0.59	0.86	NA	0.54	0.56	NA	0.67	0.60	NA	0.67	NA	0.40	0.60	0.50	0.50	0.75	0.40	0.56	NA	0.62	NA	NA	NA	NA	NA	0.50	0.75	0.67	NA	0.67	NA	NA	0.40	0.50	1.00	NA	NA	0.58	0.33	0.50	0.57	1.00	NA	0.33	0.48	0.62	NA	0.62	NA	1.00	1.00	NA	0.60	0.67	0.80	NA	NA	NA	0.50	0.40	1.00	NA	0.60	1.00	NA	NA	NA	NA	0.40	NA	0.50	NA	NA	0.80
ran_85.txt	NA	0.50	0.86	NA	0.71	1.00	0.50	0.50	0.50	0.57	1.00	NA	NA	NA	0.50	1.00	NA	0.56	0.60	1.00	0.50	0.64	NA	0.57	NA	NA	0.50	0.33	1.00	0.29	NA	0.67	0.48	0.67	NA	0.40	0.69	NA	0.47	0.60	0.50	0.45	1.00	0.80	0.60	0.50	0.67	0.67	0.83	0.62	NA	0.56	NA	NA	NA	1.00	NA	1.00	0.67	0.67	NA	0.33	NA	NA	0.67	1.00	0.50	NA	1.00	0.65	0.62	0.50	0.88	0.50	NA	0.50	0.57	0.50	NA	0.36	NA	1.00	0.50	NA	0.50	0.50	0.50	NA	NA	NA	0.60	0.80	NA	NA	0.67	0.50	NA	NA	NA	1.00	0.50	NA	NA	NA	NA	0.75
ran_86.txt	NA	0.50	0.67	NA	0.60	0.33	0.67	1.00	1.00	0.45	1.00	NA	NA	NA	0.50	1.00	0.50	0.52	0.25	0.50	0.65	0.50	NA	0.50	NA	0.33	0.67	0.67	0.50	0.33	NA	0.57	0.33	0.50	NA	0.70	0.42	NA	0.50	0.50	1.00	0.38	NA	0.75	0.67	1.00	0.40	0.50	0.67	0.54	NA	0.60	NA	NA	NA	NA	NA	0.50	1.00	0.33	1.00	NA	1.00	NA	0.67	0.50	0.75	NA	1.00	0.64	0.50	0.67	0.43	NA	NA	0.43	0.40	0.45	NA	0.33	NA	0.67	1.00	NA	0.67	0.67	0.56	NA	NA	NA	0.33	0.80	NA	NA	0.60	0.67	NA	NA	1.00	0.50	0.60	NA	NA	NA	NA	0.75
ran_87.txt	NA	1.00	0.33	NA	0.75	1.00	0.60	0.50	1.00	0.33	0.67	NA	NA	NA	0.75	0.75	1.00	0.63	0.75	0.50	0.50	0.70	NA	0.40	0.50	0.67	1.00	0.50	0.67	0.75	NA	0.60	0.52	0.80	NA	0.49	0.62	NA	0.65	0.50	0.50	0.56	NA	0.80	0.50	0.50	0.57	1.00	0.75	0.61	NA	0.89	NA	NA	NA	NA	NA	0.67	0.80	0.50	NA	0.50	NA	NA	1.00	1.00	1.00	0.50	0.50	0.45	0.58	0.67	0.50	NA	NA	0.60	0.61	0.38	NA	0.64	NA	0.50	0.50	NA	0.50	0.67	0.67	NA	NA	NA	0.25	0.60	NA	NA	0.43	1.00	NA	NA	0.50	0.50	0.50	NA	1.00	NA	NA	0.60
ran_88.txt	NA	0.67	0.50	NA	0.50	0.50	0.80	0.50	0.50	0.60	0.33	NA	NA	NA	0.50	1.00	NA	0.57	0.33	0.60	0.50	0.60	NA	0.40	NA	0.33	0.67	0.50	1.00	1.00	NA	0.50	0.37	0.67	NA	0.56	0.50	NA	0.79	0.67	0.50	0.50	0.50	0.50	0.60	NA	0.75	0.50	0.40	0.48	NA	0.60	NA	NA	NA	NA	NA	0.75	1.00	NA	NA	NA	NA	NA	0.40	1.00	0.80	NA	NA	0.65	0.36	NA	0.60	0.50	NA	1.00	0.55	0.93	NA	0.57	NA	0.67	0.50	NA	0.50	1.00	0.44	NA	NA	NA	1.00	0.67	NA	NA	0.50	NA	NA	1.00	NA	0.50	0.50	NA	1.00	NA	NA	0.67
ran_89.txt	NA	0.50	0.50	NA	0.57	1.00	0.60	NA	0.50	0.50	0.67	NA	NA	NA	0.67	0.67	0.50	0.58	0.33	1.00	0.71	0.45	NA	0.40	0.50	1.00	0.78	0.50	0.50	0.40	NA	1.00	0.39	0.50	NA	0.47	0.68	NA	0.50	0.71	NA	0.54	NA	0.67	0.50	NA	0.75	0.75	0.67	0.59	NA	0.56	NA	NA	0.50	NA	NA	0.75	NA	0.50	1.00	0.67	0.50	NA	0.67	NA	0.33	0.50	1.00	0.65	0.50	1.00	0.43	1.00	NA	0.40	0.53	0.73	NA	0.70	NA	1.00	NA	NA	0.75	0.67	0.55	NA	NA	NA	0.50	1.00	NA	NA	0.60	0.33	NA	NA	NA	0.50	0.50	NA	1.00	NA	NA	0.75
ran_9.txt	NA	1.00	0.67	NA	0.50	0.50	0.60	NA	0.67	0.60	1.00	NA	NA	NA	1.00	0.75	1.00	0.47	0.67	0.60	0.46	0.64	NA	0.80	1.00	1.00	0.75	0.75	0.33	0.83	1.00	0.67	0.58	0.38	NA	0.62	0.67	NA	0.53	0.50	NA	0.55	1.00	0.60	0.43	0.50	0.57	NA	0.83	0.42	NA	0.79	NA	NA	NA	NA	NA	1.00	0.50	1.00	0.50	1.00	NA	NA	0.67	NA	0.67	NA	1.00	0.54	0.50	0.75	0.67	NA	NA	0.50	0.64	0.50	NA	0.62	NA	0.67	0.67	NA	0.40	0.67	0.88	NA	NA	NA	0.60	0.50	0.50	NA	0.43	1.00	NA	NA	0.50	0.50	0.67	NA	NA	NA	NA	0.50
ran_90.txt	NA	0.50	0.86	NA	0.75	0.33	0.40	0.50	NA	0.36	NA	NA	NA	NA	0.67	NA	NA	0.56	1.00	0.75	0.40	0.45	NA	0.83	NA	0.75	0.56	0.67	0.67	0.50	0.50	0.67	0.65	0.50	NA	0.54	0.52	NA	0.59	0.60	NA	0.73	0.50	0.60	0.40	NA	0.67	0.50	0.40	0.62	NA	0.56	NA	NA	0.50	1.00	NA	1.00	0.75	0.50	1.00	1.00	NA	NA	0.67	0.33	0.75	0.50	1.00	0.52	0.54	0.67	0.50	NA	NA	0.71	0.68	0.36	NA	0.88	NA	1.00	1.00	NA	NA	0.67	0.40	NA	NA	NA	1.00	0.75	0.50	NA	0.50	0.50	NA	1.00	NA	NA	0.86	NA	1.00	NA	NA	0.40
ran_91.txt	NA	0.33	0.60	NA	0.57	0.50	0.75	NA	0.67	0.90	0.50	NA	NA	NA	1.00	0.75	NA	0.54	0.60	0.50	0.46	0.56	NA	0.57	0.50	0.75	0.50	1.00	0.75	0.83	NA	0.80	0.71	0.67	NA	0.54	0.53	NA	0.56	0.40	1.00	0.62	NA	0.50	0.60	1.00	0.86	0.67	0.50	0.62	NA	0.45	NA	NA	NA	NA	NA	0.50	0.50	NA	0.50	NA	NA	NA	1.00	0.33	0.67	1.00	1.00	0.54	0.67	0.33	0.57	NA	NA	0.67	0.58	0.60	NA	0.64	NA	0.67	0.50	NA	0.60	0.67	0.50	NA	NA	NA	1.00	0.75	NA	NA	0.50	0.50	NA	1.00	0.50	NA	0.75	NA	NA	NA	NA	1.00
ran_92.txt	NA	0.67	0.75	NA	0.40	1.00	0.80	NA	1.00	0.78	0.67	NA	NA	NA	0.67	0.50	1.00	0.51	0.80	0.50	0.35	0.57	NA	0.33	NA	0.67	0.57	0.67	0.75	0.43	0.50	0.57	0.61	0.71	NA	0.57	0.72	NA	0.60	0.80	0.50	0.64	0.50	0.50	0.43	1.00	0.43	0.67	0.50	0.62	NA	0.50	NA	NA	NA	0.50	NA	0.67	0.50	0.50	NA	0.67	NA	NA	0.67	0.33	0.80	NA	NA	0.57	0.75	0.25	0.43	0.50	NA	0.67	0.60	0.64	NA	0.50	NA	0.50	0.50	NA	1.00	0.50	0.45	NA	NA	NA	0.75	0.80	0.50	NA	0.71	NA	NA	NA	0.50	NA	0.50	NA	0.50	NA	NA	0.50
ran_93.txt	NA	1.00	0.67	NA	0.67	0.67	0.67	NA	1.00	0.50	NA	NA	NA	NA	0.67	0.67	NA	0.46	0.75	0.60	0.54	0.45	NA	0.57	0.50	0.67	0.50	0.33	1.00	1.00	1.00	0.60	0.50	0.50	NA	0.45	0.60	NA	0.60	0.50	1.00	0.50	0.50	0.60	0.60	1.00	0.60	0.75	0.75	0.48	NA	0.50	NA	NA	NA	NA	NA	0.60	0.50	1.00	1.00	0.67	NA	NA	0.75	0.50	1.00	0.50	NA	0.48	0.50	0.50	0.50	1.00	NA	0.33	0.59	0.62	NA	0.56	NA	0.67	NA	NA	0.50	0.33	0.86	NA	NA	NA	0.50	0.50	NA	NA	0.43	0.50	NA	0.50	1.00	0.50	0.50	NA	0.50	NA	NA	0.75
ran_94.txt	NA	0.50	0.67	NA	0.57	0.50	0.80	0.50	NA	0.75	NA	NA	NA	NA	1.00	0.50	0.50	0.48	1.00	0.75	0.54	0.60	NA	0.71	0.50	0.67	0.43	0.67	1.00	0.29	NA	0.50	0.52	0.40	NA	0.60	0.50	NA	0.67	0.33	1.00	0.50	NA	1.00	0.40	0.50	0.71	0.50	0.75	0.47	NA	0.88	NA	NA	0.50	0.50	NA	1.00	0.50	0.67	1.00	NA	NA	NA	0.67	NA	0.80	0.50	0.50	0.44	0.60	0.67	0.71	1.00	NA	0.60	0.43	0.54	NA	0.43	NA	0.67	0.67	NA	1.00	0.75	0.75	NA	NA	NA	0.75	0.60	1.00	NA	0.60	0.67	NA	NA	0.50	NA	0.57	NA	0.50	NA	NA	0.67
ran_95.txt	NA	0.50	0.60	NA	0.80	0.67	0.50	NA	0.50	0.23	NA	NA	NA	NA	0.75	0.67	NA	0.57	0.33	0.67	0.67	0.67	NA	0.83	NA	0.67	0.29	0.50	0.33	1.00	NA	0.60	0.67	0.83	NA	0.57	0.55	NA	0.72	0.57	NA	0.62	NA	0.50	0.60	NA	0.57	1.00	0.50	0.64	NA	0.45	NA	NA	1.00	0.50	NA	1.00	1.00	0.50	NA	1.00	NA	NA	NA	NA	0.75	1.00	NA	0.50	0.54	0.33	0.50	0.50	NA	0.50	0.70	0.56	NA	0.75	NA	NA	1.00	NA	0.67	0.67	0.50	NA	NA	NA	1.00	0.75	1.00	NA	0.50	1.00	NA	NA	NA	NA	0.60	NA	NA	NA	NA	0.75
ran_96.txt	NA	NA	0.75	NA	0.29	1.00	0.50	NA	1.00	1.00	NA	NA	NA	NA	0.50	0.67	1.00	0.57	0.75	0.50	0.52	0.54	NA	0.60	NA	1.00	0.50	0.33	0.33	1.00	NA	0.80	0.50	0.50	NA	0.49	0.52	NA	0.50	0.40	0.50	0.50	NA	1.00	0.50	NA	0.62	1.00	0.80	0.42	NA	0.73	NA	NA	NA	NA	NA	0.60	0.40	NA	0.50	1.00	0.50	NA	0.50	0.67	1.00	NA	0.50	0.63	0.47	0.67	0.86	NA	NA	0.80	0.30	0.67	NA	0.44	NA	1.00	NA	NA	0.75	0.67	0.75	NA	NA	NA	0.60	0.67	1.00	NA	0.75	0.50	NA	1.00	0.50	0.50	0.60	NA	1.00	NA	NA	0.75
