# From /Users/Daniela/Documents/CCG/GU_art_2/GO_levels/scripts/golevels_of_random_sets_v2.pl on Wed Oct  3 00:54:13 2018
# Using: /Users/Daniela/Documents/CCG/GU_art_2/GO_levels/random_sets_smgns/random_conformation/
# GO levels of same set are in: /Users/Daniela/Documents/CCG/GU_art_2/GO_levels_extended/results/random_gos/levels/conformation_levels_random.txt 
# Columns= Group name
# Rows= Random set
	Ada-Methylated	AlaS-L-alanine	AllS-allantoin	AraC-L-arabinose	ArcA-Phosphorylated	ArgP-L-arginine	ArgR-L-arginine	AtoC-phosphorylated	BaeR-Phosphorylated	BirA-bio-5'-AMP	CRP-cAMP	ChbR-Monoacetylchitobiose-6P	CpxR-Phosphorylated	CreB-Phosphorylated	CueR-Ag	CueR-Cu+	CuerR-Au	CusR-Pasp	CynR-Cyanate	CysB-N-acetyl-L-serine	CysB-O-acetyl-L-serine	DcuR-Phosphorylated	DnaA-ATP	DpiA-Pasp	DsdC-D-serine	EvgA-Phosphorylated	FNR-[4Fe-4S]2+ reduced	FhlA-Formate	FucR-L-fuculose-1-phosphate	Fur-Fe2+	Fur-Mn2+	GlcC-Acetate	GlcC-Glycolate	GlrR-Pasp56	IclR-pyruvate	IdnR-5-ketogluconate	IdnR-Idonate	IlvY-2-acetolactate	IlvY-Alfa-acetohydroxybutirate	IscR-[2Fe-2S]1+	LldR-L-lactate	Lrp-Leucine	LsrR	MalT-ADP-Maltotriose	MalT-Maltotriose-ATP	MelR-Melibiose	MetJ-S-adenosylmethionine	MetR-L-homocysteine	MhpR-3-(2,3-dihydroxyphenyl)propionate [DHPP]	MhpR-3HPP	MntR-Cd2+	ModE-MoO42-	NarL-Phosphorylated	NarP-Phosphorylated	NhaR-Na+	NikR-Cd2+	NikR-Co2+	NikR-Cu2+	NikR-Ni2+	NikR-Zn2+	NrdR-ATP	NrdR-Zn2+	NrdR-dATP	NsrR-[2Fe-2S]reduced	PhoB-Phosphorylated	PhoP-Phosphorylated	PrpR-2-methylcitrate	PurR-Guanine	PurR-Hypoxanthine	QseB-Phosphorylated	RhaR-L-rhamnose	RhaS-L-rhamnose	RstA-Phosphorylated	SoxR-[2Fe-2S]3+ oxydized	TorR-Phosphorylated	TrpR-Tryptophan	TyrR-L-tryptophan	TyrR-Phenylalanine	TyrR-Tyrosine	UhpA-Phosphorylated	XapR-xanthosine	XylR-Xylose	ZntR-Cd2+	ZntR-Hg	ZntR-Zn2+	ZraR-Phosphorylated	Zur-Zn2+
ran_71.txt	0.75	NA	1.00	0.62	0.58	0.46	0.62	0.50	0.62	0.80	0.62	1.00	0.55	0.50	0.40	0.50	0.75	0.75	0.67	0.58	0.68	0.43	0.60	0.50	1.00	0.57	0.59	0.65	0.57	0.60	0.58	0.67	0.43	NA	0.50	0.43	0.75	NA	1.00	0.59	1.00	0.49	1.00	0.62	0.62	0.67	0.71	0.60	0.50	0.80	0.40	0.67	0.48	0.51	0.80	0.60	0.80	0.60	0.40	0.60	0.67	0.78	0.50	0.56	0.54	0.53	0.67	0.52	0.61	0.50	1.00	0.83	0.88	0.50	0.43	0.43	0.73	0.85	0.75	NA	1.00	0.67	NA	NA	NA	0.50	1.00
ran_72.txt	0.50	NA	0.67	0.45	0.56	0.57	0.55	0.50	0.50	0.60	0.54	0.60	0.54	0.57	0.75	0.67	0.67	0.60	1.00	0.67	0.74	0.56	0.67	0.40	0.67	0.85	0.59	0.50	0.86	0.59	0.53	0.60	0.67	NA	0.50	0.40	0.71	NA	1.00	0.38	0.67	0.56	0.71	0.80	0.50	1.00	0.57	0.75	1.00	0.50	0.67	0.61	0.70	0.51	0.40	0.50	0.50	0.83	0.75	0.60	0.78	0.33	0.83	0.53	0.54	0.68	0.67	0.50	0.41	0.50	NA	0.67	0.62	0.50	0.62	0.45	0.50	0.50	0.58	NA	NA	0.60	NA	NA	NA	0.67	0.60
ran_73.txt	0.50	NA	NA	0.54	0.56	0.50	0.53	0.50	0.71	0.67	0.57	0.80	0.50	0.57	0.43	0.80	0.80	0.88	0.25	0.45	0.72	0.67	0.75	0.70	0.67	0.42	0.54	0.48	0.86	0.55	0.54	0.67	0.75	NA	0.75	0.38	0.57	0.50	1.00	0.65	0.67	0.55	0.44	1.00	0.67	0.50	0.50	0.50	0.80	0.50	1.00	0.69	0.50	0.55	0.67	0.50	0.60	0.50	0.75	0.60	0.50	0.89	0.50	0.61	0.64	0.53	0.75	0.55	0.50	0.50	0.50	0.83	0.57	0.50	0.62	0.64	0.60	0.79	0.62	NA	1.00	0.60	NA	NA	NA	0.50	0.33
ran_74.txt	0.67	NA	0.67	0.50	0.50	0.69	0.52	0.75	0.50	0.80	0.57	0.50	0.65	1.00	0.67	0.50	0.50	0.60	0.75	0.50	0.41	0.50	0.82	0.64	0.50	0.60	0.57	0.64	0.80	0.53	0.57	0.43	0.50	NA	0.50	0.86	0.60	NA	1.00	0.70	1.00	0.61	0.83	0.44	0.56	0.33	0.70	0.50	1.00	0.40	0.50	0.56	0.64	0.63	0.83	0.50	0.80	0.60	0.40	0.80	0.75	0.67	0.67	0.45	0.58	0.59	0.60	0.62	0.62	0.50	NA	0.83	0.57	0.50	0.75	0.75	0.67	0.58	0.58	NA	0.50	1.00	NA	NA	NA	0.67	0.60
ran_75.txt	1.00	NA	0.67	0.71	0.63	0.91	0.66	0.75	0.50	1.00	0.58	0.80	0.59	0.67	0.57	0.50	0.83	0.80	0.67	0.46	0.62	0.78	0.67	0.44	0.67	0.67	0.52	0.59	0.60	0.64	0.53	0.57	0.60	NA	1.00	1.00	0.71	NA	NA	0.67	1.00	0.65	0.86	0.67	0.57	0.50	0.57	0.75	0.83	0.50	0.60	0.61	0.60	0.48	0.67	0.67	0.50	0.50	0.83	0.67	0.62	0.60	0.67	0.52	0.59	0.59	1.00	0.42	0.77	0.50	0.50	0.33	0.70	0.50	0.44	0.60	0.60	0.54	0.43	NA	0.50	0.75	NA	NA	NA	0.50	0.60
ran_76.txt	1.00	NA	0.50	0.57	0.61	0.54	0.57	0.50	0.67	0.50	0.59	0.67	0.53	0.86	0.40	0.80	0.50	0.44	1.00	0.54	0.46	0.60	0.50	0.71	0.50	0.73	0.55	0.68	0.83	0.59	0.59	0.75	0.43	NA	1.00	0.57	0.50	NA	NA	0.59	1.00	0.59	0.50	0.50	0.88	0.67	0.58	0.50	0.60	0.67	0.67	0.56	0.64	0.57	0.75	0.60	0.50	0.50	0.50	0.67	0.43	0.86	0.62	0.55	0.60	0.50	0.50	0.50	0.60	0.67	0.50	0.50	0.57	1.00	0.33	0.70	0.54	0.83	0.60	NA	1.00	0.67	NA	NA	NA	0.33	0.50
ran_77.txt	0.75	NA	1.00	0.60	0.61	0.64	0.60	0.33	0.75	1.00	0.58	0.80	0.56	0.71	0.67	0.60	0.60	0.36	0.50	0.62	0.69	0.50	0.89	0.62	0.67	0.45	0.55	0.62	0.67	0.56	0.57	0.57	0.75	NA	1.00	0.43	0.50	1.00	NA	0.42	1.00	0.55	0.75	0.57	0.60	1.00	0.50	1.00	0.40	0.75	1.00	0.54	0.55	0.58	0.71	0.80	0.83	1.00	0.60	0.50	0.75	0.71	0.50	0.62	0.50	0.56	1.00	0.61	0.63	0.67	0.50	0.67	0.50	0.33	0.62	0.90	0.33	0.64	0.43	NA	0.50	0.50	NA	NA	NA	0.67	0.67
ran_78.txt	0.67	NA	0.50	0.58	0.54	0.69	0.62	0.75	0.57	1.00	0.57	1.00	0.52	0.50	0.71	0.67	0.60	0.57	1.00	0.56	0.60	0.33	0.67	0.60	1.00	0.82	0.62	0.62	0.50	0.65	0.57	0.50	0.67	NA	0.33	0.43	0.57	0.50	NA	0.71	1.00	0.62	0.50	0.43	0.57	0.50	0.70	0.75	1.00	0.80	1.00	0.65	0.62	0.54	0.67	0.60	0.50	0.80	0.60	0.60	0.43	0.44	0.57	0.63	0.69	0.67	0.75	0.43	0.50	0.50	NA	0.50	0.62	0.67	0.83	0.78	0.60	0.70	0.71	NA	0.50	0.83	NA	NA	NA	0.67	1.00
ran_79.txt	0.75	NA	0.50	0.77	0.61	0.58	0.70	0.50	0.71	0.50	0.56	0.60	0.57	0.86	0.50	0.57	0.83	0.83	0.50	0.68	0.54	0.29	0.86	0.67	0.67	0.62	0.52	0.58	0.80	0.56	0.58	0.60	0.33	NA	0.50	0.50	0.33	1.00	0.50	0.62	0.67	0.51	0.62	0.50	0.44	0.67	0.54	0.67	1.00	0.20	0.33	0.77	0.52	0.51	0.71	0.50	0.50	1.00	0.50	0.75	0.56	0.57	0.50	0.59	0.67	0.65	0.50	0.48	0.50	0.50	1.00	0.60	0.50	0.75	0.86	0.56	0.44	0.33	0.33	NA	1.00	0.60	NA	NA	NA	1.00	0.60
ran_8.txt	NA	NA	1.00	0.55	0.51	0.54	0.48	0.50	0.57	0.40	0.55	0.50	0.55	0.78	0.50	0.43	0.40	0.82	0.67	0.60	0.48	0.50	0.82	0.50	1.00	0.58	0.56	0.62	0.71	0.57	0.56	0.33	0.83	NA	0.75	0.43	0.57	0.50	1.00	0.56	1.00	0.55	0.75	0.78	0.43	1.00	0.58	0.50	0.33	0.67	0.67	0.63	0.63	0.55	0.50	0.50	0.40	0.75	0.50	0.75	0.56	0.71	0.50	0.49	0.61	0.57	0.67	0.50	0.46	0.50	0.50	0.50	0.50	0.50	0.57	0.40	0.50	0.67	0.56	NA	0.50	1.00	NA	NA	NA	0.50	1.00
ran_80.txt	0.50	NA	0.50	0.55	0.49	0.42	0.48	0.33	0.57	0.50	0.57	0.50	0.60	0.43	0.60	0.67	1.00	0.50	1.00	0.57	0.62	0.50	0.58	0.50	0.67	0.69	0.54	0.56	0.67	0.61	0.55	0.67	0.60	NA	0.67	0.71	1.00	NA	NA	0.59	0.50	0.49	0.62	1.00	0.56	0.67	0.67	0.60	0.40	0.50	1.00	0.44	0.55	0.63	0.71	0.50	0.80	0.50	0.80	0.60	0.50	0.62	0.62	0.59	0.59	0.47	0.75	0.71	0.41	0.50	0.50	0.60	0.62	0.33	0.50	0.50	0.80	0.54	0.83	NA	0.50	0.67	NA	NA	NA	0.67	0.33
ran_81.txt	1.00	NA	1.00	0.55	0.56	0.64	0.58	0.33	0.57	0.75	0.57	0.75	0.45	0.71	0.57	0.71	0.43	0.50	1.00	0.46	0.52	0.56	0.55	0.45	0.50	0.64	0.56	0.56	1.00	0.58	0.57	0.33	0.40	NA	0.67	0.57	0.67	0.50	1.00	0.66	0.67	0.49	0.71	0.56	0.56	1.00	0.75	0.60	0.40	0.50	0.67	0.56	0.60	0.63	1.00	0.67	0.75	0.40	0.60	1.00	0.71	0.57	0.83	0.59	0.59	0.44	0.75	0.47	0.59	0.75	0.50	0.67	0.62	0.33	0.60	0.70	0.60	0.40	0.55	NA	0.50	0.75	NA	NA	NA	NA	0.60
ran_82.txt	0.50	NA	1.00	0.54	0.58	0.57	0.63	1.00	0.67	1.00	0.56	0.80	0.61	0.71	0.50	0.80	1.00	0.70	0.50	0.63	0.48	0.86	0.45	0.56	NA	0.75	0.57	0.50	0.67	0.66	0.55	0.80	0.86	NA	1.00	0.88	0.57	NA	1.00	0.67	1.00	0.52	0.43	0.88	0.88	0.50	0.60	0.50	0.60	0.67	0.67	0.46	0.57	0.49	0.67	0.60	0.50	0.60	0.50	0.50	0.83	0.50	0.56	0.52	0.62	0.61	0.50	0.65	0.50	0.67	NA	0.80	0.50	0.75	0.56	0.78	0.50	0.73	0.67	NA	NA	0.50	NA	NA	NA	0.67	0.67
ran_83.txt	0.50	NA	0.50	0.58	0.50	0.44	0.55	1.00	0.60	0.80	0.59	0.75	0.53	0.62	0.43	0.33	0.60	0.75	0.50	0.65	0.52	0.57	0.82	0.44	0.50	0.50	0.57	0.50	0.75	0.60	0.53	0.40	1.00	NA	0.50	0.57	0.57	1.00	1.00	0.51	1.00	0.57	0.67	0.56	0.62	0.67	0.67	0.40	0.50	1.00	0.33	0.65	0.60	0.76	0.71	0.50	1.00	0.50	0.60	0.50	0.38	0.75	0.44	0.71	0.60	0.60	0.67	0.59	0.61	1.00	NA	1.00	0.67	1.00	0.88	0.60	0.67	0.67	0.83	NA	0.50	0.50	NA	NA	NA	0.33	0.50
ran_84.txt	0.67	NA	0.50	0.85	0.57	0.50	0.64	0.75	0.88	0.75	0.60	1.00	0.56	0.50	0.50	0.60	0.50	0.50	0.67	0.67	0.62	0.71	0.44	0.78	0.50	0.58	0.52	0.52	0.67	0.56	0.57	0.57	1.00	NA	1.00	0.83	0.50	0.50	0.50	0.66	0.50	0.58	0.33	0.44	0.44	0.67	0.45	0.50	0.83	0.67	0.75	0.50	0.58	0.57	0.83	0.50	0.67	0.67	0.60	0.50	0.62	0.56	0.75	0.52	0.58	0.57	0.80	0.54	0.60	0.50	NA	0.60	0.56	0.50	0.62	0.78	0.31	0.45	0.55	NA	0.50	0.50	NA	NA	NA	0.67	0.40
ran_85.txt	0.67	NA	0.50	0.67	0.50	0.71	0.43	1.00	0.71	0.33	0.55	0.67	0.58	0.50	0.80	0.50	1.00	0.60	0.50	0.48	0.52	0.43	0.50	0.71	0.67	0.58	0.52	0.59	0.60	0.59	0.58	1.00	0.60	NA	0.67	0.33	0.67	1.00	1.00	0.55	1.00	0.56	0.71	0.50	0.67	0.50	0.46	0.60	1.00	0.60	0.75	0.63	0.50	0.64	0.60	0.67	0.60	0.60	0.67	0.83	0.62	0.50	0.50	0.70	0.60	0.48	0.60	0.60	0.64	0.75	NA	0.50	0.88	0.75	0.60	0.60	0.50	0.83	0.67	NA	0.50	0.60	NA	NA	NA	1.00	0.75
ran_86.txt	1.00	NA	0.33	0.64	0.50	0.50	0.66	1.00	1.00	0.75	0.57	0.75	0.63	0.88	0.50	0.67	0.50	0.64	1.00	0.41	0.58	0.62	0.50	0.86	0.50	0.69	0.57	0.55	0.57	0.51	0.53	0.67	0.57	NA	0.67	0.86	0.40	1.00	0.50	0.44	1.00	0.57	0.57	0.86	0.56	0.50	0.45	0.60	0.80	0.50	0.60	0.70	0.54	0.53	0.50	0.60	1.00	0.50	0.67	0.67	0.50	0.67	0.43	0.42	0.53	0.49	0.50	0.41	0.50	0.75	NA	0.50	0.44	0.33	0.57	0.45	0.58	0.45	0.54	NA	0.50	0.40	NA	NA	NA	0.67	0.80
ran_87.txt	1.00	NA	0.67	0.62	0.53	0.69	0.63	0.75	0.86	1.00	0.55	0.33	0.52	0.75	0.57	0.50	0.67	0.64	0.67	0.59	0.44	0.38	0.56	0.64	0.50	0.58	0.55	0.56	0.50	0.54	0.61	0.60	0.43	NA	1.00	0.50	0.57	1.00	1.00	0.53	1.00	0.57	0.50	0.88	0.89	1.00	0.54	0.60	0.60	0.67	0.80	0.64	0.57	0.53	0.50	0.83	0.80	0.60	1.00	0.50	0.60	0.75	0.50	0.47	0.60	0.54	0.75	0.67	0.62	1.00	1.00	0.75	0.78	0.33	0.50	0.88	0.67	0.73	0.50	NA	NA	0.75	NA	NA	NA	0.33	0.60
ran_88.txt	0.75	NA	1.00	0.75	0.60	0.62	0.59	0.67	0.75	0.67	0.57	1.00	0.55	0.60	0.50	0.80	0.50	0.50	0.67	0.75	0.46	0.50	0.36	0.44	0.67	0.55	0.59	0.50	0.60	0.56	0.50	0.40	0.33	NA	1.00	0.57	0.40	NA	1.00	0.65	1.00	0.54	0.62	0.50	0.44	0.50	0.46	0.67	0.75	0.67	0.75	0.53	0.67	0.66	0.43	0.75	1.00	0.60	0.75	1.00	0.88	0.38	0.86	0.61	0.60	0.57	0.60	0.40	0.58	1.00	1.00	0.40	0.57	0.75	0.89	0.50	0.55	0.67	0.56	NA	0.50	0.60	NA	NA	NA	1.00	0.67
ran_89.txt	0.50	NA	0.67	0.54	0.56	0.62	0.59	NA	0.67	0.50	0.56	0.50	0.53	0.56	0.43	1.00	0.86	0.75	0.50	0.50	0.52	0.67	0.67	0.44	0.67	0.62	0.57	0.35	0.80	0.58	0.64	0.57	0.83	NA	1.00	0.50	0.71	NA	1.00	0.52	0.50	0.51	0.43	0.50	0.67	1.00	0.80	0.60	0.67	0.50	0.60	0.62	0.61	0.53	0.80	1.00	0.60	0.33	0.83	0.83	0.67	0.50	1.00	0.56	0.47	0.50	0.50	0.63	0.55	0.67	NA	0.50	0.50	0.75	0.57	0.50	0.64	0.56	0.58	NA	NA	0.60	NA	NA	NA	0.50	0.40
ran_9.txt	0.50	NA	1.00	0.55	0.56	0.62	0.58	0.33	0.62	0.67	0.56	0.67	0.49	0.56	0.50	0.50	0.80	0.82	0.75	0.50	0.43	0.50	0.80	0.60	0.67	0.42	0.58	0.68	0.50	0.60	0.56	0.67	0.33	NA	0.67	0.60	0.67	1.00	0.50	0.46	1.00	0.52	0.71	0.50	0.50	0.67	0.67	0.75	0.60	0.83	0.40	0.63	0.56	0.57	0.33	0.83	0.67	0.33	0.75	0.75	0.50	0.83	0.88	0.54	0.66	0.50	0.60	0.56	0.52	1.00	NA	1.00	0.43	1.00	0.88	0.40	0.73	0.50	0.67	NA	0.50	0.83	NA	NA	NA	0.50	0.80
ran_90.txt	0.50	NA	1.00	0.77	0.52	0.64	0.37	0.33	0.43	0.80	0.54	0.60	0.64	0.83	0.60	0.71	1.00	0.64	0.75	0.56	0.58	0.57	0.73	0.55	0.67	0.83	0.54	0.52	0.71	0.56	0.55	0.71	0.50	NA	0.50	0.62	0.80	0.50	0.50	0.51	1.00	0.54	0.62	0.38	0.50	1.00	0.64	1.00	0.40	0.50	0.75	0.62	0.46	0.39	0.75	0.67	0.60	0.60	0.40	0.50	0.57	0.88	0.67	0.67	0.45	0.59	0.50	0.57	0.55	1.00	1.00	0.50	0.50	1.00	0.57	0.50	0.42	0.67	0.54	NA	NA	0.60	NA	NA	NA	0.67	0.50
ran_91.txt	0.67	NA	1.00	0.46	0.59	0.73	0.60	1.00	0.29	0.40	0.58	0.67	0.47	0.50	0.60	0.57	0.50	0.64	0.67	0.65	0.54	0.67	0.36	0.82	NA	0.54	0.59	0.58	0.40	0.69	0.56	0.71	0.50	NA	0.75	1.00	0.75	NA	0.50	0.52	0.33	0.60	0.56	0.57	0.62	0.67	0.33	0.75	0.67	1.00	0.50	0.74	0.63	0.59	0.67	0.80	0.75	0.40	0.40	0.50	0.57	0.83	0.86	0.64	0.52	0.55	0.80	0.54	0.46	1.00	0.50	0.80	0.50	0.75	0.67	0.45	0.58	0.67	0.60	NA	0.50	0.50	NA	NA	NA	0.50	0.67
ran_92.txt	0.50	NA	1.00	0.50	0.61	0.86	0.62	1.00	0.50	1.00	0.57	1.00	0.56	0.71	0.67	0.40	0.67	0.67	0.50	0.56	0.50	0.56	0.45	0.50	0.67	0.64	0.50	0.47	0.83	0.58	0.63	0.86	0.83	NA	0.50	0.71	1.00	0.50	1.00	0.41	1.00	0.55	0.29	0.67	0.62	0.33	0.50	0.60	0.67	0.50	0.50	0.55	0.52	0.57	0.83	0.40	0.75	0.50	0.67	0.50	0.67	0.62	0.44	0.53	0.48	0.48	0.60	0.65	0.62	0.50	0.50	0.60	0.43	1.00	0.60	0.55	0.60	0.78	0.64	NA	0.50	0.60	NA	NA	NA	1.00	0.80
ran_93.txt	0.67	NA	1.00	0.45	0.63	0.60	0.75	0.75	0.75	0.75	0.57	0.83	0.55	0.29	0.43	0.80	0.50	0.73	0.67	0.63	0.48	0.62	0.55	0.43	1.00	0.36	0.55	0.43	1.00	0.54	0.59	0.60	0.50	NA	0.75	0.57	0.86	0.50	0.50	0.58	0.50	0.52	0.62	0.67	0.67	NA	0.44	0.50	0.50	0.50	0.33	0.57	0.54	0.62	0.71	0.75	0.67	0.80	0.60	0.60	0.57	0.38	0.75	0.52	0.62	0.64	0.75	0.44	0.62	0.75	1.00	0.80	0.80	0.67	0.56	0.64	0.58	0.64	0.73	NA	0.50	0.60	NA	NA	NA	0.67	0.83
ran_94.txt	0.67	NA	NA	0.62	0.57	0.50	0.67	0.67	0.67	0.67	0.61	0.50	0.55	0.50	0.57	0.50	0.57	0.33	0.50	0.69	0.56	0.57	0.70	0.50	1.00	0.33	0.56	0.41	0.83	0.57	0.61	0.57	0.57	NA	1.00	0.83	0.67	NA	1.00	0.67	0.33	0.56	0.67	0.71	0.44	1.00	0.56	0.60	0.83	0.67	0.60	0.68	0.50	0.53	0.50	1.00	0.75	0.67	0.80	0.33	0.75	0.83	0.75	0.50	0.58	0.51	1.00	0.44	0.62	0.75	1.00	1.00	0.83	1.00	0.50	0.62	0.73	0.30	0.46	NA	1.00	0.60	NA	NA	NA	NA	0.60
ran_95.txt	0.50	NA	NA	0.60	0.56	0.62	0.45	0.50	0.75	0.80	0.52	0.50	0.55	0.56	0.67	0.50	0.60	0.50	0.67	0.50	0.59	0.43	0.75	0.45	0.33	0.38	0.54	0.58	0.57	0.60	0.58	0.57	0.80	NA	0.67	0.67	0.71	NA	1.00	0.62	1.00	0.50	0.40	0.56	0.50	0.67	0.46	0.75	0.80	1.00	0.67	0.58	0.56	0.50	0.50	0.67	0.75	0.67	0.67	0.50	0.67	0.43	0.50	0.49	0.47	0.64	0.80	0.45	0.52	1.00	0.50	0.75	0.44	1.00	0.75	0.90	0.69	0.64	0.64	NA	NA	0.50	NA	NA	NA	0.67	0.67
ran_96.txt	0.50	NA	0.50	0.71	0.50	0.64	0.44	0.75	1.00	0.60	0.57	0.60	0.49	0.57	0.50	0.33	0.67	0.50	0.50	0.67	0.52	0.44	0.86	0.44	0.67	0.64	0.57	0.57	0.67	0.54	0.56	0.80	0.43	NA	0.50	0.50	0.50	NA	0.50	0.62	1.00	0.62	0.57	0.57	0.43	0.67	0.54	0.80	0.67	0.83	0.50	0.55	0.60	0.41	0.50	1.00	0.40	0.60	0.83	0.75	0.50	0.43	0.57	0.51	0.73	0.64	0.50	0.41	0.59	1.00	0.50	0.40	0.50	0.50	0.40	0.70	0.38	0.60	0.62	NA	NA	0.67	NA	NA	NA	0.50	0.80
ran_97.txt	0.50	NA	1.00	0.54	0.53	0.55	0.56	NA	0.83	0.50	0.59	0.33	0.57	0.67	0.67	0.60	0.80	0.50	1.00	0.62	0.62	0.75	0.75	0.75	0.67	0.64	0.55	0.61	0.86	0.55	0.53	0.67	0.60	NA	0.50	0.50	0.67	0.50	0.50	0.50	0.67	0.62	0.57	0.75	0.50	0.67	0.46	0.60	0.67	0.67	1.00	0.55	0.54	0.52	0.67	0.60	0.33	0.75	0.50	0.60	0.57	0.75	0.71	0.57	0.52	0.51	0.50	0.57	0.61	0.67	0.50	0.60	0.67	1.00	0.50	1.00	0.55	0.92	0.67	NA	1.00	0.75	NA	NA	NA	0.50	0.60
ran_98.txt	0.33	NA	0.50	0.83	0.62	0.46	0.53	0.75	0.43	0.40	0.59	0.60	0.58	0.33	0.50	0.40	0.50	0.36	0.50	0.69	0.54	0.50	0.86	0.90	0.50	0.58	0.58	0.62	0.40	0.54	0.55	0.83	0.50	NA	0.25	0.50	0.50	1.00	1.00	0.70	0.50	0.58	0.43	0.56	0.78	0.50	0.75	0.75	0.40	1.00	0.33	0.49	0.64	0.62	0.50	1.00	0.83	0.50	0.60	0.25	0.57	0.43	0.50	0.53	0.46	0.55	0.75	0.58	0.57	0.50	1.00	0.83	0.50	0.67	0.56	0.56	0.62	0.69	0.55	NA	0.50	1.00	NA	NA	NA	0.67	0.83
ran_99.txt	0.50	NA	1.00	0.75	0.57	0.60	0.55	0.75	0.50	0.60	0.58	1.00	0.65	0.56	0.50	0.75	0.67	0.57	0.75	0.57	0.60	0.57	0.70	0.75	0.50	0.50	0.60	0.46	0.71	0.55	0.63	0.86	0.83	NA	0.33	0.43	0.71	1.00	1.00	0.58	0.50	0.56	0.67	0.56	0.75	0.67	0.46	0.75	0.80	0.60	1.00	0.39	0.53	0.49	0.67	1.00	1.00	0.60	0.60	0.50	0.43	0.75	0.57	0.59	0.64	0.46	1.00	0.60	0.52	1.00	NA	0.80	0.56	0.50	0.57	0.67	0.67	0.55	0.42	NA	NA	1.00	NA	NA	NA	0.50	0.67
