# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	btuE//
go_1900231_6	ilvN//
go_1900232_7	
go_1900233_7	clsA//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	tdcE//
go_1900751_9	sdaA//
go_1901135_4	dld//uxuA//dgoA//dmsB//ynfH//mog//
go_1901260_9	pfkB//
go_1901264_6	accA//napC//argK//
go_1901275_3	allC//
go_1901281_6	pgpA//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	ppsA//yfaU//nagK//yfeX//nfi//
go_1901652_5	
go_1901657_5	pyrB//dut//malQ//
go_1901661_5	edd//nudF//
go_1901684_8	dapA//
go_1901891_5	
go_1901998_5	arnB//tmk//
go_1902021_6	nhoA//
go_1902022_6	trpE//panC//
go_1902023_6	ttdA//
go_1902047_6	ulaG//paoC//
go_1902201_7	
go_1902208_6	
go_1902209_7	hisG//
go_1902210_7	
go_1902270_7	tag//
go_1902328_5	frlC//
go_1902358_7	tatD//trmH//paaE//dut//
go_1902475_8	allB//carA//hmp//rihC//araD//rpe//mmuM//
go_1902476_9	acnA//galT//
go_1902599_7	yfcF//fadK//
go_1902600_8	uvrA//rph//ddlA//treA//lpxH//ligA//rrrD//yjhG//rfe//
go_1902601_8	ppc//thiH//
go_1902603_8	dhaL//
go_1902758_6	cadA//
go_1902760_6	hisC//
go_1902767_6	cpsG//
go_1902777_6	moeB//nfi//pbpC//trpB//
go_1902778_5	mutY//
go_1902815_7	ispU//
go_1903228_9	prpD//
go_1903352_7	ligA//
go_1903401_7	fadB//torZ//
go_1903424_9	idnO//
go_1903457_6	
go_1903506_8	pnp//rsmD//
go_1903507_9	waaP//
go_1903658_6	
go_1903711_7	tesB//glgC//
go_1903712_8	aroD//sad//mnaT//
go_1903714_8	glgC//ulaE//torA//
go_1903716_8	metL//panE//
go_1903785_7	ogt//xthA//aroB//rfe//acs//
go_1903791_7	rffG//waaL//
go_1903810_8	maa//prpC//
go_1903825_6	dbpA//
go_1903826_8	bacA//fabA//
go_1903830_9	pepD//menI//
go_1903874_10	pphA//dacA//serB//
go_1903959_8	ilvI//waaA//
go_1904659_9	ilvA//
go_1904812_9	waaQ//
go_1905039_7	fucO//coaE//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	katE//
go_1990481_8	arnA//
go_1990497_6	rpiA//
go_1990507_5	
go_1990516_9	psuG//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	trmL//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	ppiC//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	srlD//
