# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	gloC//
go_1900190_5	thiE//
go_1900191_6	
go_1900192_6	
go_1900231_6	edd//
go_1900232_7	
go_1900233_7	phnM//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	rfaD//
go_1900751_9	gmd//
go_1901135_4	puuE//galK//mug//yegS//apt//metE//
go_1901260_9	frc//
go_1901264_6	miaB//galM//thiC//
go_1901275_3	recJ//
go_1901281_6	def//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	ddlA//prmC//appA//glpC//cysC//
go_1901652_5	
go_1901657_5	fklB//rlmI//entA//
go_1901661_5	ispB//rnd//
go_1901684_8	umuC//
go_1901891_5	
go_1901998_5	alaC//cdd//
go_1902021_6	rutA//
go_1902022_6	gabT//hypF//
go_1902023_6	gnd//
go_1902047_6	rfbB//deoB//
go_1902201_7	
go_1902208_6	
go_1902209_7	malS//
go_1902210_7	
go_1902270_7	narV//
go_1902328_5	moeA//
go_1902358_7	pgi//glpK//menB//gcl//
go_1902475_8	paaB//mtgA//hemL//yjjX//rlmE//metC//glpC//
go_1902476_9	ldcA//dgt//
go_1902599_7	idnO//dhaM//
go_1902600_8	mtlD//hcaD//menD//paoC//cmoA//nagZ//nudB//nrfC//paoC//
go_1902601_8	phnI//aldB//
go_1902603_8	sucC//
go_1902758_6	nth//
go_1902760_6	fau//
go_1902767_6	frdB//
go_1902777_6	gadB//dnaQ//alaA//pdxB//
go_1902778_5	nadD//
go_1902815_7	fbp//
go_1903228_9	epmB//
go_1903352_7	hcaC//
go_1903401_7	umuC//aroL//
go_1903424_9	rimK//
go_1903457_6	
go_1903506_8	dcyD//glpC//
go_1903507_9	idnO//
go_1903658_6	
go_1903711_7	hemA//panD//
go_1903712_8	purA//ulaE//dld//
go_1903714_8	ispH//bglX//aes//
go_1903716_8	dapA//fabG//
go_1903785_7	sseA//mnmG//sad//abgA//gstA//
go_1903791_7	gabD//hflX//
go_1903810_8	argS//ampD//
go_1903825_6	glpA//
go_1903826_8	moaA//hflX//
go_1903830_9	mnmA//gudD//
go_1903874_10	fbaA//hmp//insI-2//
go_1903959_8	wecC//torZ//
go_1904659_9	cysG//
go_1904812_9	ribB//
go_1905039_7	gcvH//tsaE//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	arnT//
go_1990481_8	frlB//
go_1990497_6	yfbR//
go_1990507_5	
go_1990516_9	hisB//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	menA//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	ssuD//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	fadI//
