# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	araB//
go_1900190_5	hemD//
go_1900191_6	
go_1900192_6	
go_1900231_6	frdD//
go_1900232_7	
go_1900233_7	guaA//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	lpxM//
go_1900751_9	ispU//
go_1901135_4	otsB//rfe//menI//yihX//ychF//aroD//
go_1901260_9	yjhH//
go_1901264_6	yajO//malS//argF//
go_1901275_3	thiM//
go_1901281_6	tsaB//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	nudF//mnmG//thrA//hypB//mltB//
go_1901652_5	
go_1901657_5	sdhC//ppc//proA//
go_1901661_5	abgB//wrbA//
go_1901684_8	tadA//
go_1901891_5	
go_1901998_5	carB//accC//
go_1902021_6	dcm//
go_1902022_6	lgoD//dcm//
go_1902023_6	frdA//
go_1902047_6	thrB//murA//
go_1902201_7	
go_1902208_6	
go_1902209_7	pgl//
go_1902210_7	
go_1902270_7	mocA//
go_1902328_5	epd//
go_1902358_7	udk//alr//dfp//alkA//
go_1902475_8	lpxH//ycaO//dsdA//rffC//prpB//ilvA//ynfE//
go_1902476_9	fucA//rrrD//
go_1902599_7	trpS//truB//
go_1902600_8	rnt//sbcB//uidA//xylA//ansA//bacA//cobS//wecC//waaG//
go_1902601_8	gshA//tynA//
go_1902603_8	frdD//
go_1902758_6	yeiG//
go_1902760_6	rbn//
go_1902767_6	pdxY//
go_1902777_6	lplA//thiC//phnJ//rbsK//
go_1902778_5	uidA//
go_1902815_7	cysK//
go_1903228_9	ssuD//
go_1903352_7	hyi//
go_1903401_7	hemH//ldcC//
go_1903424_9	rlmM//
go_1903457_6	
go_1903506_8	ribD//thyA//
go_1903507_9	bacA//
go_1903658_6	
go_1903711_7	pabA//aroG//
go_1903712_8	ubiC//ushA//pdxY//
go_1903714_8	def//thrB//rhaM//
go_1903716_8	ubiF//caiD//
go_1903785_7	yfiC//cmoA//ndk//rlmA//entD//
go_1903791_7	pdxB//hisS//
go_1903810_8	mcrB//murD//
go_1903825_6	tsaB//
go_1903826_8	dapD//rluE//
go_1903830_9	accA//frdA//
go_1903874_10	dmsA//fucK//entF//
go_1903959_8	chbF//pabB//
go_1904659_9	kduI//
go_1904812_9	rsgA//
go_1905039_7	mutL//srlD//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	yfdR//
go_1990481_8	entH//
go_1990497_6	pck//
go_1990507_5	
go_1990516_9	folD//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	def//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	glmM//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	btuR//
