# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	narZ//
go_1900191_6	
go_1900192_6	
go_1900231_6	ahr//
go_1900232_7	
go_1900233_7	kbaZ//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	moeB//
go_1900751_9	relA//
go_1901135_4	fadE//gltD//mutY//nadK//ubiE//mnmC//
go_1901260_9	katE//
go_1901264_6	ribA//phr//rpiB//
go_1901275_3	speF//
go_1901281_6	rlmM//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	panD//epd//waaO//moeA//gcvP//
go_1901652_5	
go_1901657_5	bcsA//rsmB//proS//
go_1901661_5	yahK//cueO//
go_1901684_8	fumC//
go_1901891_5	
go_1901998_5	mtn//mazG//
go_1902021_6	etk//
go_1902022_6	frlC//ldcC//
go_1902023_6	rsmI//
go_1902047_6	hypB//epmA//
go_1902201_7	
go_1902208_6	
go_1902209_7	dapF//
go_1902210_7	
go_1902270_7	lsrK//
go_1902328_5	dut//
go_1902358_7	aceA//moaE//mcrB//ynfE//
go_1902475_8	ybjG//pinE//betB//acnB//maa//thiI//clsB//
go_1902476_9	yfaU//appA//
go_1902599_7	eptA//trpD//
go_1902600_8	ppiC//adeD//cobB//phnG//rlmF//aspA//fdhF//galE//purA//
go_1902601_8	cynT//tatD//
go_1902603_8	tsaE//
go_1902758_6	arnT//
go_1902760_6	guaC//
go_1902767_6	ubiD//
go_1902777_6	thyA//fbaA//tag//tgt//
go_1902778_5	eutD//
go_1902815_7	aspA//
go_1903228_9	gloA//
go_1903352_7	glgX//
go_1903401_7	metF//fucO//
go_1903424_9	yfiC//
go_1903457_6	
go_1903506_8	rlmB//ynfE//
go_1903507_9	etk//
go_1903658_6	
go_1903711_7	torY//glcE//
go_1903712_8	pyrE//nrfB//glgP//
go_1903714_8	paoC//rsmJ//uidA//
go_1903716_8	iscS//ldcA//
go_1903785_7	mtn//folM//ydiB//yqhD//pdxY//
go_1903791_7	rsuA//leuD//
go_1903810_8	pyrG//yfiC//
go_1903825_6	hflX//
go_1903826_8	purU//insI-1//
go_1903830_9	xylB//nagB//
go_1903874_10	ddlB//napC//serS//
go_1903959_8	deoB//pabA//
go_1904659_9	ldhA//
go_1904812_9	dhaK//
go_1905039_7	scpC//btuE//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	ilvD//
go_1990481_8	rlmF//
go_1990497_6	rsmH//
go_1990507_5	
go_1990516_9	allB//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	lsrK//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	paaK//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	ilvI//
