# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	nudF//
go_0101030_8	rluD//
go_1900190_5	eno//
go_1900191_6	
go_1900192_6	
go_1900231_6	pdxJ//
go_1900232_7	
go_1900233_7	surA//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	truB//
go_1900751_9	aceF//
go_1901135_4	phnM//paaE//torA//dhaK//kduI//phnL//
go_1901260_9	hinT//
go_1901264_6	yqjH//prpC//plsB//
go_1901275_3	argC//
go_1901281_6	ubiF//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	tsaD//phnH//yhdH//ampD//ahr//
go_1901652_5	
go_1901657_5	ada//lysC//fadH//
go_1901661_5	luxS//hinT//
go_1901684_8	valS//
go_1901891_5	
go_1901998_5	rsmI//ppk//
go_1902021_6	hisI//
go_1902022_6	maeA//argD//
go_1902023_6	yjiA//
go_1902047_6	lsrG//betA//
go_1902201_7	
go_1902208_6	
go_1902209_7	valS//
go_1902210_7	
go_1902270_7	wecB//
go_1902328_5	ubiI//
go_1902358_7	ulaE//polA//ttdB//rimK//
go_1902475_8	bioB//citX//yeaG//adiA//trmA//yfbR//yciA//
go_1902476_9	pdeF//otsB//
go_1902599_7	rsmI//tmk//
go_1902600_8	pgk//asnA//fau//argB//wcaJ//patZ//glcB//ogt//ung//
go_1902601_8	dapB//hcp//
go_1902603_8	glcB//
go_1902758_6	yjcS//
go_1902760_6	ispG//
go_1902767_6	bacA//
go_1902777_6	nadK//aldA//waaL//rhaD//
go_1902778_5	phnG//
go_1902815_7	ubiD//
go_1903228_9	ppc//
go_1903352_7	hisC//
go_1903401_7	mnmC//amiD//
go_1903424_9	rimK//
go_1903457_6	
go_1903506_8	mak//tatD//
go_1903507_9	ulaD//
go_1903658_6	
go_1903711_7	sdaB//pgaC//
go_1903712_8	yeaE//dxs//galM//
go_1903714_8	ydiB//ubiX//yhdH//
go_1903716_8	nrdB//hisG//
go_1903785_7	allB//dapF//selA//mltD//azoR//
go_1903791_7	fes//yihU//
go_1903810_8	thrB//fadE//
go_1903825_6	malS//
go_1903826_8	argC//moaE//
go_1903830_9	dmsA//patZ//
go_1903874_10	garD//proC//bglX//
go_1903959_8	puuE//frmA//
go_1904659_9	kdsB//
go_1904812_9	folC//
go_1905039_7	argA//tsaB//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	ubiA//
go_1990481_8	phnI//
go_1990497_6	ldtD//
go_1990507_5	
go_1990516_9	arnB//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	torY//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	miaB//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	dacC//
