# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	mdh//
go_1900191_6	
go_1900192_6	
go_1900231_6	citG//
go_1900232_7	
go_1900233_7	psuG//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	bglB//
go_1900751_9	rnb//
go_1901135_4	waaL//entF//ydiF//yjhG//yfcG//ppk//
go_1901260_9	insI-1//
go_1901264_6	appA//zwf//cysK//
go_1901275_3	ybcF//
go_1901281_6	cobU//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	murA//glpC//rdgB//gltD//narZ//
go_1901652_5	
go_1901657_5	pnp//mltF//rnd//
go_1901661_5	rlmF//waaZ//
go_1901684_8	cmoA//
go_1901891_5	
go_1901998_5	chbF//menF//
go_1902021_6	ilvN//
go_1902022_6	rluA//amyA//
go_1902023_6	hemG//
go_1902047_6	tynA//rlmD//
go_1902201_7	
go_1902208_6	
go_1902209_7	ung//
go_1902210_7	
go_1902270_7	yfbR//
go_1902328_5	lpcA//
go_1902358_7	pagP//rimK//ydfG//nagB//
go_1902475_8	ubiD//pphB//ycaO//umpG//rluE//mpaA//tdcG//
go_1902476_9	def//mraY//
go_1902599_7	chbF//melA//
go_1902600_8	cynS//trmH//pdxK//putA//sgbE//galE//appA//aroH//murE//
go_1902601_8	tpiA//katG//
go_1902603_8	patA//
go_1902758_6	mutL//
go_1902760_6	tyrB//
go_1902767_6	wecB//
go_1902777_6	pyrC//pykA//folX//ilvI//
go_1902778_5	fabI//
go_1902815_7	cof//
go_1903228_9	aroD//
go_1903352_7	dgkA//
go_1903401_7	waaJ//yfiC//
go_1903424_9	mtlD//
go_1903457_6	
go_1903506_8	rluD//ycjU//
go_1903507_9	uxaA//
go_1903658_6	
go_1903711_7	dapD//rsmF//
go_1903712_8	murB//fucI//moaD//
go_1903714_8	cpsB//patA//hisB//
go_1903716_8	glcF//cysG//
go_1903785_7	lacZ//proS//dmsC//queA//asnB//
go_1903791_7	iaaA//polA//
go_1903810_8	aroF//waaH//
go_1903825_6	purA//
go_1903826_8	yagE//citG//
go_1903830_9	waaH//nirD//
go_1903874_10	ilvC//betA//nrfD//
go_1903959_8	etp//fabA//
go_1904659_9	patA//
go_1904812_9	cmoB//
go_1905039_7	coaA//paaC//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	ubiD//
go_1990481_8	paaH//
go_1990497_6	hemA//
go_1990507_5	
go_1990516_9	gmhB//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	tauD//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	yajO//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	upp//
