#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct 10 15:03:56 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/datasets_bnumbers/gos_bnum.txt
GO_0000018_7	b4322//rpnB//b1391//b2628//
GO_0030632_8	b1216//b1887//b2219//b3320//
GO_0030641_8	b1884//b1918//b1091//b3226//b0962//b0512//b2972//b2552//b2277//qorA//
GO_0030643_8	b2674//
GO_0030808_7	b1741//
GO_0030809_8	b3140//
GO_0030920_9	b3476//
GO_0030961_9	b2358//
GO_0030978_7	b2203//b1429//b2518//
GO_0030980_7	b4322//b1814//b0035//
GO_0031106_7	b3347//
GO_0031118_8	b3370//b4318//b3568//b1712//b0962//b3883//b1618//
GO_0031119_8	b0270//b2149//b1840//b1621//b2545//b0439//
GO_0031123_8	b2942//b1634//b1338//b3292//b2224//
GO_0031124_9	b0355//b0014//
GO_0031125_10	b0589//
GO_0031162_5	b3327//b1197//
GO_0031163_5	b2746//b2934//b3519//b2558//b3017//b1344//b1833//b0860//b1035//b3637//b0963//b2318//b1415//b0588//b3521//b3525//b4034//b2197//
GO_0031167_6	b1785//b0831//b2935//b4327//b1827//b2867//b3833//b4465//b1872//b2608//b2026//b3497//b0571//b4196//b2008//b0507//b2939//b3403//b0550//b1277//b3895//b0683//b0996//b4159//
GO_0031279_5	b3145//
GO_0031280_6	b4501//
GO_0031297_7	b4139//b0983//
GO_0031323_5	b4266//b2476//b4365//b0940//b2975//b0368//b2297//b0900//b1385//b4340//b1683//b0783//b2675//b3754//b3980//b0680//b4237//b0529//b0907//b1544//b4252//b2774//b4130//b3182//b1415//b4362//b1584//b2388//b3710//b3833//b4259//b3643//b1539//b3288//b2687//b2157//b2993//b3642//b1539//b0676//b4350//b1821//b4351//b3958//b3870//b3740//b1702//b0070//b3481//b3863//b2416//b3187//b0878//b0383//b4290//b0066//b1174//b2183//b1611//b0612//b4353//b4179//b4042//b1660//b3224//b3271//b2954//b2997//b2675//b3824//b3524//b3780//b4258//b1664//b1544//b4337//b3502//b2374//b0585//b2015//b0337//b0136//b3669//b0177//b1034//b2074//b2330//b3139//b3715//b2180//b2029//b2927//b0710//b4251//b3599//b2135//b1448//b1015//b1477//b1450//b2817//b4297//b2818//b1745//b1587//b3633//b3894//b1039//b2368//b3412//b1924//b3312//b1496//b0694//b3244//b1926//b1874//b4322//b1182//b0697//b2615//b4245//b2600//b1116//b0116//b3580//b4393//b1621//b3546//b4172//b0623//b1241//b4474//b1127//b3703//b2257//b3224//b1235//b2797//b4086//b2558//b4618//b1879//b1879//b2962//b3973//b0241//b3143//b2664//b2987//b2560//b3931//b1930//b2675//b0225//b0623//b2258//b4169//b3092//b0121//b0983//b3794//b0077//b3189//b3032//b1992//b1393//b1540//b1080//b2311//b1250//b3235//b2755//b3826//b3331//b2733//b0629//b2565//b4384//b2314//b3632//b0875//b0762//b3455//b1202//b3240//b1919//b3368//b2438//b3828//b4702//b0161//b3447//b0199//b0490//b4014//b0081//b4375//b0807//b3426//b4478//b3228//b1205//b1430//b1619//b2665//b3288//b3130//b3844//b4196//b2797//b4268//b0228//b0768//b4664//b0305//b2670//b0029//b1831//b3584//b3025//b3213//b2559//b2584//b0125//b0653//b3116//b2024//b1413//b3349//b1060//b1603//b4093//b2659//b4000//b0504//b1606//b3393//b0683//b0082//b1600//b1731//b1521//b1913//b3785//b4177//b1506//b0138//b0413//b3683//b2418//b2027//b0052//b3320//b4064//b1505//b2800//b1660//b4160//b3295//b1945//b1661//b1633//b3083//b0428//b3365//b3935//b4136//b3061//b0441//b3582//b4513//b4506//b3631//b1039//rhmR//b1245//b0427//b1767//b1277//b2411//b3423//b1886//b1736//b0596//b2673//b1447//b1011//b0621//b1944//b1955//b1978//b0857//b0583//b1035//b3887//b2937//b1114//b2361//b0006//b0524//b0928//b2541//b2476//b2368//b3686//b4098//b1662//b2923//b0724//b2026//b0737//b1141//b3889//b2906//b1294//glsA2//b2082//b0363//b2178//b2338//b3180//b2068//b0771//b0942//b2326//b1579//b1022//b3318//b4550//b3713//b2483//b0949//b4618//b1649//b4028//b1326//b0233//b0945//b0129//b2565//b0347//b2294//b0113//b3168//
GO_0031324_6	b4064//b2399//b1805//b1633//b1737//b0757//b1292//b2265//b0478//b4306//b1277//b3318//b0539//b3135//b3008//b1474//b3515//bioD1//b4016//b3894//b3701//b3035//b0189//b0762//b1481//b2818//b2712//glsA1//b2064//b1441//b0653//b4365//b1835//b3606//b0937//b0287//b0894//b2665//b0990//b0473//b0112//b0356//b2743//b2946//b4117//b1535//b0836//b1488//b1071//b2151//b3564//b2587//b1350//b3884//b2329//b4041//b0043//b0678//b2164//b0534//b2167//b0939//b2423//b2965//b1430//b1088//b4267//b1676//b1010//b1424//b1245//hprR//b2521//b0792//b3198//b1693//b2904//b0296//b0794//b1919//b4106//b1465//b1505//b0688//b0464//b2892//b1866//b0112//b2686//b0681//b1683//b2817//b4179//b4078//b2049//b3456//b2194//b3303//b2608//b0692//b4289//b2369//b1487//b3642//b2741//b3503//b1633//b0408//b3021//b1296//b1091//b4203//b0900//b3264//b1347//b0514//b3481//b0722//b2676//b1187//b2559//b1990//b2792//b4291//b2183//b1395//b4243//b3389//b0377//b1676//b0123//
GO_0031325_6	b3609//b2358//b1303//b0982//b4324//b2699//b0071//b2164//b3648//b3572//b4034//b1520//b0947//b3877//b3370//b3351//b0805//b3229//b0822//b0146//b0756//b2493//b0273//b2709//b2683//b1119//b1987//b0811//b1296//b3355//b3539//b3146//b3881//b3187//b4265//b0972//b2946//b1645//b4190//b4221//b4393//b1176//b3729//b3697//b1227//b0068//b3960//b1805//b2126//b3312//b3867//b0191//b1639//b1818//b4152//b2577//b0062//b0043//b3344//b1175//b3984//b4027//b1450//b0730//b3973//b4072//b0365//b3414//b2277//b1430//b3895//b1112//b1292//b3364//b0601//b0784//b0688//b0074//b3519//b2438//b2791//b2624//b1488//b0943//b1973//b0521//b3839//b0871//b1531//b4020//b4326//
GO_0031326_6	b4003//b3510//b4376//b0639//b3459//b0426//b2926//b1597//b0045//b0014//b3478//b0382//b2818//b1323//b3779//b0042//b1563//b3017//b0303//b3136//b3204//b1753//b2507//b4083//b1047//b2193//b2399//b1183//b2890//b3724//b3934//b2367//b3754//b2067//b1888//b2138//b3513//b1731//b0855//b3942//b3023//b3503//b3600//b3166//b1660//b3253//b0717//b0091//b3785//b0775//b4232//b0276//b2295//b2303//b0333//b3731//b1854//b3778//b0729//b4224//b0175//b3139//b0876//b2667//b1362//b3706//b3496//b2616//b3879//b2758//b1592//b2961//b0026//b2009//b0589//b2025//b4559//b0524//b1162//b2206//b3317//b3684//b3216//b0740//b2311//b0738//b4168//b2714//b1434//b3720//b4280//b1890//b2797//b2026//b1415//b3476//b3882//b3917//b3261//b1701//b1481//b3579//bioD2//b3185//b4301//b3195//b2414//hprR//b0969//b0154//b3401//b0598//b3691//b0368//b0813//b3645//b1012//b2819//b2164//b0591//b3891//b0435//b1724//b3534//b4198//b0784//b0314//b1783//b1695//b2925//b3226//b3304//b1683//b2841//b0318//b0484//b1988//rpnD//b3145//b0304//b4664//b3571//b0191//b0439//b3529//b0024//b0509//b2213//b2486//b2024//b2261//b2515//b0754//b1081//b4374//b3409//b0367//b4097//b0080//b4339//b3117//b1445//b3887//b2901//b3294//b0521//b1736//b3023//b3034//b3785//b0824//b0511//b3009//b2060//b1013//b0192//b1892//b2154//b3911//b0930//b0166//b1467//b4235//b2965//b0980//b3009//b3392//b0611//b3904//b4393//b0320//b2552//b0890//b0932//b0778//b0087//b3319//b3057//b4124//b2136//b0423//b2540//b1570//b0680//b1545//b4269//b1534//b0963//b3208//b2794//b0759//b2963//bioP//b2326//b4136//b0874//b2110//b2302//b3962//b3342//b3222//rpnB//b3629//b0993//b2062//b0139//b1288//b1501//b3198//b4078//b1710//b0553//b2431//yjgX//b1274//b2673//b2162//b1487//b1447//b3684//b3700//b3199//b3194//b3940//b3872//b3632//b3748//b2029//b1159//b2076//b2108//b2788//b1521//b0076//b2709//b4241//b2168//b3711//b2687//b2669//b3250//b3331//b2965//b0755//b3453//b3881//b3941//b3259//b2955//b2062//b2157//b0574//b2232//b1496//b1841//b0054//b0946//b4193//b2114//b3203//b1884//b2389//b1343//b0491//b4613//b4415//b0973//b3654//b0962//b1676//b2494//b3370//b3070//b3672//b4322//b3366//b3213//b1985//b0465//b2052//b3599//b3957//b2712//b2105//b2276//b2306//b0693//b3782//b4251//b3813//b3967//b0978//b2748//
GO_0031327_7	b3037//b0440//b2327//b0970//b1114//b3737//b4362//b0939//b2024//b3223//b3669//b0116//b1536//b3143//b3984//b3899//b2830//b0222//b2529//b0200//b0270//b1851//b3225//b1258//b3577//b2600//b2350//b0329//b2688//b2552//b0632//b4409//b1327//b3201//b0873//b2955//b3647//b3908//b2253//b0564//b0472//b2889//b2927//mltG//b3833//b0211//b2890//b2069//b1080//b0933//b1415//b3926//b1775//b0299//b1317//b2567//b1782//b0479//b1104//b3637//insI3//b3080//b3699//b1038//b4088//b3601//b3588//b0261//b0051//b1786//b2010//b3608//b2893//b3167//b2553//b3081//b3392//b3142//b1376//b2830//b4097//b3516//b0116//b3056//b1440//b1313//b2553//b2548//b1201//b3082//b1247//b4198//b1125//b0912//b4154//b4232//b1465//b3885//b3271//b0199//b3899//b4155//b1404//b4371//b0879//b2839//b3832//b2178//b1191//b2740//b2458//b2326//b3463//b3880//b2148//b4356//b2197//b1645//b4481//b1429//b3671//
GO_0031328_7	b3686//b0363//b1692//b1038//b3455//b0589//b0394//b0729//b0893//b3838//b3584//b0887//b0109//b3442//b1211//b0779//b4268//b3206//b2882//b3744//b2942//b0287//b3540//b1221//b1394//b4301//b2924//b1286//b0305//b2148//b0708//b1776//b4149//b0093//b4340//b0487//b4098//b1262//b2526//b2093//b2024//b1587//b2234//b3424//b1916//b3707//b1410//b0639//b0545//b0256//b2065//b3640//b0265//b1683//b1312//b3318//b2542//b0912//b4227//b3751//b2436//b3888//b3628//b0329//b0243//b0256//b0627//b3510//b0210//b0480//b1600//b0294//b1885//b2333//b1731//b1613//b3606//b0887//b2020//b1873//b0084//
GO_0031329_6	b3811//b1838//b3730//b2465//b0315//b0506//b3515//b2760//b3403//
GO_0031330_7	b0639//
GO_0031331_7	b2150//b0070//
GO_0031333_6	b2510//b0080//b2565//rhmR//b3925//b0678//b1492//b0797//b2708//b0213//
GO_0031334_6	b4382//b2211//b2411//b2023//b3929//b1466//b0699//b2169//b3330//b3297//b0823//
GO_0031341_4	b0019//
GO_0031342_5	b3621//
GO_0031344_6	b3155//b0565//b0314//b0239//b4148//
GO_0031345_7	b2558//b2526//
GO_0031346_7	b3726//b2179//b1610//
GO_0031365_7	b4510//b2813//b3825//b4377//b0386//b3330//b2728//
GO_0031399_7	b4123//b0185//b3166//
GO_0031400_8	b4314//
GO_0031401_8	b1912//b4039//
GO_0031437_8	b3105//
GO_0031439_9	b3693//
GO_0031455_5	b4115//b0904//
GO_0031456_6	b4384//b1292//
GO_0031460_7	b3294//b3114//b2350//b4004//b3779//b0023//b1860//rpnD//b2557//b4365//b1890//b3832//
GO_0031506_7	b2138//
GO_0031554_7	b2725//b1871//b0025//b3296//b0962//b0053//b2891//b3350//b4471//b3846//b2891//b1390//b0905//b4120//b2313//b2516//b3313//b3426//b2725//b1176//
GO_0031555_8	b3304//b1163//b4662//b1205//b2517//b1798//
GO_0031556_9	b3924//b3404//
GO_0031564_8	b2106//b4036//b0174//b2780//b2576//b3661//b3408//b1189//b1002//b2996//b0593//b1061//b3118//
GO_0031589_4	b0276//b3973//b3613//b1713//b1988//b2829//b2125//b0220//b1040//b0508//b2486//b0430//b3605//b1385//b0113//
GO_0031638_7	b0367//
GO_0031640_3	b2199//b1613//b2568//b4039//b3060//
GO_0031647_4	b2078//b3806//b1012//b1131//b3547//hprS//b2540//
GO_0031648_5	b3237//
GO_0031667_5	b2053//b0855//b0598//b0940//b1422//b4026//b0680//b3168//b3205//b2601//b1645//b0733//b0167//b1238//b3256//b3062//b4485//b0330//b2779//b3447//b1209//b1280//b1441//b0484//b3691//gapC//b3712//b2107//b2698//b3676//b1133//b2617//b3303//b0584//b3018//b0414//b2350//b3752//b0785//b2224//b2759//
GO_0031668_4	b4173//b1073//b2628//b4682//b1253//b3312//b0113//b3900//b1422//b0270//b1599//b3860//b0153//b0616//b0186//b0096//b3734//b3684//b2717//b1158//b2663//b0659//b4213//b1182//b0063//b1199//b0941//b3771//b3551//b3843//b4544//b1132//b1199//b0141//b0397//b3305//b4260//b0891//b0742//b2289//b2603//b0414//b0096//b2536//b3408//b1077//b1162//b2067//b3292//b2308//b1234//b0727//b0539//
GO_0031669_5	b0334//b1257//b1262//b3053//b2131//b1661//b1743//b2665//b3121//b0727//b2714//b4366//b1712//b4161//b2662//b2167//b3941//b0388//b0155//b0196//b1926//b2441//b1439//b0571//b2392//b1819//b3050//b0355//b3752//b1218//b0109//
GO_0031670_5	b4319//b3654//b3213//
GO_0032025_6	b3502//b1856//
GO_0032026_6	b3623//b2584//b3710//
GO_0032048_8	b3056//b1787//b1593//
GO_0032049_8	b4039//b1222//b2199//
GO_0032055_6	b1753//
GO_0032069_6	b0014//b2965//b1412//b3289//b0722//
GO_0032074_7	b0784//b0273//b0524//b3766//b1702//
GO_0032091_6	b0428//
GO_0032147_9	b2005//
GO_0032150_8	b4347//
GO_0032185_6	b2682//
GO_0032194_8	b4481//
GO_0032196_3	b3040//b0433//b4297//srkA//b4111//b0737//b0424//b3403//b3974//b1477//b2282//b1379//insI4//
GO_0032238_6	b3722//
GO_0032259_3	b1094//b3541//b1130//b0832//b1873//b0855//b3956//b0436//b1818//b1006//b1076//b4180//b2211//b2993//b2913//b1835//b0708//b4085//b0852//b4116//b2203//b2640//b1061//b4480//b2032//b1692//gpr//b0852//b1939//b0072//b2314//b0815//b3507//b2240//b0683//b1197//b3295//b0268//b3826//b2577//b2175//b0062//b0411//b2436//b0832//b3636//b2925//b2516//b3412//b1801//b0767//b1258//b3990//b0875//b3253//b0401//b2340//
GO_0032261_6	b0063//b4079//b0213//
GO_0032262_6	b0763//
GO_0032263_7	b3640//b2335//
GO_0032264_7	b3194//b0779//
GO_0032265_7	b3331//
GO_0032268_6	b3906//b1828//b3603//b0424//b0304//b3296//b2260//b1785//b1625//b3170//b0990//b4046//b0183//b3955//b2532//b2798//b0146//b3664//b1341//b4174//b0424//b1842//b0692//b1866//b2687//b2739//b3732//b2702//b3300//b0186//b1445//b1818//b4365//b1838//b0539//b3667//b3788//b4077//b2263//b3833//b1039//b0167//b0328//b2688//b0738//b1866//
GO_0032269_7	b1680//b0169//b1243//b4094//b1897//b4161//b3200//b2458//b2921//b2261//b0678//b1215//b1761//b3556//b3806//b3547//b2923//b0972//b3019//b4058//b1658//b0927//b4170//b3829//b1737//b1826//b2718//b3847//
GO_0032270_7	b1620//b3843//b3836//b2733//b4306//b1339//b0393//b3455//b3052//b0934//
GO_0032271_6	b1184//b1127//
GO_0032272_7	b0449//b3867//
GO_0032297_10	b3515//b4544//b3146//
GO_0032298_10	b2828//b1707//
GO_0032324_6	b1873//b0228//b3008//
GO_0032328_7	b1411//b2199//
GO_0032329_7	b1887//b0651//b3410//b0437//
GO_0032359_7	b2367//b2376//b1263//
GO_0032386_6	b0435//b2267//
GO_0032392_7	b0588//b1891//b0096//b3794//b2008//b0418//b1209//b3403//b1623//b4554//b2975//b4366//b4388//
GO_0032409_4	b2607//b0553//b3941//b0449//
GO_0032410_5	b0911//
GO_0032411_5	b3553//b2946//
GO_0032412_6	b3728//b2284//b1093//b2263//
GO_0032413_6	b1719//
GO_0032414_6	b3226//b3142//
GO_0032445_10	b0151//b1145//b4349//b0082//b3594//
GO_0032459_6	b2374//
GO_0032462_7	b4317//
GO_0032465_6	b1932//b0118//b0192//b2078//b1584//
GO_0032466_7	b1407//b3637//
GO_0032467_7	insI1//
GO_0032506_4	b3850//b3640//b2266//b0618//b1270//b2207//b2245//b1072//b3718//b0046//b1317//
GO_0032508_8	b3790//b0111//bioD1//b0878//b3752//b3962//b2683//b0576//b4511//b1327//b3671//b3082//b2750//
GO_0032535_4	b0855//b2393//b1617//b0853//b1021//
GO_0032774_6	b2533//b4356//b2075//b1037//b3825//b2143//b0433//b3143//b0854//b0605//b3642//b2954//b3192//b0403//b0911//b4189//b2130//b2061//b2104//b3296//b0996//b4129//b4000//b3603//b0835//b3501//b3463//b2478//b2698//b0974//b2991//b0565//b3400//b4117//b1347//b3952//b3060//b0948//b3156//b1900//b2381//b3844//b0207//b1852//b2125//b3569//b3040//b1716//b4146//b3465//b2386//b3736//b0382//b2242//b2528//b0934//b0614//b2827//b0895//b1187//b2955//b4071//b2599//b3800//b2027//b3125//b2025//b3719//b4207//b2820//b1652//b2943//b4380//b2567//b1360//b3779//b1599//b2108//b0737//b0905//b3009//b1704//b1035//b2264//b1220//b2538//b2904//b3136//b1851//b2328//b0429//b0637//b1860//b4299//b3624//b3679//b2104//b4359//b0693//b0576//b0763//b0657//b1444//b2717//b0116//b3028//b0088//b4392//b3195//b2474//b4602//b4602//b1822//b1967//b0619//b4258//b3182//b1540//b4055//b0366//b1215//b2260//b3230//b2907//b3353//b2382//b1252//b4028//b2062//
GO_0032775_6	b4179//b2361//b1197//
GO_0032776_6	b3620//
GO_0032780_7	b0032//b4470//
GO_0032781_7	b0830//b3672//b3060//
GO_0032784_8	b3117//b4249//
GO_0032787_7	b2760//b0766//b1790//b4379//b0847//b4042//b0314//b1011//b0441//b3469//b0195//b3952//b2236//b0804//b1724//b2893//b1476//b3710//b3050//b2893//b3409//b2216//b0988//b1124//b4064//b2546//b3118//b0982//b1191//b2536//b3268//b3707//b3962//b1944//b0160//b2009//b3155//b0487//b0863//b2290//b2393//b2058//b3306//b1185//b2313//b0123//b0775//b3794//b2689//b2255//b0956//b4327//b1650//b3138//b0856//b0774//b3628//b1344//b1285//b0444//b2770//b2661//b0408//b1677//b0161//b1006//b1175//b1264//b2014//b1395//b2610//b2082//b0763//b0659//b2584//b2757//b0433//b0856//b4022//b3577//b3729//b4279//b1165//b0846//b2614//b3386//b0154//b2998//b1088//b3654//b1096//b4260//b2995//b0443//b2673//b3366//b1391//b1978//b3834//b0170//b0376//b0724//b1821//b1126//b2921//b1550//b0007//b3494//b2184//b3355//b2285//b0875//b2508//b0109//b1654//b2020//b3114//b1815//b3281//b2413//b4428//b0088//b0161//b3295//b1306//b2342//b0924//b2935//b4194//b2811//b0084//b3715//b2492//b0839//b4015//b0071//b2501//b4169//b1178//b2761//b3599//b0688//b2754//b3949//b4187//b1258//b2209//b0723//b3993//b0587//b0688//b3881//b0996//b3733//b3006//b1186//b3541//b0650//b1360//b2918//b3807//b3465//b4058//b3753//b1611//b1314//b1378//b2830//b1609//b0914//b0740//b3235//b2111//b1249//b2193//b0674//b1104//b1633//b2803//b0492//b1594//b3343//b2312//b3742//b0679//b2157//b1610//b4191//b1695//b2111//b4036//b1066//b1944//b0642//b2211//b2756//b3708//b0839//b2840//b2949//b4146//b4132//b1828//
GO_0032790_6	b2025//b1615//
GO_0032879_4	b1829//b1767//b3883//b3731//b3672//b2755//b3082//b2197//b0826//b0802//b0692//b0607//b2184//b0284//b4144//b1884//b3364//b0415//b3891//b2341//b4288//b3494//b1385//b3486//b1189//b1264//b1833//b0410//
GO_0032880_5	b3410//b4179//b1421//
GO_0032881_6	b1783//b2240//b2753//b2960//
GO_0032885_7	b2328//b3790//b2818//
GO_0032940_3	b1286//b0762//b0432//b2677//b1913//b2597//b1116//
GO_0032950_7	b1779//
GO_0032951_8	b2904//
GO_0032954_7	b1375//b4528//b3131//
GO_0032955_6	b0029//b1926//b1805//
GO_0032973_7	b0441//b0641//b1022//b3891//b3652//
GO_0032978_7	b0862//b0990//b4544//b2340//
GO_0032984_5	b3119//b0856//b3899//b3127//b1815//b0428//b3209//b0649//b1805//
GO_0032988_6	b3216//b1853//
GO_0032989_4	b0828//
GO_0033013_5	b0988//b3503//b3198//b1826//b3989//b1536//b1576//b2285//b2336//b2949//b2595//b0085//b2834//b4039//b2232//glsA2//b1476//b0757//b2664//b2374//b2578//
GO_0033014_6	b1860//b0010//b4702//b1188//b3722//b1783//b2844//b0405//b2604//b4269//b1363//b4299//b1469//b2342//b3227//b0877//b2510//gpr//b3805//b3142//b0304//
GO_0033036_3	b0136//b0316//b1584//b4249//b3563//b1069//b3297//b0467//b0030//b2465//b2193//b2711//b4468//b1075//b0928//b0878//b1745//b2566//b0349//b1487//b0002//b3551//b3308//b1924//b3683//b2812//b4003//b0446//b2308//b3481//b4075//b0272//b0781//b1594//b0446//b3643//b0411//b3376//b3129//b0086//b4106//b2579//b2739//b0366//b3672//b1824//b3094//b2136//b3791//
GO_0033043_6	b0963//b2524//b0188//b3699//b1474//
GO_0033044_7	b1680//
GO_0033051_5	b3996//
GO_0033120_8	b0973//
GO_0033157_7	b4232//b1838//
GO_0033194_5	b1728//b0182//b0980//b4668//
GO_0033195_5	b0795//
GO_0033212_10	b1281//rpnB//b4054//b2553//b2315//
GO_0033214_11	b3255//b1728//
GO_0033228_8	b1704//b2587//b0936//b0863//
GO_0033238_6	b2894//b4313//b1781//b1677//
GO_0033240_7	b1576//
GO_0033317_7	b1118//b1881//b2265//b1200//
GO_0033319_5	b2689//
GO_0033320_6	b3476//
GO_0033345_8	b3394//
GO_0033353_5	b3237//
GO_0033359_7	b0486//b4064//
GO_0033365_6	b0859//
GO_0033383_6	b4380//
GO_0033384_6	b3469//
GO_0033388_7	b0599//
GO_0033477_5	b4349//
GO_0033499_8	b4214//b2987//b2528//b3558//b1288//b0948//b2745//
GO_0033517_5	b3664//
GO_0033518_6	b4149//
GO_0033526_7	b3400//b0355//b2553//b3800//
GO_0033539_7	b1959//b0959//b3950//
GO_0033542_7	b3812//b4239//
GO_0033543_8	b2738//
GO_0033554_4	b0143//b0572//b1809//b2810//b2891//b4024//b2753//b2132//b1857//b3794//b3494//b2414//b3142//b1956//b0819//b4352//b0778//b2492//b2132//b3878//b0930//b0400//b1042//b1009//b2955//b2179//b0019//b0469//b3124//b1639//b2074//b1652//b3300//b1448//b1422//b3319//b1775//b3590//b2091//b0369//b2255//b2037//b1481//b3384//b3769//b0440//b3653//b0652//b1838//b1595//b1697//b1203//b1525//b2040//b2435//b1247//b1597//b1465//b1716//b3066//b2207//b1337//b2662//b1329//b3357//b1617//b2784//b1227//b3943//b1998//b0344//b0220//b2735//b2253//b0222//b4702//b3626//b1253//b3831//b1823//b0853//b4242//b2128//b2788//b1131//b3213//b1897//b1094//b3950//b0551//yjgX//b1774//b0805//b0880//b1998//b0628//b2565//b0080//b4321//b0104//b1072//b0529//b1263//b1945//b0957//b3600//b2907//b0337//b0410//b1037//b1609//b2212//b2792//b4109//b2556//b3932//b2787//b1767//b2197//b4088//b1422//b2757//b1096//b1738//b3153//b0121//b0135//b1096//b3010//b2021//b4467//b3342//b2427//b3162//b1261//b0084//b2438//b1374//b4511//b3010//b2964//b2976//b0123//b3510//b4245//b2963//b2108//b2493//b4039//b3135//b3793//b3125//b1851//b4324//b1077//b2581//hprR//b0644//b2760//b1701//bioD2//b2686//b3705//b2752//b2100//b1740//b4378//b0629//b1774//b3244//b4161//b0413//b3407//b1620//b1184//b3931//b1211//b1412//b3881//b2757//b3057//b0158//b0417//b0766//b2730//b2666//b2631//b2746//b3664//b2831//b3344//b0844//b4075//b0087//b0688//b3385//b1328//b1922//b2698//b1595//b4124//b1858//b2310//b2092//b2559//b3316//b1704//b1084//b0681//b3240//b2009//b1262//b3068//b2344//b2905//b1114//b2219//b0139//b3650//b0414//b1391//b0762//b0237//b3844//b0557//b4280//b4428//b1704//b0910//b0149//b2508//b1676//b0337//b3268//b3176//b1736//b0168//b0383//b4222//rpnA//b1348//b1178//b1141//b4474//b2265//b2024//b1004//b2277//b4118//b2733//b1799//b2344//b0968//b3424//b1053//b0854//b2566//b3645//b0649//b2905//b3230//b1890//b1328//b0970//b2180//b4485//b0954//b0798//b0469//b0240//b4311//b3721//b3454//b2935//b1188//b3365//b1226//b3652//b1612//b0778//b1840//b1488//b2507//bioD2//b0092//b0173//b4377//b2718//b1780//b0421//b3949//b2140//b2927//b0576//b1047//b4143//b3849//b1207//b0199//b2827//b1204//b0920//b1902//b1244//b2024//b0632//b1350//b3665//b3252//b1202//b1738//b3986//b2565//b1579//b0998//b4036//b4011//b2996//b1857//b2310//b0466//b1424//b1493//b1276//
GO_0033559_6	b0939//
GO_0033567_6	b2217//
GO_0033585_7	b4203//b2891//
GO_0033609_8	b1743//
GO_0033611_8	b4290//
GO_0033674_7	b1274//
GO_0033683_7	b0979//
GO_0033692_6	b4027//b2470//b1786//insI4//b0599//b0612//b2631//b1824//b2328//b4252//b0492//b0999//b1684//b3005//b0993//b2067//b0756//b2923//b3791//b2483//b1826//b2765//b3034//b1599//b3136//b1686//b1225//b4225//b2262//b1130//b2241//b2257//b3515//b2957//b2382//b3501//b2183//b4058//b1715//b3161//b2234//b1014//b1518//b0628//b3991//b0589//b0401//
GO_0033865_6	b4279//b2601//b2933//b2162//b2126//b1139//b0578//
GO_0033866_7	b3313//b2064//b4237//b4144//
GO_0033875_7	b3781//b1112//b0733//b3666//b2830//b0903//b0949//
GO_0034030_8	b3114//b0313//b2258//b3176//
GO_0034032_6	b0826//b3671//b3620//b2827//b1327//b0439//rhmR//
GO_0034033_7	b0376//b1767//b0998//b3812//
GO_0034035_7	b2215//rhmR//b4262//
GO_0034059_4	b1998//b3416//
GO_0034192_7	b0240//b0628//b1204//
GO_0034193_7	b0110//
GO_0034194_8	b0638//b1540//b0933//
GO_0034195_8	b0154//
GO_0034198_6	b2733//b3752//b3983//
GO_0034203_6	b0415//
GO_0034204_5	b4421//b3261//
GO_0034213_6	b1745//
GO_0034214_7	b2458//b2569//b2302//b2714//
GO_0034219_6	b0178//b0972//b3268//b0486//b1165//b0874//b1339//b0067//b2938//b0589//b2742//b4476//b3497//b4363//b0592//b0530//b3469//b0594//b4258//b2542//b0809//b4143//b3816//b3546//b2558//b2038//b2560//b3872//b1992//b2295//b0303//b0092//b3117//b0896//b0263//b0281//b0226//b0619//b1849//b3330//b1539//b1326//b2320//b2507//b2568//b1375//b3751//b2867//b2483//b2362//b4318//b2553//b2703//b0330//b3924//b0698//b0093//b0427//b0074//b0633//b0149//b1741//b2867//b3319//b0766//b2195//b0307//b0526//b0605//b0831//b4209//b2339//b0840//b2011//b3863//b1227//b1637//b0829//b0564//b3826//b1384//b2493//b3715//b3447//b0613//b1588//b0066//b0723//b3566//b2708//b4532//b3615//b1048//b1695//
