# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	allB//
go_1900233_7	tdk//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	tsaD//
go_1900751_9	rfbD//
go_1901135_4	tsaB//asnB//mhpA//puuE//cysI//phnP//
go_1901260_9	moeB//
go_1901264_6	zwf//amyA//dcm//
go_1901275_3	coaE//
go_1901281_6	paaZ//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	accD//tgt//nrfA//adeD//ruvB//
go_1901652_5	
go_1901657_5	guaD//apt//iscS//
go_1901661_5	arsC//kdsA//
go_1901684_8	ravA//
go_1901891_5	
go_1901998_5	acnA//frmA//
go_1902021_6	ppc//
go_1902022_6	pdxH//lpxM//
go_1902023_6	mgsA//
go_1902047_6	glmS//epmC//
go_1902201_7	
go_1902208_6	
go_1902209_7	glxR//
go_1902210_7	
go_1902270_7	dxr//
go_1902328_5	trpD//
go_1902358_7	iaaA//tig//murC//alsK//
go_1902475_8	argS//fumB//dbpA//ubiX//waaU//entB//entB//
go_1902476_9	thiM//uxaA//
go_1902599_7	ymdB//rluA//
go_1902600_8	nanE//adk//dsdA//nrdA//metL//yghU//gcvH//mhpB//ilvB//
go_1902601_8	yigB//yjcS//
go_1902603_8	ldhA//
go_1902758_6	paaG//
go_1902760_6	moeB//
go_1902767_6	dgoA//
go_1902777_6	hyaB//dacC//cobS//thiH//
go_1902778_5	ndh//
go_1902815_7	argB//
go_1903228_9	gadB//
go_1903352_7	tag//
go_1903401_7	thiL//pgpB//
go_1903424_9	tsaD//
go_1903457_6	
go_1903506_8	nudF//ilvE//
go_1903507_9	ldtC//
go_1903658_6	
go_1903711_7	torZ//hcaF//
go_1903712_8	codA//hisI//treC//
go_1903714_8	ldcA//mnaT//glpA//
go_1903716_8	argC//metC//
go_1903785_7	pdxJ//gatZ//murD//adhE//dnaQ//
go_1903791_7	yhdJ//aroK//
go_1903810_8	icd//mltD//
go_1903825_6	yhdH//
go_1903826_8	malP//phr//
go_1903830_9	sdhA//citX//
go_1903874_10	gltX//pbpC//rluF//
go_1903959_8	garD//tynA//
go_1904659_9	murE//
go_1904812_9	entC//
go_1905039_7	torY//ispG//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	ada//
go_1990481_8	galM//
go_1990497_6	ubiE//
go_1990507_5	
go_1990516_9	phnI//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	gloB//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	ulaG//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	hemN//
