# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	fabG//
go_1900231_6	truB//
go_1900232_7	
go_1900233_7	fucA//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	nanK//
go_1900751_9	moaA//
go_1901135_4	adhE//arnA//malP//glyA//ltaE//kdgK//
go_1901260_9	yjiA//
go_1901264_6	yrfG//bioF//narZ//
go_1901275_3	cpdB//
go_1901281_6	hchA//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	otsA//wzb//argC//prmB//panD//
go_1901652_5	
go_1901657_5	atoB//glk//queF//
go_1901661_5	dgt//ulaE//
go_1901684_8	apaH//
go_1901891_5	
go_1901998_5	nrdE//rnd//
go_1902021_6	nrdD//
go_1902022_6	eutD//dxs//
go_1902023_6	menD//
go_1902047_6	purU//rlmC//
go_1902201_7	
go_1902208_6	
go_1902209_7	rlmI//
go_1902210_7	
go_1902270_7	acs//
go_1902328_5	serS//
go_1902358_7	yigB//metC//umpG//ansB//
go_1902475_8	dcm//narI//malY//nrdD//rsmF//mltC//sgbE//
go_1902476_9	hypB//nrdA//
go_1902599_7	surA//tktA//
go_1902600_8	umpG//hemB//yeaE//queD//nemA//dcm//malP//ahr//glpC//
go_1902601_8	cysH//epmB//
go_1902603_8	ppc//
go_1902758_6	galT//
go_1902760_6	yggF//
go_1902767_6	insI-1//
go_1902777_6	iaaA//narZ//dacD//mngB//
go_1902778_5	dapD//
go_1902815_7	yjhG//
go_1903228_9	rlmD//
go_1903352_7	napB//
go_1903401_7	rbn//aceB//
go_1903424_9	gapA//
go_1903457_6	
go_1903506_8	edd//nrdA//
go_1903507_9	ybiV//
go_1903658_6	
go_1903711_7	thrS//ilvE//
go_1903712_8	etp//cobT//mcrA//
go_1903714_8	kdsC//aroE//lplA//
go_1903716_8	tag//sdhD//
go_1903785_7	sucB//fau//gnd//phnH//ubiE//
go_1903791_7	guaC//waaY//
go_1903810_8	mhpD//queF//
go_1903825_6	mnmG//
go_1903826_8	ubiX//ilvA//
go_1903830_9	cmk//entE//
go_1903874_10	trmJ//menH//opgB//
go_1903959_8	mocA//aroK//
go_1904659_9	mtlD//
go_1904812_9	alaS//
go_1905039_7	ldcA//mtlD//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	cdd//
go_1990481_8	alr//
go_1990497_6	rutC//
go_1990507_5	
go_1990516_9	rihC//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	cyoE//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	pldB//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	azoR//
