# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	gnd//
go_1900191_6	
go_1900192_6	
go_1900231_6	ppiC//
go_1900232_7	
go_1900233_7	ybhA//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	sad//
go_1900751_9	thiG//
go_1901135_4	waaS//rsmH//tyrS//dhaM//pck//bioC//
go_1901260_9	adhE//
go_1901264_6	rffG//fabG//entC//
go_1901275_3	mraY//
go_1901281_6	gcvT//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	selA//ruvC//icd//dusC//cyaA//
go_1901652_5	
go_1901657_5	cysI//hemB//lpxM//
go_1901661_5	cmoB//rlmB//
go_1901684_8	mazG//
go_1901891_5	
go_1901998_5	rnpA//moaD//
go_1902021_6	pdxA//
go_1902022_6	rluF//waaJ//
go_1902023_6	cadA//
go_1902047_6	kbaZ//otsB//
go_1902201_7	
go_1902208_6	
go_1902209_7	bioA//
go_1902210_7	
go_1902270_7	queC//
go_1902328_5	bioD//
go_1902358_7	nadC//ushA//pdxJ//speD//
go_1902475_8	rluC//rlmC//ldhA//rsmG//mcrB//folX//fadE//
go_1902476_9	waaH//cdsA//
go_1902599_7	waaO//tadA//
go_1902600_8	yfcF//nudB//fadA//yfcG//menH//coaE//gcvH//nudC//fbp//
go_1902601_8	mrcB//proB//
go_1902603_8	glmM//
go_1902758_6	etp//
go_1902760_6	appA//
go_1902767_6	ldtB//
go_1902777_6	speG//aldA//nanE//bglA//
go_1902778_5	xdhB//
go_1902815_7	umpH//
go_1903228_9	moaE//
go_1903352_7	glpA//
go_1903401_7	murF//waaC//
go_1903424_9	pabA//
go_1903457_6	
go_1903506_8	yciA//rffM//
go_1903507_9	ruvA//
go_1903658_6	
go_1903711_7	sdhB//fabH//
go_1903712_8	trmI//garD//aroG//
go_1903714_8	fadH//coaE//prmC//
go_1903716_8	lysS//rluD//
go_1903785_7	pykA//coaD//pyrH//yihU//rsmJ//
go_1903791_7	ilvD//dmlA//
go_1903810_8	aspC//menF//
go_1903825_6	atoB//
go_1903826_8	pyrH//murB//
go_1903830_9	umpG//citE//
go_1903874_10	dxr//dxr//murE//
go_1903959_8	cobU//arnB//
go_1904659_9	cdsA//
go_1904812_9	puuA//
go_1905039_7	suhB//frdD//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	ubiE//
go_1990481_8	tsaC//
go_1990497_6	eptB//
go_1990507_5	
go_1990516_9	nudB//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	speG//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	phnG//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	rnb//
