# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	nfi//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	def//
go_1900751_9	dgt//
go_1901135_4	tig//thiC//mltA//nirD//pgsA//ribE//
go_1901260_9	panB//
go_1901264_6	lipA//gcvP//ymdB//
go_1901275_3	mnmA//
go_1901281_6	tsaC//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	polB//tcdA//paaJ//pgk//rffM//
go_1901652_5	
go_1901657_5	phnJ//tauD//bioH//
go_1901661_5	rffC//clsC//
go_1901684_8	pdxB//
go_1901891_5	
go_1901998_5	dhaL//ubiD//
go_1902021_6	idnD//
go_1902022_6	kduD//recF//
go_1902023_6	yqjH//
go_1902047_6	ldcA//maeA//
go_1902201_7	
go_1902208_6	
go_1902209_7	torA//
go_1902210_7	
go_1902270_7	rsmI//
go_1902328_5	rnb//
go_1902358_7	gmhB//nudG//serS//treF//
go_1902475_8	gmhB//mltA//rsmE//ahr//dcd//ulaG//dgcZ//
go_1902476_9	dapD//argD//
go_1902599_7	luxS//serA//
go_1902600_8	yfeW//phnG//rnb//azoR//dcyD//gpp//tyrB//ydiO//serS//
go_1902601_8	malY//ulaE//
go_1902603_8	narG//
go_1902758_6	gpp//
go_1902760_6	thiM//
go_1902767_6	moaE//
go_1902777_6	phnJ//umpG//metB//dapB//
go_1902778_5	glnE//
go_1902815_7	phnL//
go_1903228_9	dmsC//
go_1903352_7	glcF//
go_1903401_7	idi//gcvP//
go_1903424_9	nadE//
go_1903457_6	
go_1903506_8	ispA//nadC//
go_1903507_9	carA//
go_1903658_6	
go_1903711_7	tyrS//ugd//
go_1903712_8	ttdA//hisI//aceA//
go_1903714_8	speB//pyrE//phnO//
go_1903716_8	yigB//mltA//
go_1903785_7	wecB//dkgA//pdxK//cpsB//kduI//
go_1903791_7	yidA//cobT//
go_1903810_8	nrdE//dapF//
go_1903825_6	lpoA//
go_1903826_8	ansB//lpd//
go_1903830_9	ubiF//preT//
go_1903874_10	coaD//plsB//sodC//
go_1903959_8	hyaB//ugd//
go_1904659_9	murF//
go_1904812_9	cdsA//
go_1905039_7	mrdA//paaF//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	yjiA//
go_1990481_8	nfsB//
go_1990497_6	fes//
go_1990507_5	
go_1990516_9	lpd//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	hcp//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	nudG//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	nrdB//
