# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	tsaE//
go_1900190_5	tcdA//
go_1900191_6	
go_1900192_6	
go_1900231_6	hisG//
go_1900232_7	
go_1900233_7	maeA//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	rutE//
go_1900751_9	truC//
go_1901135_4	yciV//dgoK//ampD//ubiA//napC//dcm//
go_1901260_9	panE//
go_1901264_6	fadI//rluB//menF//
go_1901275_3	trpA//
go_1901281_6	idi//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	gntK//thrC//prmC//ulaG//moaE//
go_1901652_5	
go_1901657_5	pyrD//gabD//pdeL//
go_1901661_5	def//tpiA//
go_1901684_8	tmk//
go_1901891_5	
go_1901998_5	mnmG//folC//
go_1902021_6	rluA//
go_1902022_6	fadE//gntK//
go_1902023_6	gmk//
go_1902047_6	phnI//tmcA//
go_1902201_7	
go_1902208_6	
go_1902209_7	rlmG//
go_1902210_7	
go_1902270_7	eptA//
go_1902328_5	alr//
go_1902358_7	paaH//ileS//kdsD//poxB//
go_1902475_8	hcaB//mraY//hisB//nfsB//glcF//sgbU//kdsB//
go_1902476_9	gatD//ddlA//
go_1902599_7	nirB//lldD//
go_1902600_8	ssuE//rpiA//fbp//trmH//slt//cysG//dld//dapF//argH//
go_1902601_8	gluQ//waaF//
go_1902603_8	otsA//
go_1902758_6	hisS//
go_1902760_6	ubiE//
go_1902767_6	glmS//
go_1902777_6	sthA//galE//lpxM//tsaC//
go_1902778_5	mutM//
go_1902815_7	paaH//
go_1903228_9	ruvC//
go_1903352_7	pta//
go_1903401_7	speF//waaH//
go_1903424_9	rutB//
go_1903457_6	
go_1903506_8	accC//yfiC//
go_1903507_9	accC//
go_1903658_6	
go_1903711_7	mutL//fabB//
go_1903712_8	pabC//epmA//ybcF//
go_1903714_8	lpxT//rluC//yieH//
go_1903716_8	yjhH//galT//
go_1903785_7	amyA//hcaD//ilvN//kdsD//phnJ//
go_1903791_7	rpiA//uidA//
go_1903810_8	lysC//sdhC//
go_1903825_6	rsmB//
go_1903826_8	ansA//pdxJ//
go_1903830_9	rnd//pdeL//
go_1903874_10	trmA//cobB//rutE//
go_1903959_8	pgk//glcF//
go_1904659_9	wzb//
go_1904812_9	tmk//
go_1905039_7	ygjK//treC//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	sodC//
go_1990481_8	luxS//
go_1990497_6	mepS//
go_1990507_5	
go_1990516_9	ygeX//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	nrfA//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	lysC//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	hisI//
