# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	umuC//
go_1900192_6	
go_1900231_6	caiD//
go_1900232_7	
go_1900233_7	tag//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	yfeW//
go_1900751_9	ilvH//
go_1901135_4	lsrG//aroD//fadJ//purD//uxuA//mutL//
go_1901260_9	sseA//
go_1901264_6	rsmC//waaJ//ascB//
go_1901275_3	yeiG//
go_1901281_6	epmC//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	cysC//frmA//argG//puuE//ygeX//
go_1901652_5	
go_1901657_5	gltX//fadD//pgi//
go_1901661_5	lyxK//yagE//
go_1901684_8	gpp//
go_1901891_5	
go_1901998_5	bacA//phnN//
go_1902021_6	polA//
go_1902022_6	uidA//ulaG//
go_1902023_6	sodB//
go_1902047_6	luxS//umuC//
go_1902201_7	
go_1902208_6	
go_1902209_7	ppc//
go_1902210_7	
go_1902270_7	pdxA//
go_1902328_5	selD//
go_1902358_7	pabA//tsaB//dgcM//waaL//
go_1902475_8	cof//puuD//aroH//gstB//pgsA//rffT//cysH//
go_1902476_9	phnJ//kdsD//
go_1902599_7	phnP//entA//
go_1902600_8	yihT//sbcB//narG//aroG//eptC//metL//rffM//dkgB//psuG//
go_1902601_8	glnE//alkA//
go_1902603_8	nagZ//
go_1902758_6	aroB//
go_1902760_6	ldtC//
go_1902767_6	yigL//
go_1902777_6	dut//paaB//narV//waaH//
go_1902778_5	mnmA//
go_1902815_7	pepD//
go_1903228_9	psuG//
go_1903352_7	sucB//
go_1903401_7	phr//rsmA//
go_1903424_9	pdeH//
go_1903457_6	
go_1903506_8	hyaB//dcm//
go_1903507_9	folX//
go_1903658_6	
go_1903711_7	idnK//dkgA//
go_1903712_8	glpD//ansB//allD//
go_1903714_8	mutM//gudD//ygeX//
go_1903716_8	gcvP//mltB//
go_1903785_7	lldD//dmsB//caiD//pdeH//fabH//
go_1903791_7	sodA//umuC//
go_1903810_8	idnO//fabZ//
go_1903825_6	mgsA//
go_1903826_8	nadC//paaB//
go_1903830_9	alsK//pfkB//
go_1903874_10	ispG//rsmI//ruvC//
go_1903959_8	aroL//glgB//
go_1904659_9	leuC//
go_1904812_9	waaF//
go_1905039_7	eda//acpS//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	lpcA//
go_1990481_8	idi//
go_1990497_6	surA//
go_1990507_5	
go_1990516_9	pdeF//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	glnE//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	carB//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	trpB//
