# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	iscS//
go_1900705_8	
go_1900727_8	nrdB//
go_1900751_9	bglX//
go_1901135_4	ubiX//ulaG//rutA//ldtA//menC//tilS//
go_1901260_9	mdh//
go_1901264_6	ybiV//pcm//nadK//
go_1901275_3	yqhD//
go_1901281_6	coaE//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	rsmD//ilvH//trmL//aspS//aroE//
go_1901652_5	
go_1901657_5	chbF//rsmF//sodC//
go_1901661_5	hchA//dcyD//
go_1901684_8	umuC//
go_1901891_5	
go_1901998_5	gmhB//yihV//
go_1902021_6	yieF//
go_1902022_6	asnB//yqhD//
go_1902023_6	polB//
go_1902047_6	nagZ//aldA//
go_1902201_7	
go_1902208_6	
go_1902209_7	ldtE//
go_1902210_7	
go_1902270_7	thyA//
go_1902328_5	carB//
go_1902358_7	dmsC//suhB//fadB//cpdB//
go_1902475_8	leuB//ubiG//tynA//folC//aroA//sseA//betA//
go_1902476_9	nrfD//eutB//
go_1902599_7	gpmA//eno//
go_1902600_8	tpiA//ubiI//cysM//ispG//kduD//fucI//ligB//glyA//carB//
go_1902601_8	aspS//btuR//
go_1902603_8	araB//
go_1902758_6	aceF//
go_1902760_6	pykA//
go_1902767_6	kdsA//
go_1902777_6	cysD//pyrH//puuD//hchA//
go_1902778_5	sodC//
go_1902815_7	dmsB//
go_1903228_9	eutD//
go_1903352_7	mltD//
go_1903401_7	avtA//accD//
go_1903424_9	proB//
go_1903457_6	
go_1903506_8	paaC//glpD//
go_1903507_9	oxc//
go_1903658_6	
go_1903711_7	gltX//rimK//
go_1903712_8	queA//malY//xylA//
go_1903714_8	mnmG//mltC//melA//
go_1903716_8	dusC//rfaE//
go_1903785_7	pphB//menD//xapA//adeD//gapA//
go_1903791_7	sdhB//slyD//
go_1903810_8	waaP//rutE//
go_1903825_6	edd//
go_1903826_8	gltX//kbaY//
go_1903830_9	murF//accC//
go_1903874_10	waaP//yfeW//thiM//
go_1903959_8	opgB//gcvH//
go_1904659_9	patA//
go_1904812_9	sodC//
go_1905039_7	dmlA//metL//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	fcl//
go_1990481_8	kbaZ//
go_1990497_6	spoT//
go_1990507_5	
go_1990516_9	gutQ//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	yfeX//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	tatD//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	ispA//
