# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	purT//
go_0099133_8	yajO//yihS//thiL//amyA//ldtC//glxK//fkpA//pgsA//gstB//leuC//mrcB//umuD//
go_0101030_8	narV//
go_1900190_5	yjjG//
go_1900191_6	
go_1900192_6	
go_1900231_6	pflB//
go_1900232_7	
go_1900233_7	dam//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	gpsA//
go_1900751_9	rfe//
go_1901135_4	tyrS//epmA//aroB//ycaO//gstB//murC//
go_1901260_9	cpdA//
go_1901264_6	fabZ//yfcG//phnH//
go_1901275_3	dgcZ//
go_1901281_6	putA//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	hchA//cheR//glpD//gcvP//rlmE//
go_1901652_5	
go_1901657_5	pgaD//ulaF//glpA//
go_1901661_5	purB//relA//
go_1901684_8	phnP//
go_1901891_5	
go_1901998_5	wzb//yajO//
go_1902021_6	yihV//
go_1902022_6	gpsA//yciV//
go_1902023_6	phnN//
go_1902047_6	rsmG//queD//
go_1902201_7	
go_1902208_6	
go_1902209_7	paaG//
go_1902210_7	
go_1902270_7	iscS//
go_1902328_5	prs//
go_1902358_7	uxaB//yghU//carA//cof//
go_1902475_8	rihC//waaB//alaA//prpD//trpB//menB//dadA//
go_1902476_9	phnI//aphA//
go_1902599_7	glcE//sseA//
go_1902600_8	dmsB//wecB//tktA//gltX//fbp//folM//malS//aceB//mutL//
go_1902601_8	cysQ//nudG//
go_1902603_8	tdcB//
go_1902758_6	rffG//
go_1902760_6	pgpC//
go_1902767_6	serS//
go_1902777_6	mnmE//torC//galU//hisA//
go_1902778_5	menB//
go_1902815_7	ampH//
go_1903228_9	rlmA//
go_1903352_7	xylA//
go_1903401_7	glpB//ftnA//
go_1903424_9	rsmG//
go_1903457_6	
go_1903506_8	trpC//deoC//
go_1903507_9	glpB//
go_1903658_6	
go_1903711_7	trpD//roxA//
go_1903712_8	dgoA//betA//sdhC//
go_1903714_8	yfiC//hemG//rnb//
go_1903716_8	lpxK//dcd//
go_1903785_7	hchA//ybhA//fadM//gstB//yjjX//
go_1903791_7	pgaC//dgcZ//
go_1903810_8	garK//ynfE//
go_1903825_6	ackA//
go_1903826_8	rnt//gabD//
go_1903830_9	agp//insI-1//
go_1903874_10	pyrD//phoA//mtn//
go_1903959_8	cobS//gntK//
go_1904659_9	ubiC//
go_1904812_9	rffG//
go_1905039_7	hdhA//chbF//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	phnG//
go_1990481_8	mtn//
go_1990497_6	pgaD//
go_1990507_5	
go_1990516_9	umuC//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	frmB//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	rluA//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	ppx//
