# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	gutQ//
go_0099133_8	tesB//napA//rfaD//glk//prmB//aroL//hisI//sgbE//patZ//pdxJ//nagK//def//
go_0101030_8	gstA//
go_1900190_5	bcsA//
go_1900191_6	
go_1900192_6	
go_1900231_6	rbn//
go_1900232_7	
go_1900233_7	prmB//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	yegS//
go_1900751_9	uxuB//
go_1901135_4	speB//putA//nfsB//pgaD//acpT//acnA//
go_1901260_9	acnA//
go_1901264_6	pflB//hypB//purC//
go_1901275_3	pyrD//
go_1901281_6	gmk//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	pncB//fabD//gatZ//yeiG//argC//
go_1901652_5	
go_1901657_5	lacZ//garL//accB//
go_1901661_5	waaH//paaC//
go_1901684_8	fadM//
go_1901891_5	
go_1901998_5	fucO//cysN//
go_1902021_6	speF//
go_1902022_6	malP//ribE//
go_1902023_6	pabB//
go_1902047_6	umuC//gpsA//
go_1902201_7	
go_1902208_6	
go_1902209_7	waaY//
go_1902210_7	
go_1902270_7	ampD//
go_1902328_5	recF//
go_1902358_7	garD//rluE//hemE//xylB//
go_1902475_8	clsB//entB//adeD//tdcG//rluE//dkgA//pdxH//
go_1902476_9	ghrB//yjhH//
go_1902599_7	yhdH//ycaO//
go_1902600_8	galK//codA//dld//trmA//pdeF//prpB//ubiC//gdhA//dgoK//
go_1902601_8	mnaT//nadE//
go_1902603_8	udp//
go_1902758_6	rbsK//
go_1902760_6	fre//
go_1902767_6	aroC//
go_1902777_6	paaF//trmD//frmA//rsmD//
go_1902778_5	galM//
go_1902815_7	ydfG//
go_1903228_9	codA//
go_1903352_7	napB//
go_1903401_7	aroD//hcaC//
go_1903424_9	ghrB//
go_1903457_6	
go_1903506_8	ispF//eptC//
go_1903507_9	fabH//
go_1903658_6	
go_1903711_7	gltB//fau//
go_1903712_8	napC//iscS//citE//
go_1903714_8	frlB//dgkA//pyrE//
go_1903716_8	waaS//glnE//
go_1903785_7	iscS//menI//suhB//dmsC//serB//
go_1903791_7	rlmA//eno//
go_1903810_8	acpT//yfbR//
go_1903825_6	yeiG//
go_1903826_8	thiM//iscS//
go_1903830_9	treF//ilvB//
go_1903874_10	glpB//ligA//citE//
go_1903959_8	pgm//yihU//
go_1904659_9	yihV//
go_1904812_9	sthA//
go_1905039_7	glmU//miaA//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	ampH//
go_1990481_8	ygjK//
go_1990497_6	torZ//
go_1990507_5	
go_1990516_9	yfcG//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	malY//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	lsrG//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	rsmA//
