# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	dkgB//
go_0099133_8	ybjG//cysI//ilvD//yigL//nemA//aroG//selD//sodC//psuG//cpsB//pphB//hisC//
go_0101030_8	chbG//
go_1900190_5	rluA//
go_1900191_6	
go_1900192_6	
go_1900231_6	tmcA//
go_1900232_7	
go_1900233_7	gmk//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	truC//
go_1900751_9	ackA//
go_1901135_4	ddlA//aldB//thiH//pabA//cmk//queG//
go_1901260_9	phoA//
go_1901264_6	xthA//aroH//cdd//
go_1901275_3	fabD//
go_1901281_6	trmJ//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	uvrB//mnmG//fadB//cadA//clsA//
go_1901652_5	
go_1901657_5	moeB//cdh//ubiH//
go_1901661_5	sdhC//mhpA//
go_1901684_8	pphB//
go_1901891_5	
go_1901998_5	tmk//rluE//
go_1902021_6	deoB//
go_1902022_6	thrB//waaU//
go_1902023_6	rfbC//
go_1902047_6	tsaC//mdh//
go_1902201_7	
go_1902208_6	
go_1902209_7	umuC//
go_1902210_7	
go_1902270_7	mutY//
go_1902328_5	tdcB//
go_1902358_7	speA//gpp//astC//phnL//
go_1902475_8	frlB//chbG//tehB//purF//yahK//gcvH//bfr//
go_1902476_9	glpA//fumC//
go_1902599_7	frdD//nth//
go_1902600_8	poxB//chbF//hisC//oxc//tag//rlmF//trmD//dsdA//rsmE//
go_1902601_8	waaS//purA//
go_1902603_8	mobA//
go_1902758_6	rluD//
go_1902760_6	queF//
go_1902767_6	fau//
go_1902777_6	insI-2//katE//purU//gmd//
go_1902778_5	putA//
go_1902815_7	waaZ//
go_1903228_9	kdsD//
go_1903352_7	clsC//
go_1903401_7	caiD//tatD//
go_1903424_9	ddlA//
go_1903457_6	
go_1903506_8	mhpD//cysN//
go_1903507_9	frc//
go_1903658_6	
go_1903711_7	ribF//yghU//
go_1903712_8	idnO//tilS//lysC//
go_1903714_8	fau//entA//prmB//
go_1903716_8	betA//cfa//
go_1903785_7	folA//dcyD//gatD//tesB//tesB//
go_1903791_7	lysS//leuB//
go_1903810_8	pyrB//rsmD//
go_1903825_6	yahK//
go_1903826_8	rfaE//proC//
go_1903830_9	ulaG//kbaZ//
go_1903874_10	gluQ//acnA//rutE//
go_1903959_8	malY//argG//
go_1904659_9	rdgB//
go_1904812_9	rdgB//
go_1905039_7	gloA//yhdH//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	dcm//
go_1990481_8	opgE//
go_1990497_6	fabB//
go_1990507_5	
go_1990516_9	allC//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	narG//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	epmC//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	bfr//
