# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	puuB//
go_1900191_6	
go_1900192_6	
go_1900231_6	cynT//
go_1900232_7	
go_1900233_7	katG//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	fadA//
go_1900751_9	asd//
go_1901135_4	menF//yjhH//yihT//yfaU//zwf//yfcF//
go_1901260_9	gutQ//
go_1901264_6	entA//ydiO//rsmB//
go_1901275_3	ycjU//
go_1901281_6	galK//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	ada//cyoE//uvrC//solA//pck//
go_1901652_5	
go_1901657_5	cmoA//dld//gltD//
go_1901661_5	pepD//argC//
go_1901684_8	yieF//
go_1901891_5	
go_1901998_5	ugd//gapA//
go_1902021_6	ldcC//
go_1902022_6	deoC//rsmB//
go_1902023_6	abgA//
go_1902047_6	pheT//tag//
go_1902201_7	
go_1902208_6	
go_1902209_7	yfcF//
go_1902210_7	
go_1902270_7	uidA//
go_1902328_5	fucI//
go_1902358_7	srlD//trmI//tig//dxr//
go_1902475_8	gmhB//entC//yahK//thrS//glgB//tsaD//malS//
go_1902476_9	yggF//ileS//
go_1902599_7	phnI//glmM//
go_1902600_8	glpA//rffM//ldcA//ftnA//acpS//recF//mazG//accA//hisI//
go_1902601_8	btuR//hemB//
go_1902603_8	dcd//
go_1902758_6	der//
go_1902760_6	rnd//
go_1902767_6	umpG//
go_1902777_6	murQ//rutD//def//phnP//
go_1902778_5	tig//
go_1902815_7	cdd//
go_1903228_9	ppsA//
go_1903352_7	gpp//
go_1903401_7	cysH//dmlA//
go_1903424_9	bcsA//
go_1903457_6	
go_1903506_8	hdhA//ilvH//
go_1903507_9	sthA//
go_1903658_6	
go_1903711_7	alkA//napC//
go_1903712_8	rutD//ppiA//rffG//
go_1903714_8	pgpB//nagZ//hycB//
go_1903716_8	phnG//tynA//
go_1903785_7	pyrG//lpcA//pheT//cdh//proC//
go_1903791_7	prs//ynfE//
go_1903810_8	frdA//glnA//
go_1903825_6	fucA//
go_1903826_8	xylB//upp//
go_1903830_9	sufS//pinE//
go_1903874_10	xapA//torY//hisS//
go_1903959_8	hinT//uxaC//
go_1904659_9	phnJ//
go_1904812_9	insI-2//
go_1905039_7	hemL//folA//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	gdhA//
go_1990481_8	thiM//
go_1990497_6	truD//
go_1990507_5	
go_1990516_9	yfiC//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	pyrB//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	fadJ//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	cobC//
