# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	glnE//
go_1900231_6	menB//
go_1900232_7	
go_1900233_7	rnb//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	fkpA//
go_1900751_9	ynfH//
go_1901135_4	tdcE//lpxP//hemA//tig//treA//rutE//
go_1901260_9	hflX//
go_1901264_6	umpH//ribC//appA//
go_1901275_3	waaZ//
go_1901281_6	waaF//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	narZ//upp//kduD//fau//queG//
go_1901652_5	
go_1901657_5	rlmA//katE//trpE//
go_1901661_5	glyA//phnJ//
go_1901684_8	hycB//
go_1901891_5	
go_1901998_5	adk//metC//
go_1902021_6	pgm//
go_1902022_6	nadE//frmB//
go_1902023_6	ycaO//
go_1902047_6	hflX//rluD//
go_1902201_7	
go_1902208_6	
go_1902209_7	mnmE//
go_1902210_7	
go_1902270_7	pheA//
go_1902328_5	menH//
go_1902358_7	gpp//trmL//hisB//ppsA//
go_1902475_8	chbG//treF//ybiV//deoD//phnJ//leuS//eno//
go_1902476_9	glmM//ppiC//
go_1902599_7	argF//sdhC//
go_1902600_8	rlmI//pabC//entA//astC//glxK//ldcA//tig//yjcS//gpt//
go_1902601_8	dapF//mdh//
go_1902603_8	fdhF//
go_1902758_6	yagF//
go_1902760_6	argI//
go_1902767_6	fucI//
go_1902777_6	lpoA//rlmB//hypF//yahK//
go_1902778_5	gpt//
go_1902815_7	trmA//
go_1903228_9	dusC//
go_1903352_7	mhpC//
go_1903401_7	tdcG//cynT//
go_1903424_9	ampH//
go_1903457_6	
go_1903506_8	fes//nth//
go_1903507_9	dacD//
go_1903658_6	
go_1903711_7	yghU//dusB//
go_1903712_8	umpG//codA//mcrB//
go_1903714_8	ubiH//garK//tmcA//
go_1903716_8	argK//rsmI//
go_1903785_7	ycjU//waaF//rlmB//entH//pdxB//
go_1903791_7	metK//aldA//
go_1903810_8	cyoE//yagF//
go_1903825_6	cysI//
go_1903826_8	lpxC//aroF//
go_1903830_9	rpiB//entE//
go_1903874_10	rluB//waaQ//aes//
go_1903959_8	apaH//mngB//
go_1904659_9	aroB//
go_1904812_9	uvrB//
go_1905039_7	panE//tdk//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	aroK//
go_1990481_8	gph//
go_1990497_6	malY//
go_1990507_5	
go_1990516_9	pnp//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	ribB//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	accB//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	ssuD//
