# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	roxA//
go_1900231_6	yjhH//
go_1900232_7	
go_1900233_7	csdA//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	yihV//
go_1900751_9	yghU//
go_1901135_4	relA//sgbE//yagE//mnmA//yigL//ogt//
go_1901260_9	dusC//
go_1901264_6	tig//deoC//tsaB//
go_1901275_3	mak//
go_1901281_6	thiG//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	mog//rlmE//lysS//hinT//aroB//
go_1901652_5	
go_1901657_5	cysK//serB//treF//
go_1901661_5	hycB//tdcB//
go_1901684_8	tag//
go_1901891_5	
go_1901998_5	aroD//aldA//
go_1902021_6	ubiE//
go_1902022_6	rfbD//otsA//
go_1902023_6	paaH//
go_1902047_6	ispU//tatD//
go_1902201_7	
go_1902208_6	
go_1902209_7	pyrD//
go_1902210_7	
go_1902270_7	pphA//
go_1902328_5	fadH//
go_1902358_7	deoD//pabC//guaD//cpdB//
go_1902475_8	psuG//rlmF//dnaE//tdcD//cysD//abgA//ispB//
go_1902476_9	lpxP//yfcG//
go_1902599_7	hemD//malQ//
go_1902600_8	dacD//truD//glnS//alaA//sufS//garK//astC//pgaD//gdhA//
go_1902601_8	nirB//polB//
go_1902603_8	rlmH//
go_1902758_6	rsuA//
go_1902760_6	argC//
go_1902767_6	menA//
go_1902777_6	udp//menE//rsmC//ldcA//
go_1902778_5	metL//
go_1902815_7	poxB//
go_1903228_9	aroD//
go_1903352_7	tpiA//
go_1903401_7	dapA//pheS//
go_1903424_9	dgkA//
go_1903457_6	
go_1903506_8	pykF//pdeR//
go_1903507_9	acpH//
go_1903658_6	
go_1903711_7	metC//tatD//
go_1903712_8	aspS//leuD//clsB//
go_1903714_8	acpS//yidA//wzb//
go_1903716_8	ftsI//malQ//
go_1903785_7	frlB//ispA//rdgB//uxaB//sodC//
go_1903791_7	tsaB//ubiH//
go_1903810_8	argE//pabC//
go_1903825_6	acpT//
go_1903826_8	glcD//mhpB//
go_1903830_9	rpe//yagF//
go_1903874_10	pgm//thiC//tktB//
go_1903959_8	menD//lpd//
go_1904659_9	ubiE//
go_1904812_9	yqaB//
go_1905039_7	ydiO//ascB//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	leuC//
go_1990481_8	agp//
go_1990497_6	der//
go_1990507_5	
go_1990516_9	fabZ//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	ybcF//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	ribD//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	gatZ//
