# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	nrfD//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	arnB//
go_1900751_9	fadE//
go_1901135_4	aspC//ubiA//waaG//gmk//rsmA//eda//
go_1901260_9	mtn//
go_1901264_6	pgaB//ybjI//rutE//
go_1901275_3	ligB//
go_1901281_6	gcvH//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	lpxK//cobU//fadB//murA//phnI//
go_1901652_5	
go_1901657_5	pdeL//ileS//gph//
go_1901661_5	menA//purT//
go_1901684_8	mngB//
go_1901891_5	
go_1901998_5	thrC//aceA//
go_1902021_6	pbpC//
go_1902022_6	cmoA//lysU//
go_1902023_6	thiG//
go_1902047_6	pdxA//pinE//
go_1902201_7	
go_1902208_6	
go_1902209_7	panE//
go_1902210_7	
go_1902270_7	ndh//
go_1902328_5	waaL//
go_1902358_7	srlD//cheB//queC//rlmD//
go_1902475_8	garR//rlmC//moaE//aspC//recJ//mnmA//hflX//
go_1902476_9	glpB//ttdA//
go_1902599_7	ulaE//pck//
go_1902600_8	mobA//astB//cadA//fre//fumA//cysS//ispF//sucD//mutY//
go_1902601_8	glgP//yihV//
go_1902603_8	hchA//
go_1902758_6	puuE//
go_1902760_6	lysA//
go_1902767_6	mnmA//
go_1902777_6	lpxL//rfbC//melA//glcF//
go_1902778_5	dgcZ//
go_1902815_7	menD//
go_1903228_9	plsC//
go_1903352_7	aceB//
go_1903401_7	xdhB//rbsD//
go_1903424_9	rutC//
go_1903457_6	
go_1903506_8	thiL//glgP//
go_1903507_9	xdhB//
go_1903658_6	
go_1903711_7	tig//fruK//
go_1903712_8	polA//nagZ//solA//
go_1903714_8	tyrA//menI//paaG//
go_1903716_8	glpX//yagF//
go_1903785_7	pphB//ldtA//sseA//pdeL//rffC//
go_1903791_7	speF//ispU//
go_1903810_8	recF//umuD//
go_1903825_6	yfiC//
go_1903826_8	garR//acs//
go_1903830_9	adk//iaaA//
go_1903874_10	rpe//dgoD//gluQ//
go_1903959_8	trpA//preT//
go_1904659_9	hemG//
go_1904812_9	purL//
go_1905039_7	treC//pphA//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	dcd//
go_1990481_8	tilS//
go_1990497_6	trpB//
go_1990507_5	
go_1990516_9	xthA//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	yihU//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	kduD//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	pldB//
