# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	waaH//
go_0099131_7	ilvA//
go_0099132_7	frlC//hyi//gdhA//ansA//cobC//carA//nrfC//orn//
go_0099133_8	dosP//xylB//nrdF//ulaF//rsmJ//frc//waaZ//fabI//garD//phoA//waaY//prpB//
go_0101030_8	pcm//
go_1900190_5	yjiA//
go_1900191_6	
go_1900192_6	
go_1900231_6	bcsA//
go_1900232_7	
go_1900233_7	pdxK//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	pykF//
go_1900751_9	argF//
go_1901135_4	trmO//ruvB//folA//amiD//lpxK//gstB//
go_1901260_9	valS//
go_1901264_6	sthA//trmL//suhB//
go_1901275_3	glgX//
go_1901281_6	menI//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	eutD//nagK//murI//lpxK//metL//
go_1901652_5	
go_1901657_5	lipB//rfaE//sodA//
go_1901661_5	dosP//ribE//
go_1901684_8	phnH//
go_1901891_5	
go_1901998_5	gudD//dapD//
go_1902021_6	idi//
go_1902022_6	cdh//tdh//
go_1902023_6	ygjK//
go_1902047_6	glcF//arnB//
go_1902201_7	
go_1902208_6	
go_1902209_7	dxr//
go_1902210_7	
go_1902270_7	moaE//
go_1902328_5	nudF//
go_1902358_7	hisI//mngB//mug//frlB//
go_1902475_8	waaO//lysU//ldcA//eptC//aldA//rluB//trmO//
go_1902476_9	yjjG//cysI//
go_1902599_7	nemA//yidA//
go_1902600_8	rpiA//panB//asnS//uxaB//pgm//menE//fadK//preT//wzb//
go_1902601_8	speA//orn//
go_1902603_8	lipA//
go_1902758_6	garL//
go_1902760_6	glgC//
go_1902767_6	ynfH//
go_1902777_6	cynT//metL//argK//moaA//
go_1902778_5	prpB//
go_1902815_7	sufS//
go_1903228_9	icd//
go_1903352_7	tdk//
go_1903401_7	ilvE//abgB//
go_1903424_9	prpB//
go_1903457_6	
go_1903506_8	nrdB//deoC//
go_1903507_9	alaA//
go_1903658_6	
go_1903711_7	uvrB//moaE//
go_1903712_8	coaD//appA//thiL//
go_1903714_8	nanE//appA//katE//
go_1903716_8	alr//yigL//
go_1903785_7	dgoK//mog//phnP//manA//glnA//
go_1903791_7	narV//rfbC//
go_1903810_8	galM//hemG//
go_1903825_6	pphA//
go_1903826_8	pyrH//hyaC//
go_1903830_9	fdhF//puuA//
go_1903874_10	oxc//pta//fadD//
go_1903959_8	poxB//def//
go_1904659_9	fadI//
go_1904812_9	ubiF//
go_1905039_7	ubiG//birA//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	yciA//
go_1990481_8	glpC//
go_1990497_6	fdhF//
go_1990507_5	
go_1990516_9	astB//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	rpiB//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	coaA//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	fkpA//
