# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	gloC//
go_0101030_8	insI-2//
go_1900190_5	fadH//
go_1900191_6	
go_1900192_6	
go_1900231_6	rsmJ//
go_1900232_7	
go_1900233_7	glxR//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	pgi//
go_1900751_9	folE//
go_1901135_4	menD//torC//malS//ansA//ftnA//paoC//
go_1901260_9	csdA//
go_1901264_6	speB//kduD//cfa//
go_1901275_3	rffM//
go_1901281_6	pncB//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	menE//sodB//yeaG//dgcT//mltF//
go_1901652_5	
go_1901657_5	rlmJ//rluB//hcaD//
go_1901661_5	malP//yihV//
go_1901684_8	paaE//
go_1901891_5	
go_1901998_5	solA//argE//
go_1902021_6	lpcA//
go_1902022_6	queA//glcB//
go_1902023_6	phnG//
go_1902047_6	rsmH//yjjG//
go_1902201_7	
go_1902208_6	
go_1902209_7	abgB//
go_1902210_7	
go_1902270_7	cdd//
go_1902328_5	mrdA//
go_1902358_7	metB//cysC//sdaB//arnT//
go_1902475_8	uvrB//entC//nagK//proC//cdsA//dcm//ppsA//
go_1902476_9	codA//yegS//
go_1902599_7	lpxK//thiG//
go_1902600_8	glnE//ppiC//cdd//dhaL//ldtA//chbF//aldA//thiH//ddlB//
go_1902601_8	bioD//uvrC//
go_1902603_8	scpC//
go_1902758_6	etk//
go_1902760_6	menA//
go_1902767_6	gcd//
go_1902777_6	trpC//galU//waaJ//aspC//
go_1902778_5	gmhB//
go_1902815_7	purD//
go_1903228_9	azoR//
go_1903352_7	miaB//
go_1903401_7	galM//ftnA//
go_1903424_9	cobU//
go_1903457_6	
go_1903506_8	ruvB//uidA//
go_1903507_9	trpC//
go_1903658_6	
go_1903711_7	purD//hemE//
go_1903712_8	dgcT//sdhD//malS//
go_1903714_8	sdhB//hisH//preA//
go_1903716_8	citX//gcvP//
go_1903785_7	lysC//preA//rpe//argE//hemN//
go_1903791_7	otsB//pgsA//
go_1903810_8	slt//cadA//
go_1903825_6	selB//
go_1903826_8	mutM//gmhB//
go_1903830_9	mutH//tdcD//
go_1903874_10	waaF//rsmD//malP//
go_1903959_8	mltA//ynfE//
go_1904659_9	lsrK//
go_1904812_9	xylA//
go_1905039_7	glcB//hyaC//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	udk//
go_1990481_8	ispH//
go_1990497_6	tdcB//
go_1990507_5	
go_1990516_9	rluA//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	gldA//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	dgoA//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	trmO//
