# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	gutQ//
go_0099133_8	roxA//glcE//galE//pgk//der//ampD//pphB//aroA//lpcA//gmhB//mutH//rsmB//
go_0101030_8	xdhB//
go_1900190_5	tsaE//
go_1900191_6	
go_1900192_6	
go_1900231_6	waaJ//
go_1900232_7	
go_1900233_7	thiC//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	adk//
go_1900751_9	cynT//
go_1901135_4	waaS//ogt//pyrG//purB//guaA//fadD//
go_1901260_9	uvrC//
go_1901264_6	citE//thiI//pdeH//
go_1901275_3	phoA//
go_1901281_6	dut//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	allD//bioA//cdh//thyA//hinT//
go_1901652_5	
go_1901657_5	dapF//nagB//bcsA//
go_1901661_5	kdsA//mgsA//
go_1901684_8	bioC//
go_1901891_5	
go_1901998_5	metG//sdhD//
go_1902021_6	dgcM//
go_1902022_6	carA//alsK//
go_1902023_6	sthA//
go_1902047_6	prpB//ribF//
go_1902201_7	
go_1902208_6	
go_1902209_7	pinE//
go_1902210_7	
go_1902270_7	rlmL//
go_1902328_5	mnmE//
go_1902358_7	truB//astC//lpoA//leuC//
go_1902475_8	lgoD//speF//sucD//mcrA//hpt//yihS//pta//
go_1902476_9	rluC//nanE//
go_1902599_7	gltB//rlmE//
go_1902600_8	narV//rihB//iscS//tdcB//mnmC//betA//allC//glmM//fabI//
go_1902601_8	fabD//gltD//
go_1902603_8	deoD//
go_1902758_6	ndh//
go_1902760_6	dinB//
go_1902767_6	torC//
go_1902777_6	nfi//uvrB//pyrG//nagA//
go_1902778_5	agp//
go_1902815_7	dfp//
go_1903228_9	leuA//
go_1903352_7	wzc//
go_1903401_7	thiE//kdsA//
go_1903424_9	glpX//
go_1903457_6	
go_1903506_8	opgB//fadM//
go_1903507_9	rsmG//
go_1903658_6	
go_1903711_7	murI//dgoD//
go_1903712_8	dcd//leuC//yfdR//
go_1903714_8	relA//hcp//yagE//
go_1903716_8	glgC//gatD//
go_1903785_7	pldB//hemL//mrcB//pgaD//fadE//
go_1903791_7	tsaB//rsmD//
go_1903810_8	hemH//lsrK//
go_1903825_6	trpS//
go_1903826_8	panC//hflX//
go_1903830_9	ppsA//ynfF//
go_1903874_10	dacC//treA//argA//
go_1903959_8	thrB//fabG//
go_1904659_9	phr//
go_1904812_9	aldB//
go_1905039_7	trpA//aceB//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	aspA//
go_1990481_8	sgbH//
go_1990497_6	lpxB//
go_1990507_5	
go_1990516_9	preT//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	hisG//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	csdA//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	cyaA//
