# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	tsaD//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	lpxP//
go_1900751_9	garD//
go_1901135_4	ppiC//glnA//yciV//asnB//sgbE//paaG//
go_1901260_9	rhaM//
go_1901264_6	hflX//dapB//phnG//
go_1901275_3	codA//
go_1901281_6	waaP//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	cheR//hisH//ybcF//recG//dusC//
go_1901652_5	
go_1901657_5	rffT//pepD//coaA//
go_1901661_5	arnA//hinT//
go_1901684_8	paaG//
go_1901891_5	
go_1901998_5	accC//atoB//
go_1902021_6	leuB//
go_1902022_6	phnJ//gcd//
go_1902023_6	yciA//
go_1902047_6	ddlB//nrdB//
go_1902201_7	
go_1902208_6	
go_1902209_7	wzc//
go_1902210_7	
go_1902270_7	frdD//
go_1902328_5	gloC//
go_1902358_7	lysU//eda//lysA//metG//
go_1902475_8	lldD//acpT//kbaY//pdxA//rbn//hypB//patZ//
go_1902476_9	miaA//ubiA//
go_1902599_7	tyrB//acpT//
go_1902600_8	proS//rffC//leuC//fabA//rfaE//valS//tag//feaB//truD//
go_1902601_8	mraY//yciV//
go_1902603_8	pdxB//
go_1902758_6	pgl//
go_1902760_6	ulaD//
go_1902767_6	rutC//
go_1902777_6	phnG//gpp//paaF//argF//
go_1902778_5	speB//
go_1902815_7	bacA//
go_1903228_9	tsaD//
go_1903352_7	ruvA//
go_1903401_7	rlmD//moaA//
go_1903424_9	menA//
go_1903457_6	
go_1903506_8	lpxL//gdhA//
go_1903507_9	surA//
go_1903658_6	
go_1903711_7	scpC//cpsG//
go_1903712_8	xdhB//pgpC//deoC//
go_1903714_8	fbaA//tynA//cysQ//
go_1903716_8	tsaC//ubiH//
go_1903785_7	guaB//ulaD//ppsA//frmB//fadE//
go_1903791_7	icd//yihU//
go_1903810_8	thrC//ygjK//
go_1903825_6	aroC//
go_1903826_8	sgbH//rsmH//
go_1903830_9	mak//tehB//
go_1903874_10	glxK//ribF//malS//
go_1903959_8	ymdB//alsE//
go_1904659_9	dapD//
go_1904812_9	speB//
go_1905039_7	abgB//pyrE//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	guaA//
go_1990481_8	trpC//
go_1990497_6	aroC//
go_1990507_5	
go_1990516_9	azoR//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	coaD//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	gloC//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	alr//
