# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	pgi//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	gstB//
go_1900751_9	lpxH//
go_1901135_4	nadC//prpC//glyA//thrS//pyrF//patA//
go_1901260_9	rfaD//
go_1901264_6	ghrB//gloA//cysC//
go_1901275_3	kefF//
go_1901281_6	nudC//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	rutC//fadJ//queC//allC//nadA//
go_1901652_5	
go_1901657_5	acpH//glgA//rsmB//
go_1901661_5	waaJ//lpxC//
go_1901684_8	sucB//
go_1901891_5	
go_1901998_5	kbaZ//rnd//
go_1902021_6	ansB//
go_1902022_6	pgpC//pheT//
go_1902023_6	ulaD//
go_1902047_6	glcE//metE//
go_1902201_7	
go_1902208_6	
go_1902209_7	citC//
go_1902210_7	
go_1902270_7	entC//
go_1902328_5	argH//
go_1902358_7	adeD//thiM//cpsB//alsK//
go_1902475_8	cpsB//yfcG//fumB//hcaF//tauD//murI//hyaA//
go_1902476_9	ppiA//ltaE//
go_1902599_7	hemH//mtgA//
go_1902600_8	narV//serA//rbn//kbaZ//trpD//galU//rlmE//murB//trmI//
go_1902601_8	yihT//argD//
go_1902603_8	araB//
go_1902758_6	alsE//
go_1902760_6	queD//
go_1902767_6	trmA//
go_1902777_6	mltD//sucB//otsA//ubiA//
go_1902778_5	murC//
go_1902815_7	tnaA//
go_1903228_9	insI-1//
go_1903352_7	queF//
go_1903401_7	accD//hypB//
go_1903424_9	gmd//
go_1903457_6	
go_1903506_8	aroC//pcm//
go_1903507_9	rhaB//
go_1903658_6	
go_1903711_7	dapA//pheA//
go_1903712_8	entE//dhaM//tynA//
go_1903714_8	eptB//dmsB//gcd//
go_1903716_8	kdsD//lipA//
go_1903785_7	yihS//nudC//mtgA//scpB//mutL//
go_1903791_7	lpoB//garL//
go_1903810_8	xdhB//pck//
go_1903825_6	tdk//
go_1903826_8	allC//pdxY//
go_1903830_9	trmD//ahr//
go_1903874_10	ppx//dcyD//pyrD//
go_1903959_8	phnH//leuD//
go_1904659_9	rffC//
go_1904812_9	phnG//
go_1905039_7	ilvI//serA//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	sbcB//
go_1990481_8	pnp//
go_1990497_6	tgt//
go_1990507_5	
go_1990516_9	yfcF//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	trmL//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	fre//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	yqaB//
