#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct 10 15:03:56 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/datasets_bnumbers/gos_bnum.txt
GO_0000018_7	b0972//b1692//xisR//b2897//
GO_0034644_7	b2167//b2341//
GO_0034645_5	b3825//b2891//b2834//b1049//b3457//b2023//b0822//b4351//b2381//b1953//b3359//b3006//b2477//b0173//b3502//b4510//b1011//b2758//b2997//b2938//b3244//b3735//b1247//b2465//b2592//b4070//b2526//b1612//b0432//b2236//b2130//b3736//b0343//b2333//b0570//b3457//b3251//b0512//b0357//b4154//b0032//b1477//b2607//b0680//b4361//b3367//b1482//b0141//b0239//b0092//bioP//b1826//b4191//b0593//b3998//b0911//b2427//b3403//b2207//b2785//b2196//b4261//b1099//b2197//b0591//b4258//b0724//b2217//b0331//b2008//b0183//b2890//b3928//b1158//b0479//b3892//b1337//b1415//b3718//b1913//b2093//b4136//b0693//b2289//b3706//b2220//b2178//b2557//b1438//b0907//b3571//b4377//b0106//b0127//b3183//b3134//b1112//b1829//b0754//b4470//b4337//b3164//b1738//b4162//b1410//b0578//b4221//b3006//b3265//b2609//b2366//b0015//b1435//b2183//b2079//b2923//b0162//b1225//b1379//b0062//b3780//b4279//insI4//b4327//b3740//b0823//b3657//b1579//b3510//b4375//b0497//b0014//b3566//b3366//b3604//b0430//b2640//b3559//b1932//b0083//b0155//b4046//b1257//b0596//b0699//b3847//b1493//b2093//b1204//b3518//b3521//b0066//b3623//b4246//b2538//b0113//b2659//b3317//b1664//b0102//b3626//b2373//b4302//b0447//b4101//b0675//b3422//b0298//b0022//b0226//b2168//b1391//b0254//b2109//b4243//b3877//b4179//b2628//b1449//b2925//hxpB//b2965//b3311//b2365//b1901//b2496//b1703//b4224//b3733//b3442//b2211//b1209//b0160//b0590//b0336//b3622//b0920//b2684//b3428//b4024//b1998//b2537//b1474//b2202//b1241//b4122//b3396//b1656//b0770//b1450//b3528//b1082//b4027//b2336//b0413//b2521//b2620//b4073//b1681//b3633//b0853//b1785//b1858//b3179//b0036//b0109//b4191//b0375//ftp//b4160//b3544//b1857//b0093//b2523//b0343//b3172//b4298//b4065//b2147//b0601//b3172//b3603//b0195//b0303//b0839//b4142//b2170//b0584//b0924//b0680//b0842//b3906//b0727//b2746//b1182//b1774//b1145//b0983//b0826//b1799//b3515//b0045//b1985//b2096//b0333//b0980//b3879//b1235//b2197//b3416//b0732//b3980//b3271//b2957//b3453//b2344//b2483//b1959//b3741//b3907//b2165//b3789//b4245//b1080//b0210//b1712//b0730//b0365//b2169//b3991//b3940//b3092//b3437//b2388//b3704//b1686//b4312//b4170//b2177//b0589//b0614//b2399//b2608//b3518//
GO_0034654_5	b3343//b4128//b2234//b1576//b1069//b3974//b3198//b2026//b3470//b2594//b2707//b3701//b0185//b0799//b0535//b4484//b1292//b3135//b3406//b1059//b3022//b3244//b0831//b4077//b1441//b4227//b3359//b0425//b0281//b0806//b1832//b1238//b0714//b2834//b1927//b3366//b0959//srkA//b0624//b2599//b3067//b1814//b3493//b4327//b2987//b2027//b0692//b3198//b2049//b2712//b2542//b0529//b0143//b0508//b0650//b0614//b1037//b0783//b4148//b3639//b1304//b3577//b2930//b0803//b0093//b2765//b2996//b3904//b4354//b3028//b3087//b1129//b3781//b1645//b1088//b2093//b0613//b2243//b2128//b2416//b1092//b3885//b2994//b3155//xisR//b1622//b2129//b1914//b1238//b2676//b4232//b2202//b3479//b2729//b0807//b0460//b2998//b3751//b4099//b3255//b0958//b3408//b1772//glsA//b0727//b3788//b1960//b2552//b0846//b1245//b3653//b1113//b0120//b3084//b3931//b2525//b4214//b1275//b1613//b3606//b4480//b3310//b1340//b4687//b0539//insI4//b1430//b4378//b0896//b1409//b0381//b0215//b1288//b3223//b2600//b0095//b2417//b1860//b0528//b2708//b1826//b2698//b2865//b0426//b4399//b2919//b0076//b3945//b4166//b3704//b2501//b0170//b0731//b2997//b1438//b3178//b2903//b1253//b2456//b2521//b1037//b4133//b0674//b2163//b0090//b0365//b3167//b1663//b3256//b1684//b0211//b0509//b3367//b1265//b2923//b0710//b2267//b2219//b3982//b1066//b3390//b3839//b0938//b0483//b0397//b2296//b3721//b2048//b3264//b1552//b0432//b0853//b2955//b0383//b1876//b2132//b4137//b2180//b0717//b3260//b3528//b3973//b0158//b3469//b1654//b1719//b2675//b0399//b4025//b3869//b1409//b2381//b1766//b1271//b3413//b0171//b2684//b0336//b2869//b0936//b1637//b3835//b0025//b1424//b1842//b1086//b1340//b0947//b2554//b3702//b2312//b3503//b0640//b0603//b0757//b0461//b3846//b0381//b0015//b0732//b1424//b4077//b3298//b4464//b1077//b0963//b3401//b2373//b1536//b0641//b0728//b2563//b2607//b0340//b2025//b1651//b1716//b1412//b3662//
GO_0034655_5	b0085//b0054//b0752//b3752//b0099//b3682//b3778//b3648//b2759//b0422//b0777//b0030//b3064//b0077//b1994//b2096//b2569//b1686//b3526//b1740//b1677//b0333//b2306//b3962//b1807//b3308//b2507//b2601//b1827//b2386//b2820//b0377//b3173//b2532//b1472//b2610//b2955//b3715//b0035//b2538//b1932//b0864//b0930//b2175//b0256//b4171//b2960//b1398//b3546//b0149//b1006//b2921//b2065//b0518//yjgX//b0681//b4180//b3829//b0237//b3231//b1912//b2379//b0375//b0423//b4550//b3741//b1569//b1728//b2125//b0413//b3236//b3697//b4088//
GO_0034656_5	b0435//b1280//b1282//b1707//b2870//b4055//b4159//b3139//b4367//b3766//b1804//b3261//b2519//
GO_0034660_7	b1009//b4311//b3747//b3331//b3847//b0476//b3234//b1712//b1116//b2163//b3084//b3502//b4022//b1660//b2292//b3578//b1249//b0803//b2358//b0599//b2194//b3771//b3458//b2252//b2480//b1550//b2387//b0954//b3244//b0469//b2294//b1117//bioD2//b0341//b1620//b2077//b4314//b4090//b1824//b2568//b2890//b2518//b2699//b0124//b0472//b2563//b1284//b0996//b1533//b1602//b2438//b0759//b1732//b4319//b1892//b0675//b2199//b0035//b0877//b2831//b1716//b3131//b4243//b1593//b3518//b2597//b0587//b4299//b0655//b0273//b1953//b3452//b0002//b4221//b0876//b4254//b2483//b2724//qorA//b2536//b2335//b1375//b0934//b1508//b1639//b3547//b2842//b1994//b4511//b0200//b4261//b0941//b3365//b2705//b0430//b0628//b2105//b0378//b4237//b0212//b1007//b1260//b0938//b1732//b2174//b1278//b3364//b1046//b0464//b4072//b3790//b2399//b4291//rpnC//b0432//b2665//b3126//b3249//b4409//b1474//b3713//b1109//
GO_0034661_7	b1702//b2924//b2481//b1204//
GO_0034755_9	b3867//b1588//b0140//b2465//
GO_0034762_6	b4231//b2216//b4319//b1959//b0378//b3458//b3632//b3199//
GO_0034763_6	b2933//b0177//
GO_0034764_6	b4024//b3190//
GO_0034765_7	b4031//b0604//b4355//b1086//hprS//b3520//b2066//
GO_0034766_7	b0644//
GO_0034767_7	b3092//b2519//
GO_0034775_7	b4377//b3624//b0466//b1651//b2991//
GO_0034983_9	b0847//b0738//
GO_0035235_6	b2808//b1352//b0329//b1140//
GO_0035303_8	b3119//b0243//b0774//b3559//b0314//
GO_0035304_8	b3183//
GO_0035306_9	b3845//
GO_0035307_9	b3752//
GO_0035335_8	b0709//b3828//b3128//
GO_0035344_8	b2995//b3290//
GO_0035350_6	b0054//
GO_0035383_4	b2724//b3911//b1343//b3778//b3222//b3826//b2952//b3559//
GO_0035384_5	b4327//b2285//
GO_0035429_8	b3477//b4528//b0553//b1587//b3720//b1312//
GO_0035433_7	b0439//b0038//
GO_0035434_9	b2546//b0425//b2965//b2026//b0763//
GO_0035435_9	b2840//b2753//b3583//b3826//b2369//b2777//b4354//b3479//b2224//
GO_0035442_7	b3981//b0467//b4388//b3313//b4031//b3634//b4168//b1280//b0999//b1061//b2554//
GO_0035443_7	b3139//b4363//b1654//b0907//b0265//b1384//b2091//b3062//
GO_0035444_9	b3502//b4227//b1245//b4024//b3616//b1276//b0607//
GO_0035461_6	b4005//b1218//b0890//b4026//b3891//b2292//b3264//b1501//b4705//b3745//
GO_0035510_7	b1545//b0874//b3902//b2806//b3260//
GO_0035511_5	b3887//
GO_0035513_5	b4005//
GO_0035524_8	b3394//
GO_0035552_6	topAI//
GO_0035553_6	b3365//
GO_0035556_4	b3972//b0940//b1264//b3932//b2326//b2510//b0281//rpnA//b0340//b4557//b1692//b2442//b0210//b2831//b3623//b2889//b2780//b3137//b0423//b1090//b2726//b4042//b1805//b2601//b1683//b0296//b0935//b3454//b3844//b2600//b2762//b2741//b0847//b2901//b1842//b2565//b3576//b0140//b0318//b3201//b4155//b1211//b0183//b1042//b0357//b2745//
GO_0035600_8	b1872//
GO_0035601_7	b0346//b3622//b2428//
GO_0035672_6	b0808//b1732//b2755//b1723//b1222//b1200//b2728//b2581//b3718//b2670//b4208//hexR//b3063//b1218//b3733//b0621//b0859//b0553//b4464//b4222//
GO_0035690_5	b2307//b4064//b2265//b4335//b3989//b3682//b3563//b2128//b4401//b0810//b1249//
GO_0035725_9	b0304//b1276//b2838//b2882//b2765//b2610//b0095//
GO_0035784_9	b1076//
GO_0035821_4	b3765//b3234//b0484//b2903//b1945//
GO_0035864_6	b3231//
GO_0035873_8	b3012//b0245//
GO_0035890_5	b1525//b3583//b0047//b0905//
GO_0035891_6	b0176//b2196//b2451//b1270//
GO_0035966_4	rhmR//b1433//b2215//b0032//b4365//b0677//b3633//
GO_0035967_5	b0024//b3256//b2976//b4350//b3569//
GO_0035999_5	b2592//b2714//b2486//b0208//
GO_0036001_7	b2631//
GO_0036046_8	b1861//
GO_0036047_9	b4230//
GO_0036048_8	b4224//
GO_0036049_9	b0115//
GO_0036088_6	b3229//
GO_0036103_6	b3081//b3063//
GO_0036104_6	b0002//b1234//
GO_0036172_6	b0766//
GO_0036211_5	b3376//b4230//b4085//b3173//b2683//b1823//b1654//b0958//b3553//b2252//b0383//b2511//b0090//b3118//b0328//b4072//b2709//b2480//b0313//b0153//b1341//b3047//b3053//b0718//b3432//b3313//b0425//b1874//b4485//b2943//b1870//b1024//b0808//b0099//b2108//b0908//b2587//b4477//b2537//b1677//b3580//b0699//b1342//b1988//b3238//b0886//b1327//b2362//b2727//b2156//b1410//b2042//b2267//b2405//b2316//b2057//b4144//b3457//b1823//b1507//b0294//b0564//b0539//b3564//b2373//b3844//b1303//topAI//b3247//b0451//b3653//rhmD//b2780//b3252//b0784//b1610//b1808//b0015//b1319//b3131//b3996//b1257//b4381//b2682//b1838//b0186//b2865//b2546//b0584//b2268//b1595//b3216//b0997//b2904//b0478//b3355//b0529//b0433//b2308//b4269//b2503//b1132//b2165//b4209//b1479//b2128//b0305//b2961//b0028//b2568//hiuH//b0627//b1478//b4018//b3823//b0010//b2165//b2126//b2442//b0386//b3127//b3645//b3115//b2935//b1212//b1645//b0983//b3933//b3095//b1093//b4028//b3226//b2678//b2972//b1074//b1090//b2930//b0192//b2067//b2676//b1499//b1501//
GO_0036214_3	b3882//
GO_0036265_6	b2196//b3879//b2333//b0162//
GO_0036289_9	b2599//b3024//
GO_0036293_5	b2682//b4083//b3368//
GO_0036294_6	b3368//b2069//b3350//
GO_0036388_7	b4161//
GO_0036447_5	b1612//b1386//b0775//
GO_0036448_6	b1538//b0754//b0261//
GO_0036460_5	b4062//b0276//b2153//b3408//b1851//b0730//
GO_0036506_5	b3316//
GO_0036525_7	b3221//
GO_0038083_9	b0927//b0294//b0104//mltG//b0871//
GO_0039633_6	b0034//b3991//b4668//b2957//
GO_0040008_4	b2185//b3725//b2675//b1278//b2888//b3206//b2144//b3306//b0214//b1207//
GO_0040012_4	b0729//b0183//b2927//b1129//b2760//b0036//b1634//b2326//b1185//b2105//b4374//b3299//b3770//b3347//
GO_0040013_5	b2168//b3594//b2373//b0534//b1828//b1734//b1595//
GO_0040033_9	b2568//
GO_0042026_4	b3774//b4161//b1292//b0822//b3423//b4039//b1475//b2329//b0677//
GO_0042040_7	b1060//
GO_0042044_5	b0080//
GO_0042126_5	b0620//b3672//b3753//b0312//
GO_0042128_5	b1047//b4389//
GO_0042133_4	b0912//b2062//b4130//b3252//b0240//b1317//b1697//b0575//b3622//b0237//b0417//b0556//b2891//b3832//b0325//b3909//
GO_0042135_5	b3291//b4320//b2838//b2788//b1314//b0368//insI1//b1988//b2425//b0449//b1132//b1531//b3162//
GO_0042136_5	b0300//b2525//
GO_0042150_7	b3403//b0557//b1919//
GO_0042157_5	b1913//b3412//b2812//b3370//
GO_0042158_6	b4251//b1859//b4039//
GO_0042168_4	b2392//b0336//b0852//b1579//b4511//b3219//b3722//b1927//b1536//
GO_0042176_6	b0939//b4083//b2980//b3321//
GO_0042177_7	b3071//b0765//b2830//
GO_0042178_5	b2560//b3699//b2943//b2212//b0287//b2831//b1634//b2235//b3702//b3924//b1094//b2559//b0461//rpnD//b0427//b2891//b3741//b0903//b1619//
GO_0042180_4	b3019//b1269//b0981//b0882//b1086//b1363//b0835//b0506//b2283//b3869//b1093//b2242//b1014//b0693//maoP//b1189//b0054//b3279//b2937//b4586//b1703//b0889//b2207//b4363//b2349//b4544//b0042//b0368//b4106//b3908//b2234//yjgX//b3170//b3733//b1554//b0692//b1236//b3237//b4088//b3980//b1960//b3306//b0905//b3498//b0399//b0406//b2185//b0436//b1300//b1034//b0578//b4258//b2040//b4311//b1917//b1096//b1259//b0397//b1918//
GO_0042181_5	b2730//b1723//b3955//b1584//b0281//b3733//b2414//b0296//b4637//b3499//b2367//b4087//b0912//b3288//b3022//b1861//b3604//b2893//b4120//b2990//b2994//b3622//b0914//b2378//
GO_0042182_5	b2757//b0141//b0133//b0445//b0009//b2140//b0120//b2258//b3878//b1707//b0516//b4311//b3198//b2374//b3985//b3262//b1635//b3375//b3463//b1076//b3525//b0296//b2310//b1375//b0478//b3064//b1564//b3230//b3470//
GO_0042219_6	b1854//b0613//b3960//b2837//b2698//
GO_0042221_3	b3363//b4014//b3182//b1766//b2100//b2606//b3061//b4146//b4261//b2837//b4464//b3897//b2458//b4361//b2052//b0718//b3747//b1849//b2365//b3901//b2328//b1913//b0365//b1723//b2995//b3895//b0808//b4115//b2838//b2095//b0696//b1191//b1745//b0534//b4227//arcC//b0135//b0435//b3421//b0514//b0447//b3153//b3317//b3172//hprS//b3800//b2369//b1082//b3339//b0226//b1737//b2803//b2608//b2952//b3994//b3299//b3131//b0792//b1222//b2865//b3216//b2930//b0822//b4302//b3350//b0970//b3018//b3260//b0116//b0778//b0785//b2630//b1197//b3525//b2797//b0776//b0807//b2025//b3712//b4172//b1992//b3882//b1198//b0534//b4300//b3876//b3997//b3543//b4235//b2196//b3631//b2701//b3132//b1301//b1188//b4465//b1832//b2762//b0782//b3846//b3670//b1178//b4480//b2793//b3753//b0220//b0946//b0518//b1514//b3826//b1314//b3699//b0861//b0854//b1058//b0125//b1772//b4702//b1323//b0781//b2149//b1729//b3061//b0170//b2979//b3035//b1823//b2427//b3592//b3704//b3452//b0036//b0059//b0652//b1225//b1536//b2631//b2624//b1145//b1858//b1238//b1716//b2538//b1916//b3752//b0717//b4059//b0863//b2581//b3950//b1924//b2301//b1960//b1767//b1163//b2365//b1763//b2683//b3778//b3341//b1191//b2568//b0924//b1407//b2560//b1525//b1114//b3376//b3361//b4064//b3973//b0058//b3751//b2782//b3084//b1764//b1822//b1663//b3729//b2539//b0019//b2890//b3899//b3424//b3208//b1891//b3050//b2910//b2770//b1060//b1007//b2754//b3071//b1516//b4245//b3311//rpnC//b1235//b0727//b3607//b3563//b3216//b3533//b2421//b0284//b4300//b2291//b0080//b4154//b0803//b2574//b3888//b2150//b3401//b1132//b1439//b0200//b3271//b1658//b0841//b3972//b0330//b1012//b2100//b1832//b2264//b0429//b3243//b1275//b3509//b3647//b1978//b3908//b3494//b0464//
GO_0042245_7	b3430//b0572//b3691//
GO_0042254_5	b1603//b3936//b3613//b0593//b2684//b2893//b1634//
GO_0042255_6	b2382//b3308//
GO_0042274_5	b0724//b1835//b0674//b4419//
GO_0042278_6	b0756//b4132//b2103//b4428//b2180//b3230//b1293//b3080//b4355//b2412//b3715//b2422//b2508//b1226//b0144//b2905//b0728//b3345//
GO_0042304_7	b2518//b1476//b1130//
GO_0042325_8	b4311//b0784//
GO_0042327_9	b0982//
GO_0042330_3	b2023//b0598//b2508//b0448//b3985//b3807//b1236//b2845//b2082//b3966//b0344//b0566//b0718//b4339//b2153//b2240//
GO_0042350_6	b2154//
GO_0042351_7	b2004//
GO_0042354_7	b3216//b1610//b4316//b0803//b2195//b4239//
GO_0042355_8	b3361//b1335//b1704//b2064//b0136//b1849//
GO_0042357_5	b0492//b4376//
GO_0042362_6	b0405//
GO_0042364_6	b1165//b0876//b4072//b0433//b4474//b1441//b1998//b1466//b2456//b3339//b1439//b2209//b2138//b3391//b0978//b3475//b0144//b0240//b3341//b3193//b2502//b0516//b0403//b3652//b3651//b0876//b3685//b3368//b2268//b2344//b1040//b1611//b3943//b1252//b2697//b1644//b1719//b3918//b3037//b2277//b0968//b0366//b0782//b2316//b3498//b2800//b3006//b1533//b1252//b0331//b2706//b3847//b1289//b3888//b0981//b2518//
GO_0042365_6	b2361//b4237//b1039//b3206//
GO_0042371_7	b3052//
GO_0042373_6	b1800//
GO_0042398_6	b0027//b2156//b0419//b1924//b0620//b2203//b4058//b3319//b1710//b3262//b2510//b1175//b3903//b4092//b3615//b3885//b1082//b3311//b0614//b4064//
GO_0042401_7	b2340//b0172//b3659//b2340//b0939//b1225//b1360//b3474//b2256//b0430//b1822//b4668//b2964//b2291//
GO_0042402_7	b0174//b1955//b4177//b0842//b4088//b2914//b1247//rpnB//b2744//b0446//b2020//b4254//b2735//
GO_0042413_6	b2684//b0419//b0934//b0443//
GO_0042430_5	b0613//b0409//b3705//b3396//b1702//b2436//b1694//b2285//b3809//b1719//
GO_0042435_6	b0376//b3524//b2669//b1878//b3524//b3311//b4071//b1337//b1575//
GO_0042436_6	b2421//
GO_0042439_5	b4314//
GO_0042440_3	b2521//b3518//b0844//b0394//b0949//b1642//b3769//b2501//b3621//b0797//b2011//b2784//b3926//b1925//
GO_0042443_5	b1924//b2020//
GO_0042445_3	b2418//b4409//b2324//b3726//b3669//b2708//b3895//b1536//b1695//b2289//b0097//b4116//b2518//b3135//
GO_0042446_4	b2520//
GO_0042447_4	b3080//b4143//b1639//b1939//b3918//b1737//b2845//b2539//b3834//b0688//b0528//b1525//b0033//
GO_0042450_7	b0934//b4189//b1319//b4415//b1145//b0022//
GO_0042451_7	b2614//b2889//b0756//b0096//b3084//b0314//
GO_0042453_8	b1864//
GO_0042454_7	b2758//b0112//b1890//b3711//b1621//b0893//b0808//b0088//b4401//b3499//b0481//b4143//
GO_0042455_7	b1262//b1399//b0640//b0910//b3197//b3030//b3087//b2110//b2498//b0341//b3839//b1058//b2514//b3878//b3836//b2129//b1702//
GO_0042493_4	b0450//b0438//b3829//b2026//b4258//b3515//b0167//b0566//b0915//b3392//b2687//b3720//b1034//b0831//b1544//b1772//b2303//b1008//b1710//b0388//b3888//b0083//b1324//b1472//b4160//b1991//b0889//b1131//b2996//b3416//b1327//b0564//b1734//b2334//b3237//b0336//b2822//b3096//b2383//b2311//b3828//b0781//b4130//b1951//b2942//b2282//b2758//b4094//b3639//
GO_0042537_5	b3926//b0694//b3169//b1390//b2365//b1319//b3603//b2714//b2095//b0143//b0771//b1695//b3431//b1855//b1116//b3546//b2975//b1917//b2209//b1686//b1141//b1082//
GO_0042538_6	b3737//b0844//
GO_0042542_5	b4005//b3916//b3125//b1360//b0687//b1294//b1973//b2753//b3983//b3875//b4207//b1475//b1336//b1920//b2362//b3889//b1317//b1132//
GO_0042545_5	b0979//
GO_0042546_4	b0880//b1473//b1192//b1224//b3585//b3672//b1614//b1973//b3839//b2311//
GO_0042558_5	b2971//gapC//b1397//b2545//b0273//b2536//b2952//b0678//b2427//b4235//xisR//b3288//b2111//b3307//b3724//b3190//b3230//b0264//
GO_0042559_6	b1424//b2498//b4097//b2341//b0676//b0443//b0375//b3479//b3056//b1482//b0727//b3832//b2429//
GO_0042560_6	b1422//b2500//
GO_0042592_4	b4524//b1176//b0175//b0386//b3804//b3653//b2843//b4062//b3227//b4666//b0025//b0214//b4279//b3564//b2211//b1467//b2558//b0347//b4666//b2328//b1145//b2479//b0812//b0593//b4484//b4266//b2697//b4169//b2991//b2687//b0207//b0534//b2315//b2066//b2958//hprS//b3431//b2530//b1516//b0368//b3528//b1362//b3895//rhmR//b0771//b1444//b0876//b4153//b1042//b0030//b1110//b0475//b1299//b2774//b0678//b2111//b0999//b1227//b3664//
GO_0042594_4	b0508//b1343//b3529//b3769//b3535//b3709//b2458//b3984//b3878//b0303//b3747//b3553//b3754//b0431//b1656//b3906//b3967//b3241//b1526//b3331//b1658//b1991//b0873//b4074//b0681//b2706//b3307//b1826//b0794//b3688//b1103//b3950//b2994//b3438//b2162//
GO_0042618_5	b3831//
GO_0042619_6	b0771//
GO_0042710_4	b3019//b0134//b1397//b2770//b2791//b3390//hprS//b3857//b1538//b1696//b1252//b1925//b4532//b2607//b0365//b4477//b3308//b0336//b1294//b1084//b1394//b1266//b3182//b0328//b2350//b3744//b3024//b3515//b0272//b0807//b2067//b0070//b1234//b2342//b2132//b0082//b2517//b4350//b2386//b1399//b1269//b2386//b1787//b3052//b2631//b1824//b4142//b1766//b1569//b1186//b3426//
GO_0042723_5	b3906//b2306//b0678//b4476//b0798//b4088//b1018//b0767//b4201//b2600//b2910//b1860//
GO_0042724_6	b3511//b1197//b4147//b1187//b1004//b4077//b3966//b2616//b2980//b1580//
GO_0042726_5	b2318//b1482//b3066//b0443//b1599//b3236//b2743//b2418//
GO_0042727_6	b4315//b4421//b3162//b0410//b2058//b1651//b3163//b3553//
GO_0042732_6	b1010//b0731//mltG//b0264//hprR//
GO_0042737_5	b3772//b3219//b0054//b0740//b3321//b1695//b3540//b3417//b0597//b3911//b1603//b1660//b4453//b3271//b2954//b4072//b0928//b1247//b1374//b2149//b4067//b3812//b2437//b0696//b1576//b2997//b3826//b2679//b1330//b4078//b0311//b2314//b3725//b2882//b1433//b4237//b0007//b4025//b2037//b1981//b2381//b2067//b3592//b3659//b0533//b2131//b0076//b2690//b0790//b2069//b0140//b1575//b0393//b1348//b0497//
GO_0042743_5	b3370//b2904//
GO_0042744_6	b1735//b2927//
GO_0042759_7	b3804//b2415//
GO_0042773_6	b2265//
GO_0042777_8	b2266//
GO_0042779_8	b2037//
GO_0042780_10	b1178//b4506//b2388//
GO_0042816_5	b0936//b2022//b3564//b0383//b0775//b0771//b1732//b2533//b2393//
GO_0042817_5	b1014//
GO_0042819_6	b1506//b2038//b0842//b4180//b3753//b0232//b0242//b3517//b2423//
GO_0042822_5	b1109//b3497//b2010//b0437//b3250//b4083//b1976//
GO_0042823_6	b3404//b1188//b1622//b3835//b0195//b1253//b1200//
GO_0042836_5	b3145//b2531//b0115//b1886//
GO_0042838_6	b1438//b1120//b4093//b1600//
GO_0042839_7	b4209//b3084//b2061//b1513//b2811//b0873//
GO_0042840_7	b4075//b3502//b2622//b2431//b0535//b1579//
GO_0042843_7	b1141//b2138//
GO_0042844_7	b3189//
GO_0042846_8	b0015//
GO_0042851_8	b4238//b0481//b3292//b4152//
GO_0042852_9	b3895//b3519//b0511//
GO_0042853_9	b2767//
GO_0042866_8	b3812//b2727//b2383//b2791//b0929//b1615//b2712//b4243//b3713//b2806//b4129//b2619//b0946//b0381//b4378//b2105//b2532//b2476//
GO_0042867_8	b2530//
GO_0042873_7	b0168//b2524//b2584//b2306//b0465//b2383//b2538//
GO_0042882_10	b2492//b0588//b1622//
GO_0042883_7	b3118//b2005//b2342//b4052//b0178//b2177//b1445//b0528//
GO_0042884_7	b2762//b4155//b1081//b0133//b2890//b4202//b3371//
GO_0042885_8	b2666//
GO_0042886_6	b2540//b2757//b1645//b1612//b2060//b0186//b4074//b1089//b2921//b3613//b3515//b4171//b2901//b3621//b1540//b1297//b4327//b2400//b1218//b2174//b3052//b4419//b2376//b3963//b3765//b2980//b2706//b1520//b3998//b0307//b3998//b0026//b2883//b3308//b1664//b1194//b3824//b2539//b0982//b4166//b3912//b2573//b2516//b3676//b4138//b1822//b2725//b0441//b2436//b3413//b0813//b1644//b3828//b2546//b3384//b0398//b4174//b2407//b2264//b3710//b4133//b1885//b0969//b0846//b4128//b0874//b4083//b2702//b1112//hxpA//b1450//b2998//b4393//b3455//b4528//b1439//b2677//b1290//b0892//b0460//b3729//b0969//b0688//b0813//b0576//b3960//b3577//b0076//
GO_0042891_6	b4194//b2385//b3178//b2184//b3041//b0616//b1343//b1735//b3522//b2763//b2311//b1330//b0386//b0066//b2163//b2789//b0002//b3228//b0341//b4484//b0650//b0347//b3534//b2521//b4668//b3481//b0928//b2957//b3496//b2765//b0692//b2367//
GO_0042906_8	b0876//b3745//b2830//b3403//
GO_0042908_5	b3915//b2746//b3008//b0882//b3195//b4602//b1613//b4031//b2327//b3173//b0439//b4235//b3486//b0764//b1010//b2663//
GO_0042914_8	b0007//b0962//
GO_0042918_6	b0424//b2710//b1119//b3312//b2167//
GO_0042919_6	b4169//
GO_0042920_6	b3594//
GO_0042928_7	b1394//
GO_0042930_7	b0245//b1783//b0842//b2542//b0599//b0795//b4242//b0517//
GO_0042938_8	b3883//b3564//b2759//b0853//b0043//b0356//b3169//b1059//b4026//b2184//b3903//b3188//b2217//b2533//b2925//
GO_0042939_8	b2964//b4055//b1945//b1189//b0694//b1194//b2888//b1424//b0347//b2604//
GO_0042940_7	b2278//b2389//b4565//b1435//b2913//
GO_0042941_8	b2962//
GO_0042942_6	b2500//b1718//
GO_0042953_6	b2584//b2839//b2748//
GO_0042956_8	b4687//b3576//b0521//b4054//b3850//
GO_0042968_8	b0313//b0465//b2093//
GO_0042981_7	b2696//
GO_0043038_5	b0065//b2327//b3135//b2405//b2207//b3518//b2143//b0429//b1774//b0857//b1514//b1815//b2240//b2092//b2350//b4243//b2224//b3259//b3096//b1738//b3475//b1785//b4112//b2369//b0233//b1515//
GO_0043039_6	b4067//b1710//b4152//b4388//b2207//b2198//b3661//b1158//b2148//b3238//b2183//b0194//b0027//b0634//b3133//b1584//b1599//b0546//b3812//b0199//b0348//hiuH//b1380//b3740//b2358//
GO_0043041_6	b1077//
GO_0043043_6	b4393//b0820//glsA//b3994//b3502//b3826//b0081//b0469//b2358//b0578//b3460//b3462//b2918//b1579//b0138//b3312//b4080//b0329//b3706//b3843//b4372//b0208//b4409//b3408//b3047//b3846//b2703//b2945//b4041//b0090//b3991//b2308//b4125//rhmD//b3892//b3152//b2110//b3608//b0864//b2233//b2038//b4557//b1073//b2151//b2155//b3520//b3783//b0782//b0697//b1118//b4203//b0887//b2937//b2834//b1702//b0397//b0103//b4124//b1167//b4394//b4122//
GO_0043067_6	b1340//
GO_0043085_5	b3070//b4318//b3934//b4602//b2406//b0127//b1493//b3303//b1580//b3139//b3811//b2698//b0059//b3136//b1035//b1919//b0573//b0238//b1086//b0461//b3676//b3271//b2628//
GO_0043086_5	b3125//b3778//b2389//b0299//b0534//b0355//b3062//b4316//b1481//b0827//b2323//b3772//b0486//b1285//b3260//b0043//b1859//b1881//b3331//b1334//b2785//b2964//b2256//b0573//b0970//b3410//
GO_0043087_6	b0592//b4254//b1243//b1010//
GO_0043090_7	b4246//b3312//b1718//b1664//b3028//b1294//b4240//b3697//b0697//b3210//
GO_0043093_3	b2157//b2992//b0857//b2760//b3871//b0139//b3579//b4428//b0740//b1434//b1022//b3415//b1734//b4130//b2777//b2882//b1296//
GO_0043094_4	b0151//b1410//b1639//b3676//b0226//b3708//b0087//b4326//b3469//b2235//b0383//b3116//b0311//b3849//b1710//b3875//b2424//b0031//b3083//b3093//b3828//b3350//
GO_0043096_6	b2295//b1550//b3605//
