# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	frlB//
go_0099132_7	nudF//yjiA//yihV//rfaE//entB//acnB//pgl//pgpA//
go_0099133_8	etk//speB//nagZ//fbaA//yieF//clsA//hemN//sucA//xapA//fucK//uxuB//citX//
go_0101030_8	tpiA//
go_1900190_5	argI//
go_1900191_6	
go_1900192_6	
go_1900231_6	nrfA//
go_1900232_7	
go_1900233_7	ssuD//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	pdeH//
go_1900751_9	pyrE//
go_1901135_4	rbsK//ilvA//yihU//rffG//fre//dhaM//
go_1901260_9	aroK//
go_1901264_6	ulaG//fes//plsC//
go_1901275_3	rlmJ//
go_1901281_6	purC//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	cheR//prpC//aroH//alkA//mtlD//
go_1901652_5	
go_1901657_5	asd//appA//acpH//
go_1901661_5	opgE//yhdJ//
go_1901684_8	lpxK//
go_1901891_5	
go_1901998_5	solA//idnD//
go_1902021_6	rutC//
go_1902022_6	rutE//tsaE//
go_1902023_6	dapB//
go_1902047_6	ppiC//ribB//
go_1902201_7	
go_1902208_6	
go_1902209_7	pfkA//
go_1902210_7	
go_1902270_7	hemH//
go_1902328_5	speA//
go_1902358_7	metC//mhpD//acpT//umuD//
go_1902475_8	mepS//hyaA//slt//narI//ldhA//paaB//glpB//
go_1902476_9	allC//sgbH//
go_1902599_7	dnaQ//fadB//
go_1902600_8	cfa//frdD//gor//nudB//rlmE//yieH//dfp//waaO//murI//
go_1902601_8	yihS//dhaM//
go_1902603_8	hisI//
go_1902758_6	ygeX//
go_1902760_6	ybiV//
go_1902767_6	tsaB//
go_1902777_6	phnG//folE//iscS//gstB//
go_1902778_5	aroF//
go_1902815_7	agp//
go_1903228_9	pyrE//
go_1903352_7	zwf//
go_1903401_7	entF//ftsI//
go_1903424_9	waaJ//
go_1903457_6	
go_1903506_8	bglB//epmC//
go_1903507_9	epmA//
go_1903658_6	
go_1903711_7	argF//uxaC//
go_1903712_8	ynfE//hpt//rsmD//
go_1903714_8	rdgB//gpt//thrC//
go_1903716_8	ybjG//eptB//
go_1903785_7	gatY//bfr//galM//ispB//mnmG//
go_1903791_7	hcp//ftsI//
go_1903810_8	trmA//nrdE//
go_1903825_6	glgA//
go_1903826_8	araA//entA//
go_1903830_9	puuC//avtA//
go_1903874_10	gph//astB//acs//
go_1903959_8	speF//yciA//
go_1904659_9	frc//
go_1904812_9	rlmG//
go_1905039_7	tadA//trpB//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	mltF//
go_1990481_8	alkA//
go_1990497_6	gpmA//
go_1990507_5	
go_1990516_9	adeD//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	thiI//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	metH//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	ribC//
