# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	kdsC//
go_1901135_4	feaB//speC//panB//kdgK//thrS//uvrA//
go_1901260_9	nanA//
go_1901264_6	lsrK//nudC//adhE//
go_1901275_3	gatD//
go_1901281_6	nadA//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	rhaA//purN//gloC//scpB//mraY//
go_1901652_5	
go_1901657_5	dinB//panC//abgB//
go_1901661_5	cyoE//ychF//
go_1901684_8	nanK//
go_1901891_5	
go_1901998_5	alsK//cpdA//
go_1902021_6	aroK//
go_1902022_6	katE//sthA//
go_1902023_6	torA//
go_1902047_6	ligA//mrcA//
go_1902201_7	
go_1902208_6	
go_1902209_7	yqjH//
go_1902210_7	
go_1902270_7	yajO//
go_1902328_5	mngB//
go_1902358_7	tdk//rnd//gmd//nrfB//
go_1902475_8	leuA//adeD//fucI//cyaA//serA//tktB//caiB//
go_1902476_9	glcB//rbsD//
go_1902599_7	accB//tadA//
go_1902600_8	rsmF//rsmE//nudG//yfeX//hflX//galU//deoC//yrfG//nfi//
go_1902601_8	betB//mhpA//
go_1902603_8	manA//
go_1902758_6	hyi//
go_1902760_6	csdA//
go_1902767_6	queF//
go_1902777_6	rffC//trmJ//menI//ydiB//
go_1902778_5	tsaC//
go_1902815_7	speC//
go_1903228_9	rsmH//
go_1903352_7	hemE//
go_1903401_7	otsB//thrC//
go_1903424_9	yagE//
go_1903457_6	
go_1903506_8	purC//rhaA//
go_1903507_9	entE//
go_1903658_6	
go_1903711_7	pfkB//pgpA//
go_1903712_8	astB//purF//moaD//
go_1903714_8	frc//ldtA//pdxH//
go_1903716_8	bacA//ppc//
go_1903785_7	feaB//mhpD//ogt//argH//ybjI//
go_1903791_7	rffG//glpC//
go_1903810_8	fumC//yjcS//
go_1903825_6	metL//
go_1903826_8	trmA//tcdA//
go_1903830_9	csdA//lipA//
go_1903874_10	recG//nth//arnT//
go_1903959_8	phnN//waaP//
go_1904659_9	scpC//
go_1904812_9	mcrB//
go_1905039_7	gshA//pgpC//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	dfp//
go_1990481_8	hemN//
go_1990497_6	garK//
go_1990507_5	
go_1990516_9	paaK//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	kdsB//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	speA//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	accC//
