# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	nfi//
go_0101030_8	metG//
go_1900190_5	dkgB//
go_1900191_6	
go_1900192_6	
go_1900231_6	argE//
go_1900232_7	
go_1900233_7	caiB//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	yihS//
go_1900751_9	ispB//
go_1901135_4	thiI//purD//gcd//moaA//bioD//argF//
go_1901260_9	rlmH//
go_1901264_6	dxr//rlmD//cobT//
go_1901275_3	lldD//
go_1901281_6	gluQ//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	dcm//glpA//lpxP//phnI//aceF//
go_1901652_5	
go_1901657_5	chbF//umpG//rffC//
go_1901661_5	nadC//dcyD//
go_1901684_8	napB//
go_1901891_5	
go_1901998_5	gshA//fabB//
go_1902021_6	betB//
go_1902022_6	narH//paaC//
go_1902023_6	yihU//
go_1902047_6	rsuA//lplA//
go_1902201_7	
go_1902208_6	
go_1902209_7	dacA//
go_1902210_7	
go_1902270_7	narI//
go_1902328_5	metG//
go_1902358_7	mmuM//entE//asnS//paaZ//
go_1902475_8	murB//gor//rfaD//aroB//glxR//hemD//glmS//
go_1902476_9	acpH//gpp//
go_1902599_7	ogt//purB//
go_1902600_8	cysN//yagF//queC//rlmL//waaO//polB//queF//rhaM//psd//
go_1902601_8	solA//plsB//
go_1902603_8	lysA//
go_1902758_6	speE//
go_1902760_6	mnmE//
go_1902767_6	fadD//
go_1902777_6	frdD//dbpA//cysG//yahK//
go_1902778_5	lipA//
go_1902815_7	eptC//
go_1903228_9	queD//
go_1903352_7	tynA//
go_1903401_7	pdxK//ahr//
go_1903424_9	folD//
go_1903457_6	
go_1903506_8	gph//dapA//
go_1903507_9	kdsA//
go_1903658_6	
go_1903711_7	entA//xdhB//
go_1903712_8	pyrD//speG//pabC//
go_1903714_8	yjhG//thrA//paaF//
go_1903716_8	mhpA//murF//
go_1903785_7	upp//adeD//cdsA//lpoB//nirB//
go_1903791_7	bioC//ilvB//
go_1903810_8	pphB//citX//
go_1903825_6	yeaE//
go_1903826_8	glgX//dapB//
go_1903830_9	hisB//lpxT//
go_1903874_10	pyrB//hyi//ycjU//
go_1903959_8	def//mcrA//
go_1904659_9	acpT//
go_1904812_9	rnpA//
go_1905039_7	yagE//frdB//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	metF//
go_1990481_8	cueO//
go_1990497_6	pbpC//
go_1990507_5	
go_1990516_9	yidA//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	glcB//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	chbG//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	ilvM//
