# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	otsB//
go_1900191_6	
go_1900192_6	
go_1900231_6	cysH//
go_1900232_7	
go_1900233_7	nemA//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	upp//
go_1900751_9	lysC//
go_1901135_4	rfaE//surA//ada//nirD//pyrH//ampD//
go_1901260_9	pagP//
go_1901264_6	yggF//yahK//proS//
go_1901275_3	cpsG//
go_1901281_6	nrdB//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	yrfG//ynfE//gabD//panB//gadB//
go_1901652_5	
go_1901657_5	glnA//ackA//adhE//
go_1901661_5	rrrD//gshB//
go_1901684_8	coaE//
go_1901891_5	
go_1901998_5	gutQ//nrfA//
go_1902021_6	azoR//
go_1902022_6	purT//mrdA//
go_1902023_6	hchA//
go_1902047_6	rhaD//kdsB//
go_1902201_7	
go_1902208_6	
go_1902209_7	fadM//
go_1902210_7	
go_1902270_7	wcaJ//
go_1902328_5	paaK//
go_1902358_7	mltB//fbaA//torZ//lldD//
go_1902475_8	mutH//ssuE//mnaT//hmp//fadH//ilvA//hemG//
go_1902476_9	mepS//accB//
go_1902599_7	bioH//yjjX//
go_1902600_8	menE//ycaO//gshB//mhpB//carA//hemA//treF//gpmM//fadD//
go_1902601_8	purC//dcd//
go_1902603_8	ansB//
go_1902758_6	dbpA//
go_1902760_6	csdA//
go_1902767_6	napC//
go_1902777_6	xapA//napC//puuA//galU//
go_1902778_5	yhdJ//
go_1902815_7	glcD//
go_1903228_9	fabG//
go_1903352_7	ribE//
go_1903401_7	paaJ//sucC//
go_1903424_9	serA//
go_1903457_6	
go_1903506_8	panC//pdxJ//
go_1903507_9	gloC//
go_1903658_6	
go_1903711_7	recO//menB//
go_1903712_8	argE//abgA//mug//
go_1903714_8	gcvH//pinE//rlmI//
go_1903716_8	ssuE//udk//
go_1903785_7	pgi//nirD//paaG//ahr//aroK//
go_1903791_7	ubiG//galT//
go_1903810_8	rbsK//speB//
go_1903825_6	trmJ//
go_1903826_8	citG//panD//
go_1903830_9	tdk//ydfG//
go_1903874_10	frmA//glpA//ldtA//
go_1903959_8	sdhC//yghU//
go_1904659_9	ldcA//
go_1904812_9	thyA//
go_1905039_7	yegS//suhB//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	gnd//
go_1990481_8	mpaA//
go_1990497_6	purN//
go_1990507_5	
go_1990516_9	nrfC//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	murD//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	pdeL//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	ung//
