# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	argS//
go_0099133_8	relA//mcrA//mngB//folX//tilS//scpB//mtlD//clsA//glyS//sthA//purL//aroC//
go_0101030_8	hmp//
go_1900190_5	ribB//
go_1900191_6	
go_1900192_6	
go_1900231_6	lpxB//
go_1900232_7	
go_1900233_7	eptA//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	pgaD//
go_1900751_9	rhaB//
go_1901135_4	fabD//sthA//cysG//idnO//entC//btuE//
go_1901260_9	menF//
go_1901264_6	lysS//lyxK//waaJ//
go_1901275_3	rfaD//
go_1901281_6	nemA//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	glmU//alkB//rutA//gloA//purF//
go_1901652_5	
go_1901657_5	rpiB//queF//mug//
go_1901661_5	dxs//metF//
go_1901684_8	dut//
go_1901891_5	
go_1901998_5	trmO//dmsA//
go_1902021_6	gmk//
go_1902022_6	slyD//citX//
go_1902023_6	hemD//
go_1902047_6	aceB//rffC//
go_1902201_7	
go_1902208_6	
go_1902209_7	ileS//
go_1902210_7	
go_1902270_7	folD//
go_1902328_5	yjhH//
go_1902358_7	fumA//mutS//glcF//paaE//
go_1902475_8	moeB//rrrD//deoB//paaF//appA//slyD//glyA//
go_1902476_9	xapA//ubiA//
go_1902599_7	mrcB//kduI//
go_1902600_8	uvrB//pinE//entF//pabA//rutE//waaU//torY//suhB//rsgA//
go_1902601_8	lsrK//cysC//
go_1902603_8	yjcS//
go_1902758_6	ushA//
go_1902760_6	ftsI//
go_1902767_6	cysK//
go_1902777_6	slt//metK//aroF//yihT//
go_1902778_5	aroK//
go_1902815_7	mhpB//
go_1903228_9	lpxH//
go_1903352_7	speA//
go_1903401_7	hemE//rihB//
go_1903424_9	betA//
go_1903457_6	
go_1903506_8	hemF//rdgB//
go_1903507_9	cynT//
go_1903658_6	
go_1903711_7	dam//mtn//
go_1903712_8	gmd//thiG//caiB//
go_1903714_8	talB//frmB//entF//
go_1903716_8	moaE//panD//
go_1903785_7	arnB//ldhA//frmA//purU//allC//
go_1903791_7	serB//nhoA//
go_1903810_8	ilvB//mhpD//
go_1903825_6	rluA//
go_1903826_8	rluE//deoD//
go_1903830_9	kefF//aldA//
go_1903874_10	arnB//narZ//lpxM//
go_1903959_8	galU//manA//
go_1904659_9	asnB//
go_1904812_9	polB//
go_1905039_7	coaA//dbpA//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	lpxP//
go_1990481_8	scpB//
go_1990497_6	trpE//
go_1990507_5	
go_1990516_9	gph//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	trmH//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	hypB//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	ttdA//
