# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	ansB//
go_1900233_7	fucI//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	rsmE//
go_1900751_9	cpdA//
go_1901135_4	dhaK//leuC//lacZ//frlB//adhP//murD//
go_1901260_9	lipA//
go_1901264_6	trmL//cysI//glcF//
go_1901275_3	mdh//
go_1901281_6	yieH//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	add//ubiA//fabI//lldD//tesB//
go_1901652_5	
go_1901657_5	menE//tnaA//pdxB//
go_1901661_5	gabD//aroF//
go_1901684_8	cheB//
go_1901891_5	
go_1901998_5	ispU//bglX//
go_1902021_6	metF//
go_1902022_6	fadB//yqaB//
go_1902023_6	lpxH//
go_1902047_6	speB//waaA//
go_1902201_7	
go_1902208_6	
go_1902209_7	fadK//
go_1902210_7	
go_1902270_7	waaA//
go_1902328_5	pgaD//
go_1902358_7	yfcF//nrdA//rhaD//rffH//
go_1902475_8	codA//dld//acpS//gcvH//rhaM//gcl//carB//
go_1902476_9	mraY//araA//
go_1902599_7	rhaD//kduD//
go_1902600_8	serS//ttdA//rne//nfi//selA//rpe//pheT//nadK//treA//
go_1902601_8	ddlA//fadA//
go_1902603_8	tnaA//
go_1902758_6	alsK//
go_1902760_6	clsC//
go_1902767_6	frmB//
go_1902777_6	rnt//alsK//scpC//ftnA//
go_1902778_5	yihT//
go_1902815_7	cobT//
go_1903228_9	pyrB//
go_1903352_7	hemB//
go_1903401_7	murG//ligA//
go_1903424_9	kdgK//
go_1903457_6	
go_1903506_8	pgl//yieH//
go_1903507_9	cmoB//
go_1903658_6	
go_1903711_7	rbsD//lpoB//
go_1903712_8	trpB//rluE//mmuM//
go_1903714_8	nrdF//glpK//cof//
go_1903716_8	rhaM//cmoB//
go_1903785_7	kbaZ//yciV//chbF//rfbB//epd//
go_1903791_7	nhoA//dosP//
go_1903810_8	metF//hisA//
go_1903825_6	speD//
go_1903826_8	patD//gnd//
go_1903830_9	abgB//yigL//
go_1903874_10	cpdA//ndh//argE//
go_1903959_8	ribA//cysG//
go_1904659_9	deoC//
go_1904812_9	prpC//
go_1905039_7	trmI//fumB//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	narG//
go_1990481_8	gmd//
go_1990497_6	ilvE//
go_1990507_5	
go_1990516_9	rhaM//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	truA//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	araD//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	recG//
