# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	adeD//
go_1900233_7	ahpC//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	prmB//
go_1900751_9	yihS//
go_1901135_4	thiL//yggF//menD//rffM//glpC//rlmE//
go_1901260_9	prpB//
go_1901264_6	cysN//dapA//guaD//
go_1901275_3	cmk//
go_1901281_6	aroL//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	yeiG//rbsK//allC//ruvB//phnI//
go_1901652_5	
go_1901657_5	paaG//hyi//pheT//
go_1901661_5	fdhF//dgoK//
go_1901684_8	paaH//
go_1901891_5	
go_1901998_5	recF//idi//
go_1902021_6	mazG//
go_1902022_6	rutA//pphB//
go_1902023_6	puuA//
go_1902047_6	yihS//glk//
go_1902201_7	
go_1902208_6	
go_1902209_7	tyrB//
go_1902210_7	
go_1902270_7	sgbE//
go_1902328_5	speA//
go_1902358_7	glnA//pinE//waaL//ushA//
go_1902475_8	mrcA//lpxC//pdxB//ddlA//dbpA//bioH//moaE//
go_1902476_9	ispA//ndh//
go_1902599_7	cysH//ssuD//
go_1902600_8	opgB//ndh//allB//tdh//pykA//rsmG//otsB//pabC//proC//
go_1902601_8	trpC//rfe//
go_1902603_8	prpB//
go_1902758_6	malS//
go_1902760_6	waaB//
go_1902767_6	cysG//
go_1902777_6	bioD//phnG//recO//yqjH//
go_1902778_5	ssuD//
go_1902815_7	ulaD//
go_1903228_9	prmC//
go_1903352_7	patD//
go_1903401_7	accA//metK//
go_1903424_9	glgA//
go_1903457_6	
go_1903506_8	sufS//paaZ//
go_1903507_9	trmH//
go_1903658_6	
go_1903711_7	aroE//gmhB//
go_1903712_8	rfbB//pgpB//murC//
go_1903714_8	ispH//glpB//lplA//
go_1903716_8	thiH//argE//
go_1903785_7	rsmF//aroF//yggF//ribF//gcvH//
go_1903791_7	paaH//yccX//
go_1903810_8	pgl//hemL//
go_1903825_6	mrcB//
go_1903826_8	lpxL//patZ//
go_1903830_9	recJ//thiD//
go_1903874_10	hyi//alaA//cysK//
go_1903959_8	caiD//entE//
go_1904659_9	dmlA//
go_1904812_9	truA//
go_1905039_7	malP//glpX//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	lysS//
go_1990481_8	ung//
go_1990497_6	coaA//
go_1990507_5	
go_1990516_9	bfr//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	lgoD//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	ansB//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	ispU//
