#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:44 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/gos_bnum.txt
go_0000018_7	b2104//bioP//b4319//b0232//
go_0042450_7	b3786//b0584//rpnC//b1326//b0614//b2500//
go_0042454_7	b2202//
go_0042493_4	b2407//b1976//b1294//b4484//b3945//b1835//b2028//b1594//b1327//b3414//b3834//b4305//b1438//b2017//b0082//b1684//b4166//b3470//b0436//b1392//b1550//b3454//b4241//b0799//b1886//
go_0042538_6	b0429//b3571//
go_0042542_5	b2096//b2740//b1729//b4076//b3364//b3344//b1918//b1985//
go_0042545_5	b2919//
go_0042594_4	b2964//b0993//b1748//b2943//b4031//b3889//b3413//
go_0042619_6	b3134//
go_0042710_4	b4350//b1610//b1363//b1479//b2297//b0893//b4232//b4116//b1413//b3367//b3261//b1244//b3260//b1263//b0198//b2896//b3551//b3717//b2220//b2843//b1376//
go_0042732_6	b0533//b1840//b0228//
go_0042744_6	b0979//b0303//
go_0042759_7	b3958//b1335//
go_0042773_6	b2945//
go_0042777_8	b0771//
go_0042780_10	b3600//b3518//
go_0042817_5	b0768//
go_0042819_6	b2082//
go_0042823_6	b0758//b0199//b3583//b0557//
go_0042838_6	b2526//b2664//b0507//b2425//
go_0042840_7	b2198//b2871//b2164//b1165//b1111//b0438//
go_0042843_7	b4004//b4245//
go_0042846_8	b1814//
go_0042852_9	b2156//
go_0042867_8	b1116//
go_0042873_7	b2577//
go_0042882_10	b1704//b0300//b0947//
go_0042884_7	b1639//b2582//b0968//b3812//b4428//b3462//b1398//
go_0042885_8	b1838//
go_0042891_6	b1871//b0405//b3624//b2261//b2236//b2926//
go_0042906_8	b1260//b4224//b1465//rhmR//
go_0042908_5	b0754//b0771//b2991//
go_0042914_8	b4222//b1916//
go_0042918_6	b2105//b0597//b0102//b0065//b3805//
go_0042919_6	b0008//
go_0042920_6	b2677//
go_0042928_7	b4148//
go_0042930_7	b3367//b0797//
go_0042938_8	b0592//b1344//b0043//
go_0042939_8	b3022//
go_0042941_8	b1741//
go_0042942_6	b1511//b4168//
go_0042953_6	b2947//b2383//b3253//
go_0042956_8	b1465//b1876//b3216//b4092//b0803//
go_0042968_8	b3809//b0484//b1276//
go_0043039_6	b1497//b3006//b1866//
go_0043041_6	b1597//
go_0043085_5	b0355//b3983//b3195//b0483//b1781//b0853//b2803//b0733//b0492//b0960//b3540//
go_0043086_5	b3474//b3717//b2289//b2619//b2607//b2136//b0460//b1307//b3475//b1521//b3259//b1278//b1709//b4392//b4480//
go_0043093_3	b1237//b0400//b2068//b0988//b1300//b3199//b3524//b4213//b2755//b3268//b1159//b4268//b4262//b2698//b4242//b1681//b0974//
go_0043097_6	b4237//b0597//b0808//
go_0043099_7	b4372//
go_0043100_6	b1078//
go_0043102_5	b4074//
go_0043103_7	b1440//
go_0043137_6	b3392//b0824//
go_0043150_8	b1919//
go_0043157_6	b3256//
go_0043164_6	b0167//b1874//b3063//b0153//b1819//b1644//b2277//b0674//
go_0043165_6	b3173//b2993//b3526//b0874//b4513//b2516//b0915//b0135//b0963//b4113//
go_0043171_5	b3846//b0179//b2180//b2421//b2989//
go_0043200_5	b0586//b0635//b3357//b1858//b1676//
go_0043201_6	b0812//
go_0043213_7	b0318//b4034//b0254//b1493//b1098//b1306//
go_0043254_5	b3962//
go_0043335_3	b2781//b0644//b3683//b1526//
go_0043433_5	b0472//b0305//b1852//b0135//b0048//b2053//
go_0043442_6	b3305//
go_0043456_6	b2752//
go_0043462_6	b4011//
go_0043470_6	b3630//
go_0043471_6	b3551//
go_0043488_5	b2714//b3221//b2569//b0574//
go_0043547_7	b1376//b0783//b3733//
go_0043571_7	b0620//b3522//b2429//
go_0043610_4	b1343//
go_0043686_7	b2029//
go_0043687_7	b0954//b4359//b2898//b2320//b2888//
go_0043708_5	b1127//b1791//b1743//b3250//b1124//b0564//
go_0043709_6	b2483//b2399//b3533//b0328//b2898//b4520//b3980//b0695//b4392//
go_0043711_5	b4291//b2370//b3282//b4086//b1385//b2709//b1623//b0243//b1447//b0718//b2742//b4063//
go_0043952_7	b0284//b1025//b0008//b2883//b3786//
go_0043953_7	b4262//b3241//b2600//b2687//
go_0044010_5	b3200//b0765//b3709//b1622//rpnB//b2584//b0245//b0601//b1507//b3407//b4559//b0173//b0943//b0089//b1507//b1117//b0409//b3966//b3269//b4311//b1767//
go_0044011_4	b4053//b3073//b3392//b3385//b3774//b3615//b0480//b4055//
go_0044036_5	b1090//b0809//b4004//
go_0044038_6	b1257//b0086//b4326//
go_0044092_4	b4485//b3375//b2581//
go_0044179_5	b1550//
go_0044208_7	b0876//
go_0044238_3	b2798//b3887//b1125//b4391//b0757//b4242//
go_0044248_4	b2125//
go_0044255_4	b0446//
go_0044262_4	b4667//b0576//hprR//
go_0044273_5	b3032//
go_0044275_5	b2990//
go_0044349_6	b3056//
go_0044355_6	b2147//b0680//
go_0044532_6	b4255//
go_0044659_7	b2784//b3513//b0766//b3081//
go_0044718_6	b4702//b0320//
go_0044764_3	b3133//
go_0044780_6	b4036//b0467//b4099//b4085//b2048//b0903//b0415//
go_0044781_5	b0927//
go_0044787_5	b0862//
go_0044874_7	b3542//b2195//b1917//b0855//b0752//
go_0045004_7	b1635//b2837//b1079//b3901//
go_0045013_7	b0497//
go_0045226_7	b4359//b0052//b4249//b2483//b1606//b2232//b1838//b1015//b1861//
go_0045333_5	b2527//b0734//b1874//b0861//b0146//
go_0045337_6	b3579//
go_0045454_4	b0091//b0755//b2333//b2399//b2017//b4201//b0823//b3409//b3309//b3351//b2661//b0836//b2104//b4357//b0394//
go_0045471_5	b4394//b3929//b0388//
go_0045717_8	b4586//
go_0045719_8	b3094//
go_0045723_8	b2526//
go_0045727_8	b1022//b3050//b4015//
go_0045732_7	b2104//
go_0045733_6	b1105//b0841//
go_0045819_8	b0155//
go_0045828_7	b1620//
go_0045848_5	b2905//
go_0045859_7	b2812//
go_0045861_8	b4055//
go_0045862_8	b0564//
go_0045883_5	b0367//
go_0045892_8	b0526//b3234//b1296//b0842//b3765//b0627//b3891//b1613//b1736//b2687//b2606//b4084//b1384//b2376//b3020//b2170//b2290//b4213//b2068//b2493//b3640//b2376//b0752//b1347//b2544//b0799//b3081//b3371//b1099//b1304//b1378//b3141//b0820//b0697//b2240//b0696//b1892//b3119//b2098//b0398//b1901//b1841//b3066//b1082//b1370//b3955//b4668//b2821//b4288//b3559//b0381//b3711//b0381//b2416//b1473//b2076//b2779//b3584//b1978//b3250//b0413//b3462//b0180//b3188//b2303//b3620//b0413//b3741//b3455//b1479//b2831//b2418//b4302//b0842//b3805//b1592//b2520//b4366//b4213//b1226//b3933//b1809//
go_0045893_8	b3925//b0637//b4095//b4238//b0677//b4366//b2802//b1099//b0015//b0427//b0443//b0166//b1973//b1272//b2427//b2756//b0207//b2163//yeeL//b3551//b0447//b1271//b3133//b4367//b3940//b4082//b4081//b4265//b0420//b2740//b1374//b3264//b1798//b0729//b2903//b2058//b1590//b0341//b2163//b4053//b4339//b0982//b2386//b4304//b0131//b2544//b0026//b3725//b4415//b2068//b2746//b2023//b3517//b0207//b0472//b0237//b0708//b0301//b0830//b0908//
go_0045900_9	b1526//b3035//b2011//
go_0045903_5	b4327//b2062//b3793//
go_0045912_6	b1166//
go_0045926_5	b1639//b0757//
go_0045936_8	b1563//
go_0045947_9	b1959//rpnB//b2882//b4240//b3029//b3752//b2733//
go_0045975_9	b1756//
go_0045990_6	b2729//
go_0046037_8	b2318//
go_0046040_8	b4000//
go_0046047_8	b0083//
go_0046050_8	b3605//b2803//b1684//b3350//b2901//
go_0046052_8	b1378//
go_0046061_8	b3415//
go_0046076_8	b2926//
go_0046081_8	b0497//b1678//
go_0046086_6	b2628//
go_0046098_7	b2121//
go_0046100_7	b1701//
go_0046101_6	b3558//b4476//b0776//
go_0046103_9	b0497//
go_0046104_8	b2742//
go_0046115_10	b0589//
go_0046133_8	b1413//b1298//
go_0046166_6	b1112//
go_0046168_6	b2933//b2216//b2913//b2047//
go_0046176_6	b4353//b3082//b4501//b0576//
go_0046177_7	b2571//b3447//b1011//b1145//
go_0046181_7	b3456//
go_0046183_7	b2207//b0504//b3139//
go_0046187_6	b0035//
go_0046196_5	b3298//
go_0046210_6	b3680//b2557//b1330//b2156//
go_0046214_6	b2510//
go_0046256_7	b0687//b3939//
go_0046271_5	b0420//
go_0046279_6	b1071//
go_0046292_4	b1450//
go_0046294_5	b3462//b1362//
go_0046296_6	b2687//b3780//b1378//b2307//b2327//
go_0046306_6	b2501//b1438//
go_0046323_10	b0931//b0975//
go_0046325_8	b4637//
go_0046336_6	b3153//
go_0046342_8	b1506//
go_0046348_6	b0876//b1660//b2828//
go_0046365_5	b2399//
go_0046392_7	b1918//b1697//b3216//b2199//
go_0046397_6	b0930//
go_0046416_6	b3957//
go_0046452_6	b1897//
go_0046459_6	b1897//
go_0046470_5	b2546//
go_0046474_6	b1625//b3949//b1534//b4083//b0688//b1967//
go_0046487_5	b0896//b3452//
go_0046501_6	b3706//
go_0046618_6	b1634//b0861//b3515//b3771//b4378//b3422//b2469//
go_0046654_7	b3766//b3668//b2025//b0853//b4309//b1809//
go_0046655_5	b0010//
go_0046656_6	b3735//b3613//b2199//b3430//b3737//b1514//b3832//
go_0046657_6	b3578//b4067//
go_0046677_4	b2049//b3189//b1175//b3509//b1897//b0046//b1198//b3790//b1886//b0228//b2599//b0138//b0304//rhmR//b2042//b3306//b1084//b4180//mtnN//b2130//b4154//b2735//b3828//b2684//b3612//b4668//b3894//b2218//b3733//b2405//b1300//b3426//b3750//b2947//b0867//b0115//b3631//b2107//b3613//b1145//b3520//b3949//b4122//b0461//b2869//b4637//b2688//b1288//b3062//b0893//b3022//b1779//
go_0046685_4	b4147//b2677//b3195//
go_0046686_6	rpnD//b4207//
go_0046688_6	b0596//b4359//b1729//b0513//b2284//b0078//b2739//b1804//b4367//b3958//b1261//
go_0046690_5	b4453//b1048//
go_0046710_8	insI3//
go_0046718_8	b1469//b1009//b1748//b1407//b3129//b4149//b1259//
go_0046777_8	b3357//b0742//b4557//b3529//b2243//b2987//b2478//b1388//b3190//b4261//b0983//b3546//b2256//b3869//b3517//b4528//b1432//b4319//b3194//b0124//b1835//b2867//b3350//b1098//b0024//
go_0046834_6	b3786//
go_0046835_5	b2236//b4173//b4260//b3290//b2905//b0116//b3375//b1116//b2551//b0733//b4098//b2092//b4346//b2611//b1313//b0574//b0120//topAI//b0863//b1759//b3824//b1265//b3521//b0212//
go_0046836_7	b0337//b1623//
go_0046839_6	b1049//
go_0046855_6	b1008//
go_0046892_8	b2294//
go_0046901_7	b0008//
go_0046939_7	b3119//b1277//b1588//b0464//b3753//
go_0046942_7	b4280//b0172//b2663//b2474//b4409//b3010//
go_0046944_7	b4337//
go_0047484_6	b0008//
go_0048034_6	b2423//
go_0048255_6	b0304//
go_0048473_8	b3191//b2743//b1677//
go_0048518_4	b0436//
go_0048870_3	b4280//b1799//b2023//b0113//
go_0050427_5	b0082//
go_0050667_6	b2257//b0726//
go_0050779_5	b2699//
go_0050790_4	b4321//b3271//b1006//b2828//b4245//b1801//b4124//b2907//b0388//
go_0050821_5	b1487//b4190//b0438//b1127//b1180//
go_0050918_5	b2517//b0900//b1090//
go_0050919_5	b1294//
go_0051050_5	b0946//
go_0051083_5	b0046//
go_0051085_5	gapC//b1264//b2079//b4513//b3718//b0061//b1520//
go_0051090_4	b0709//b3189//
go_0051091_5	b2153//b3682//
go_0051131_7	b3741//b1421//
go_0051143_8	b0431//
go_0051156_5	b1617//
go_0051171_5	b3885//
go_0051188_5	b3594//
go_0051191_6	b3624//
go_0051205_6	b3365//b4129//b0621//b3376//b0528//b0506//
go_0051224_6	b3572//
go_0051252_6	b0186//
go_0051258_7	b3887//
go_0051260_7	b2616//b1253//b3341//b4078//b3455//b2584//b0170//
go_0051270_5	b1198//
go_0051271_6	b2168//b1808//
go_0051274_8	b3895//b4177//b2245//b3613//
go_0051276_5	b3829//b0585//b2556//
go_0051289_8	b3178//b3524//b1692//b2907//b1531//b3193//b2738//b3139//b1610//b2307//b3021//b3208//b2203//b1902//b1386//b1593//b3590//b0403//b2574//b4027//b1955//b1874//b0506//maoP//b3047//b2231//b4239//b1841//b2479//b3929//b2265//b2245//b0650//b2024//b1387//b0910//
go_0051301_3	b2509//b4146//b1610//b2746//b4262//b1444//b4092//b0812//b0575//b3516//b2611//b2010//b2507//b0136//b1554//b0200//b1023//b0918//b2546//yjgX//b0330//b1387//b3409//b3461//b3737//b2945//b0943//b1266//b2361//b3062//b3344//b1653//b1740//b0032//b2934//b0064//
go_0051302_5	b3187//b4190//b0256//b2344//b2310//b3679//
go_0051304_4	b4050//
go_0051338_5	b2529//
go_0051345_6	b1072//b2827//
go_0051346_6	b2734//
go_0051347_6	b2751//
go_0051349_6	b0521//
go_0051353_6	b0160//b2062//
go_0051391_8	b2165//
go_0051409_4	b2770//b2146//
go_0051410_3	b4225//
go_0051452_10	b4069//
go_0051453_9	b2891//b4321//
go_0051454_10	b2333//b0737//b0191//b0770//b2361//
go_0051476_7	b2903//
go_0051484_7	b3974//
go_0051495_8	b1126//
go_0051595_6	b1427//b0120//b3431//b0949//b1661//
go_0051596_6	b0571//b2314//b3579//b0134//
go_0051599_4	b1817//
go_0051603_6	b1347//b0661//
go_0051604_5	b3390//b2425//b4028//b3131//b4471//b1873//b4086//b3499//b1449//b0874//b4550//b3040//b3093//b4193//b0469//b3297//
go_0051607_4	b1912//b0506//b3067//b3126//b3652//b1782//b2503//b2476//b0116//gapC//
go_0051649_4	b3539//b0367//
go_0051668_4	b0948//
go_0051692_6	b1913//b3908//
go_0051704_2	b2760//
go_0051715_4	b3924//
go_0051716_3	b2675//b1034//
go_0051726_5	b1859//
go_0051781_6	b0601//
go_0051782_6	b2169//b3311//b1477//b0876//b2135//b0887//
go_0051977_7	b4172//
go_0051983_5	b3149//
go_0052131_6	b2949//
go_0052547_6	b3603//
go_0052653_5	b1225//
go_0052777_7	b0146//b3281//
go_0052778_6	b1651//
go_0052837_6	b0260//
go_0055070_10	b2411//b1663//
go_0055072_10	b1434//b1326//b2930//
go_0055085_5	b3127//b1856//b3965//b0894//b0517//b0386//b3331//b1830//b0375//b3010//b3710//b4022//b1306//b2383//b3945//b4269//msrQ//b2515//b2676//b4478//b0513//b3429//b1014//b1478//b1127//b2061//b2284//b3426//b2752//b0350//b2427//b2563//b1808//b1530//b1852//b3017//b3807//b3148//b1391//b2716//b2541//b3052//b2701//b3264//b0051//b4269//b4352//b2501//b0168//b0189//b1625//b3375//b0328//b0764//b3066//b1651//b2263//b1021//b3502//b0627//b2542//b2798//b3719//b3707//b1612//b1764//b2008//b4520//b1776//b1021//b0023//b0459//b1104//b0369//b0589//b2664//b3135//b3163//b2920//b3072//b2354//b1623//b0346//b0642//b2663//b1100//b1262//b0158//b2705//b0908//b1159//b3813//b3973//b4144//b3747//b0933//b0607//b3885//b4381//b0411//b3546//b1570//b2496//b0043//b2121//b3849//b1618//b2326//b1809//b3253//b0680//b3255//b3203//b4062//b2610//b1857//b1741//b0928//b3733//b2506//b1878//b3095//b2427//b4130//b0805//b3839//b0636//b3475//b0486//qorA//b1764//b4258//b1397//b3581//b2341//b1922//b4078//b1101//b3766//b1776//b3728//b3363//b0237//b2580//b3082//b3344//b3513//b2424//b3568//b0176//
go_0055086_4	b2406//b3877//
go_0055114_3	b3533//b2095//b3320//b3724//b0120//b3303//b1764//b1062//b0388//b1342//b2508//b2753//b3809//b1732//b0123//b3304//b2624//b1206//b4132//b2683//b3195//b3577//b3219//b1444//b3018//b1245//b2622//b3654//b3651//b3788//b3035//b3221//b1040//b2421//b3564//b0469//b2675//b2715//b4065//b2134//b3203//b1204//b3639//b0139//b3784//b1132//b2032//b2311//b0340//b3391//b3742//b3654//b0650//b1250//b0226//b0937//b2121//b1799//b2718//b4050//b0065//b1448//b3989//b0835//b1141//b0775//b2387//b2955//b0932//b0903//b0162//b2820//b1472//b2474//b0742//
go_0055129_5	b3566//b0329//b2341//
go_0055130_8	b1352//b3891//
go_0060003_10	b3021//b3343//b1766//b0028//
go_0060274_5	b3252//
go_0060326_5	b2077//
go_0060566_8	b0945//
go_0060567_8	b3252//b0882//b3304//
go_0060699_8	b3632//
go_0060702_9	b0118//b1413//b1089//b1447//b0877//
go_0061077_4	b3191//mtnN//b3529//b2184//b0556//b1167//b1838//b0813//b2578//b2125//b2548//b2750//b4094//b0634//b0847//
go_0061475_9	b0621//
go_0061504_8	b3376//
go_0061610_5	b3849//
go_0061615_7	b4203//b0831//
go_0061720_5	b3294//b3731//b1244//b3940//
go_0065002_6	b0232//b0042//b0677//b1327//b1530//b0088//b0419//b4034//
go_0065007_2	b3464//b0621//
go_0070084_7	b3513//
go_0070178_5	b2558//
go_0070207_8	b3834//b0024//b2991//b3509//
go_0070298_8	b0112//
go_0070301_6	b0124//b2548//b2328//b4356//b2196//b3376//b2630//b2566//b2706//b3556//
go_0070329_5	b0881//b1434//
go_0070413_7	b1438//
go_0070415_6	b4213//b0049//
go_0070417_5	b1183//b0892//
go_0070453_7	b1653//
go_0070475_7	b1520//b2435//b4149//b3410//b2049//b0445//b0635//b3010//b2883//b3339//b1246//b0185//b0621//b3608//b2553//b1288//b0260//b1427//b0877//
go_0070476_7	b2827//b1275//
go_0070482_4	b0452//
go_0070574_9	b1654//b2998//b3897//b0751//
go_0070581_8	b1764//
go_0070588_9	b1352//
go_0070689_6	b2268//b3719//
go_0070726_5	b0429//b1599//
go_0070778_6	b1779//b1197//
go_0070894_6	b3542//
go_0070930_7	b2957//
go_0070981_6	b2367//
go_0070989_4	b2415//
go_0071139_6	b0134//b2199//
go_0071218_6	b1234//
go_0071229_5	b2696//b0722//
go_0071230_6	b2470//
go_0071236_5	b1749//b1250//b3620//b4139//b3535//b3942//
go_0071237_6	b0375//b2021//
go_0071243_5	b4398//
go_0071248_6	b2631//
go_0071249_6	b3126//b3800//
go_0071250_6	b0506//b4350//
go_0071266_6	b2844//b2930//
go_0071271_7	b1694//b3576//
go_0071276_7	b2662//b1943//
go_0071280_7	b0315//b0303//
go_0071284_7	b1599//
go_0071286_7	b3341//b1123//
go_0071287_7	b4174//
go_0071288_7	rpnA//b4419//
go_0071289_7	b3973//
go_0071291_6	b3994//
go_0071292_7	b0996//b3672//
go_0071294_7	b2098//b4315//
go_0071310_5	b1539//b3736//b3089//
go_0071421_9	b3458//b0240//b1809//
go_0071422_7	b1932//b3665//b3062//
go_0071423_8	b1619//
go_0071454_5	b1166//b0726//
go_0071456_5	b3624//
go_0071467_5	b0929//
go_0071468_6	b3708//b4254//b4269//b0430//b2163//b3290//b1038//b1557//b3534//
go_0071470_5	b4261//b0428//b1221//b2048//b4554//
go_0071474_6	b3582//b0599//b1200//b3461//
go_0071500_5	b0450//
go_0071502_5	b4483//
go_0071555_4	b2767//b3353//b1126//b3752//b3563//b3213//b2934//b3953//b2939//b1046//b0565//b3317//
go_0071577_9	b4403//b1998//b0301//b2521//b3917//b0300//b0768//
go_0071705_5	b4392//
go_0071731_5	b1113//b3544//
go_0071732_6	b0938//
go_0071769_5	b2976//
go_0071805_4	b4024//b0574//b3288//b3637//b3929//b3671//b1441//b2544//b0004//b2545//b4119//b1175//b3955//b2787//b2168//
go_0071806_6	b2673//b2901//b1099//b3680//b2640//
go_0071807_8	b0607//
go_0071897_6	b0693//b3685//b2818//b4289//b3929//b1071//b1505//b1482//b3717//b3226//b1294//b2925//b3204//b0189//
go_0071915_9	b2414//
go_0071932_8	b2599//
go_0071934_6	b0276//b0934//b2103//
go_0071945_7	b1786//
go_0071951_8	b0183//
go_0071963_4	b3882//
go_0071973_6	b1258//b0175//b4464//b2366//b2409//b4080//b1531//b0930//b1883//b3580//b0092//b2563//b3659//b2526//b3565//b1967//b2897//b4192//b1053//
go_0071977_5	b0890//
go_0071978_7	b3875//b2283//b0194//b2344//b3553//b3534//b4372//b0040//b0943//b0734//b1707//b1822//b3745//b2021//
go_0072321_6	b1327//
go_0072323_7	b1921//
go_0072344_7	b3955//b2400//b2761//b2207//
go_0072348_5	b4367//
go_0072488_7	b3071//
go_0072511_7	b0857//b2780//
go_0072531_6	b4637//
go_0072581_9	b1262//
go_0072714_5	b3940//
go_0075713_7	b3766//b3577//b3206//
go_0080111_4	b2582//b1258//
go_0089705_7	b0188//b0125//
go_0089709_7	b3993//b1739//
go_0090071_6	b2728//b4036//b0908//
go_0090116_7	b1445//
go_0090143_4	b0328//
go_0090305_6	b2451//b3072//rpnD//b2945//b0136//b1203//b2942//b0239//b3765//b2711//b1701//b0854//b0196//b3394//b4241//b0504//b3662//b3683//b2682//b2233//b4138//b0176//b1614//b4702//b0792//b1302//b2609//b1187//b0429//b0334//b0479//b4085//b4350//b2794//b0096//b2521//b1290//b2611//b0763//b3605//b3993//b3606//b1723//b1741//b4361//b0261//b4162//b2407//b0131//b4357//b4112//b4074//b1871//b0046//b0862//b3524//b0959//b1004//b1034//b2162//b2582//b1497//b4053//b2595//b2417//b0078//b0920//b3620//b1701//b3766//b4392//
go_0090313_8	b2813//b4258//
go_0090347_6	b0006//
go_0090352_6	b3023//
go_0090357_7	b2937//
go_0090358_8	b1801//
go_0090501_7	b2843//b4237//b2975//b0708//b1807//b1103//b0820//b1059//b0481//b0517//b3087//
go_0090502_8	b1227//b1362//b1022//glsA1//b2518//insI4//b3392//b4196//b2690//b4058//b0982//b3128//b0592//b3612//b1970//b2559//b0261//b0585//b2479//b4100//
go_0090503_8	b0386//b3647//b1892//b1131//b0956//b1769//b3907//b0797//
go_0090529_5	b2109//b2100//b0930//
go_0090540_10	b1493//b2060//b0960//
go_0090549_5	b2957//b2698//
go_0090609_6	b1912//
go_0097056_7	b2437//
go_0097264_6	b2027//
go_0097304_7	b3875//
go_0097339_7	b1576//
go_0097428_6	b4177//b1512//b0400//b1269//b3206//b4093//b1801//
go_0097502_4	b4025//
go_0097510_7	b3454//
go_0097533_5	b3515//
go_0097638_8	b3459//b3244//b4280//b1683//
go_0098002_8	b2086//
go_0098655_7	b2143//b0695//b0120//b1256//b2673//b2923//b0001//b4316//b1970//b1202//b3289//b0447//b2744//b1243//b0417//b3289//b1380//srkA//b1391//b1114//b1620//b2354//
go_0098656_7	b0594//b0864//b0484//
go_0098707_10	b3210//
go_0098708_8	b4237//b0860//b3640//b2302//
go_0098710_7	b3094//b0179//
go_0098713_8	b0836//b2524//b1916//b2601//
go_0098719_9	b3023//
go_0098732_6	b2839//
go_0098795_9	b3579//
go_0098869_4	b0438//b1493//b2078//b1430//b3317//b3129//b4190//b4160//b3528//b1245//b4479//b1375//b4453//b2285//b4232//b3024//b1379//b0068//b2248//b0612//
go_0099131_7	b4019//
go_0099132_7	b1515//b0413//b1774//b1508//b2175//b1284//b2542//b0121//b3357//b3021//b2661//b0318//b0652//b2610//b3780//b1336//b2441//b1612//b4356//b1638//b2792//b3072//b0314//
go_0099133_8	b1840//b1521//b2529//b4637//b3829//b3616//b1298//b3426//b1014//b0287//b0624//b3081//b4403//b3688//b3311//b0508//b3562//b3686//b2813//b0908//
go_0101030_8	b0231//
go_1900190_5	b0543//b0543//b1105//b3939//b4079//hxpA//
go_1900191_6	b2266//
go_1900192_6	b0911//
go_1900231_6	b0497//
go_1900232_7	b0439//b3161//b3076//
go_1900233_7	b1823//
go_1900372_9	b1122//
go_1900376_6	b2921//b0233//
go_1900378_7	b0121//
go_1900705_8	b2032//
go_1900727_8	b0877//
go_1900751_9	b0928//
go_1901135_4	b0835//b3887//b0188//b2177//b0348//b2752//b0134//b4428//b4311//b1040//b3399//b2718//b1692//
go_1901260_9	b1319//
go_1901264_6	b3189//b2068//b0954//
go_1901275_3	b2898//
go_1901281_6	b0896//
go_1901367_6	b2164//b3353//
go_1901422_5	b0110//b1973//b3499//
go_1901530_5	b0365//b3849//b3748//b1093//
go_1901562_5	b3127//
go_1901575_4	b0058//
go_1901642_6	b0659//b1718//b2458//b4085//b2276//topAI//b2074//
go_1901652_5	b0608//b0463//b1040//
go_1901657_5	b0393//b0095//b0049//
go_1901661_5	b0796//b0694//
go_1901684_8	b2540//
go_1901891_5	b3232//
go_1901998_5	b3916//b0210//
go_1902021_6	b0419//b3867//b2571//b0556//
go_1902022_6	b0591//b1119//
go_1902023_6	b2901//
go_1902047_6	b0007//b1084//b2516//b3071//yeeL//
go_1902201_7	b0507//b3934//b1184//b1852//b1380//b3083//b4146//
go_1902208_6	b4088//
go_1902209_7	b1224//b1049//
go_1902210_7	b1393//
go_1902270_7	b1476//
go_1902328_5	b4085//
go_1902358_7	b3829//b0739//b2733//b1522//b1112//b1552//b3679//
go_1902475_8	b0316//b2616//b1579//b2628//b0988//b3734//b3298//
go_1902476_9	b1990//b1920//
go_1902599_7	b0975//b3809//b2835//b0445//b0764//
go_1902600_8	b4139//b3521//b0139//b0578//b1740//b4376//b0002//b1131//b2606//b2383//b0811//b2374//b1656//
go_1902601_8	b2258//b1292//
go_1902603_8	b3408//
go_1902758_6	b3006//
go_1902760_6	b3906//
go_1902767_6	b0222//
go_1902777_6	b1206//b0734//b1319//b3201//b1599//
go_1902778_5	b2839//
go_1902815_7	b4016//b0970//b3475//
go_1903228_9	b3966//
go_1903352_7	b2981//
go_1903401_7	b0622//b3682//
go_1903424_9	b2666//
go_1903457_6	b2568//
go_1903506_8	b1756//b3017//b1260//b3709//b3744//
go_1903507_9	b0155//
go_1903658_6	b2837//
go_1903711_7	b0393//b0887//b3828//b4392//b1034//
go_1903712_8	b0590//b1296//b0587//b2374//b3297//
go_1903714_8	b1716//b4315//b1602//b2289//b2246//
go_1903716_8	b0213//b0847//
go_1903785_7	b2679//b2792//b1651//b0996//b2162//b0730//b3659//b1341//
go_1903791_7	b0344//b0090//
go_1903810_8	b1341//b3213//
go_1903825_6	b4261//
go_1903826_8	b3134//b0827//
go_1903830_9	b3142//b3213//
go_1903874_10	b4043//b4479//b1123//
go_1903959_8	b1838//b1012//b4316//
go_1904659_9	b1375//
go_1904812_9	b0928//
go_1905039_7	b4705//b3667//b1775//
go_1990000_5	b3997//b2069//
go_1990145_6	b2234//b4027//b2519//
go_1990169_5	b3173//
go_1990451_5	b2526//
go_1990481_8	b1564//
go_1990497_6	b1634//
go_1990507_5	b0120//b2979//
go_1990516_9	b0032//
go_2000104_9	b2751//
go_2000142_6	b3320//b1422//b3750//b0681//
go_2000143_7	b3833//b2327//b3774//b0212//b0472//b2296//b1593//b4094//
go_2000144_7	b0612//b1853//b1662//b0642//b4245//b3928//b2752//b1838//b0698//b0087//hxpB//
go_2000145_5	b1863//b0228//
go_2000186_10	b0388//
go_2000245_6	b1069//
go_2000372_7	b0774//b0263//
go_2000678_7	b1709//
go_2000766_9	bioD1//
go_2000892_7	b1250//
go_2001023_5	b0875//
go_2001125_10	b4011//
go_2001251_8	b2867//
go_2001315_6	b2082//
